price,room_type,address_japanese,shiku,townpart,detailpart
17571.0,Entire home apt,新宿区歌舞伎町2丁目2-2-10,新宿区,新宿区歌舞伎町2丁目,2-2-10
21086.0,Entire home apt,豊島区池袋2丁目62番1号,豊島区,豊島区池袋2丁目,62番1号
18571.0,Entire home apt,大田区蒲田4丁目43-10,大田区,大田区蒲田4丁目,43-10
80000.0,Entire home apt,豊島区池袋2丁目50番4号プライムアーバン池袋,豊島区,豊島区池袋2丁目,50番4号プライムアーバン池袋
24400.0,Entire home apt,豊島区池袋2丁目51-13,豊島区,豊島区池袋2丁目,51-13
18286.0,Entire home apt,荒川区西日暮里1丁目40-6,荒川区,荒川区西日暮里1丁目,40-6
32200.0,Entire home apt,渋谷区幡ヶ谷2丁目2-5-4,渋谷区,渋谷区幡ヶ谷2丁目,2-5-4
18143.0,Entire home apt,新宿区新小川町5-13アンバー飯田橋,新宿区,,新宿区新小川町5-13アンバー飯田橋
17000.0,Entire home apt,港区東麻布1丁目−21−２港区立飯倉保育園,港区,港区東麻布1丁目,−21−２港区立飯倉保育園
19714.0,Entire home apt,豊島区池袋1丁目−9−４西華荘,豊島区,豊島区池袋1丁目,−9−４西華荘
15900.0,Entire home apt,豊島区池袋1丁目9-6,豊島区,豊島区池袋1丁目,9-6
20514.0,Entire home apt,葛飾区立石4丁目25-13,葛飾区,葛飾区立石4丁目,25-13
6000.0,Hotel room,台東区根岸3丁目−18−18香味屋,台東区,台東区根岸3丁目,−18−18香味屋
26494.0,Entire home apt,台東区雷門2丁目1-6,台東区,台東区雷門2丁目,1-6
11057.0,Hotel room,豊島区駒込2丁目3番23号豊島区立駒込公園,豊島区,豊島区駒込2丁目,3番23号豊島区立駒込公園
12893.0,Entire home apt,台東区雷門2丁目1-6,台東区,台東区雷門2丁目,1-6
18514.0,Hotel room,台東区雷門2丁目1-6,台東区,台東区雷門2丁目,1-6
13771.0,Private room,港区六本木2丁目2-2,港区,港区六本木2丁目,2-2
18686.0,Hotel room,台東区雷門2丁目1-6,台東区,台東区雷門2丁目,1-6
13000.0,Entire home apt,メゾンドセシル台東区竜泉3丁目32-9,メゾンドセシル台東区,メゾンドセシル台東区竜泉3丁目,32-9
17471.0,Entire home apt,板橋区大和町28-8,板橋区,,板橋区大和町28-8
4845.0,Private room,港区赤坂2丁目2番地溜池山王駅,港区,港区赤坂2丁目,2番地溜池山王駅
16429.0,Entire home apt,港区南青山1丁目21-4,港区,港区南青山1丁目,21-4
9000.0,Entire home apt,北区志茂4丁目48-16,北区,北区志茂4丁目,48-16
10000.0,Entire home apt,調布市国領町２丁目−１２−２,調布市,調布市国領町２丁目,−１２−２
10286.0,Private room,渋谷区本町4丁目3-1,渋谷区,渋谷区本町4丁目,3-1
13899.0,Entire home apt,豊島区池袋1丁目−9−１埜亜,豊島区,豊島区池袋1丁目,−9−１埜亜
16264.0,Entire home apt,港区南青山1丁目19-7,港区,港区南青山1丁目,19-7
7557.0,Entire home apt,台東区竜泉3丁目38-6,台東区,台東区竜泉3丁目,38-6
7614.0,Entire home apt,台東区竜泉3丁目-4,台東区,台東区竜泉3丁目,-4
16264.0,Entire home apt,港区六本木7丁目7-7,港区,港区六本木7丁目,7-7
15673.0,Entire home apt,港区六本木7丁目3-26,港区,港区六本木7丁目,3-26
27429.0,Entire home apt,葛飾区高砂6丁目4-15,葛飾区,葛飾区高砂6丁目,4-15
16560.0,Entire home apt,台東区浅草2丁目26-4,台東区,台東区浅草2丁目,26-4
17447.0,Entire home apt,荒川区東日暮里3丁目−39−３ハイムＩＳＤ,荒川区,荒川区東日暮里3丁目,−39−３ハイムＩＳＤ
11516.0,Private room,港区南青山1丁目−26、港区南青山１丁目２５−８乃木坂駅,港区,港区南青山1丁目,−26、港区南青山１丁目２５−８乃木坂駅
28057.0,Hotel room,港区六本木7丁目5-4,港区,港区六本木7丁目,5-4
9000.0,Entire home apt,中市浅間町１丁目３,中市,中市浅間町１丁目,３
11113.0,Private room,台東区浅草2丁目26奥浅草,台東区,台東区浅草2丁目,26奥浅草
19933.0,Private room,新宿区大久保1丁目15-17,新宿区,新宿区大久保1丁目,15-17
63377.0,Entire home apt,台東区浅草2丁目7,台東区,台東区浅草2丁目,7
11113.0,Private room,台東区浅草2丁目28-1,台東区,台東区浅草2丁目,28-1
10943.0,Private room,中野区中野3丁目29-11,中野区,中野区中野3丁目,29-11
14234.0,Entire home apt,中野区松が丘1丁目19-3,中野区,中野区松が丘1丁目,19-3
14432.0,Entire home apt,墨田区向島3丁目22-8,墨田区,墨田区向島3丁目,22-8
26000.0,Entire home apt,渋谷区神泉町20-24,渋谷区,,渋谷区神泉町20-24
29714.0,Entire home apt,江戸川区南小岩7丁目−31−２グランドール岩本２,江戸川区,江戸川区南小岩7丁目,−31−２グランドール岩本２
25714.0,Entire home apt,中野区中央1丁目14-3,中野区,中野区中央1丁目,14-3
3500.0,Private room,台東区浅草2丁目3-1,台東区,台東区浅草2丁目,3-1
37857.0,Entire home apt,福生市福生1027-2,福生市,,福生市福生1027-2
7000.0,Private room,墨田区千歳2丁目12-8,墨田区,墨田区千歳2丁目,12-8
10571.0,Entire home apt,杉並区西荻北3丁目−5−６三周ハイツ,杉並区,杉並区西荻北3丁目,−5−６三周ハイツ
5011.0,Private room,世田谷区上北沢5丁目21-19,世田谷区,世田谷区上北沢5丁目,21-19
3591.0,Private room,北区浮間１丁目−１−１８ダイアパレス北赤羽駅前,北区,北区浮間１丁目,−１−１８ダイアパレス北赤羽駅前
16571.0,Entire home apt,江東区北砂5丁目−20−１０北砂５丁目団地１０号棟,江東区,江東区北砂5丁目,−20−１０北砂５丁目団地１０号棟
10277.0,Entire home apt,新宿区新宿6丁目27番地,新宿区,新宿区新宿6丁目,27番地
10089.0,Entire home apt,新宿区新宿7丁目27番14号,新宿区,新宿区新宿7丁目,27番14号
12482.0,Entire home apt,新宿区大久保1丁目1-9,新宿区,新宿区大久保1丁目,1-9
11857.0,Entire home apt,新宿区新宿7丁目27番11号東新宿駅,新宿区,新宿区新宿7丁目,27番11号東新宿駅
19143.0,Entire home apt,港区北青山3丁目9-19,港区,港区北青山3丁目,9-19
14839.0,Entire home apt,新宿区百人町1丁目8-1シャルムクー新宿ステーションパレス,新宿区,新宿区百人町1丁目,8-1シャルムクー新宿ステーションパレス
7743.0,Entire home apt,新宿区歌舞伎町2丁目17-7,新宿区,新宿区歌舞伎町2丁目,17-7
9785.0,Entire home apt,杉並区和田1丁目33-11,杉並区,杉並区和田1丁目,33-11
100000.0,Entire home apt,新宿区北新宿1丁目8-7,新宿区,新宿区北新宿1丁目,8-7
13116.0,Entire home apt,新宿区歌舞伎町2丁目16-1,新宿区,新宿区歌舞伎町2丁目,16-1
18080.0,Entire home apt,新宿区大久保1丁目11-10,新宿区,新宿区大久保1丁目,11-10
28000.0,Entire home apt,新宿区歌舞伎町2丁目−4−10ＫＤＸ東新宿ビル６Ｆ,新宿区,新宿区歌舞伎町2丁目,−4−10ＫＤＸ東新宿ビル６Ｆ
30143.0,Entire home apt,江戸川区西小岩4丁目11-9,江戸川区,江戸川区西小岩4丁目,11-9
10429.0,Entire home apt,中野区中野5丁目−35−８新東京アパート,中野区,中野区中野5丁目,−35−８新東京アパート
27904.0,Entire home apt,新宿区歌舞伎町2丁目−5−14シティコーポ・沢田,新宿区,新宿区歌舞伎町2丁目,−5−14シティコーポ・沢田
12839.0,Entire home apt,新宿区西新宿5丁目13-14,新宿区,新宿区西新宿5丁目,13-14
20514.0,Private room,新宿区上落合3丁目13-9,新宿区,新宿区上落合3丁目,13-9
16800.0,Entire home apt,墨田区業平2丁目13-5,墨田区,墨田区業平2丁目,13-5
8500.0,Entire home apt,中野区中央4丁目−30−２ベルメゾン,中野区,中野区中央4丁目,−30−２ベルメゾン
29429.0,Entire home apt,豊島区西池袋4丁目−23−13ドリームビラ,豊島区,豊島区西池袋4丁目,−23−13ドリームビラ
10429.0,Entire home apt,中野区中野5丁目40-7,中野区,中野区中野5丁目,40-7
6857.0,Entire home apt,豊島区雑司が谷3丁目21-4,豊島区,豊島区雑司が谷3丁目,21-4
14286.0,Entire home apt,北区浮間1丁目7-4,北区,北区浮間1丁目,7-4
21000.0,Entire home apt,台東区浅草1丁目3-5,台東区,台東区浅草1丁目,3-5
15400.0,Entire home apt,中野区中央5丁目49-10,中野区,中野区中央5丁目,49-10
21000.0,Entire home apt,台東区浅草5丁目−67−9サンパレス植竹,台東区,台東区浅草5丁目,−67−9サンパレス植竹
16429.0,Entire home apt,新宿区高田馬場4丁目40-24,新宿区,新宿区高田馬場4丁目,40-24
23614.0,Entire home apt,渋谷区恵比寿4丁目21-10,渋谷区,渋谷区恵比寿4丁目,21-10
25143.0,Entire home apt,中野区弥生町5丁目11白光ハウス,中野区,中野区弥生町5丁目,11白光ハウス
22000.0,Entire home apt,台東区東上野3丁目33-11稲荷町駅,台東区,台東区東上野3丁目,33-11稲荷町駅
14000.0,Entire home apt,新宿区戸山2丁目28,新宿区,新宿区戸山2丁目,28
10714.0,Entire home apt,中野区中野5丁目46-5,中野区,中野区中野5丁目,46-5
7800.0,Entire home apt,杉並区高円寺北3丁目−22−161F,杉並区,杉並区高円寺北3丁目,−22−161F
19657.0,Entire home apt,台東区根岸3丁目−18−18香味屋,台東区,台東区根岸3丁目,−18−18香味屋
12000.0,Entire home apt,大田区山王3丁目3-7,大田区,大田区山王3丁目,3-7
12371.0,Entire home apt,台東区日本堤2丁目34-9,台東区,台東区日本堤2丁目,34-9
17340.0,Entire home apt,大田区山王3丁目−6−３メガドン・キホーテ大森山王店5階,大田区,大田区山王3丁目,−6−３メガドン・キホーテ大森山王店5階
66800.0,Entire home apt,新宿区高田馬場1丁目−16−17千代田ビル,新宿区,新宿区高田馬場1丁目,−16−17千代田ビル
12514.0,Private room,豊島区南池袋3丁目−1−５アクアメゾン,豊島区,豊島区南池袋3丁目,−1−５アクアメゾン
12857.0,Entire home apt,世田谷区北沢2丁目10-15,世田谷区,世田谷区北沢2丁目,10-15
17000.0,Private room,杉並区高円寺北２丁目−１−１４ブルーグレース,杉並区,杉並区高円寺北２丁目,−１−１４ブルーグレース
20200.0,Entire home apt,台東区松が谷3丁目10-10-8,台東区,台東区松が谷3丁目,10-10-8
6000.0,Private room,杉並区高円寺北2丁目1-1,杉並区,杉並区高円寺北2丁目,1-1
12000.0,Private room,中野区中野5丁目40-6,中野区,中野区中野5丁目,40-6
12000.0,Private room,世田谷区代田2丁目34-15,世田谷区,世田谷区代田2丁目,34-15
6000.0,Private room,杉並区高円寺北2丁目1-2,杉並区,杉並区高円寺北2丁目,1-2
10857.0,Entire home apt,杉並区高円寺北2丁目1-16,杉並区,杉並区高円寺北2丁目,1-16
6800.0,Private room,杉並区高円寺北2丁目14-13,杉並区,杉並区高円寺北2丁目,14-13
15943.0,Entire home apt,墨田区業平1丁目9-5,墨田区,墨田区業平1丁目,9-5
6929.0,Private room,国分寺市西恋ヶ窪2丁目1-18,国分寺市,国分寺市西恋ヶ窪2丁目,1-18
7086.0,Entire home apt,江東区新橋3丁目18-14,江東区,江東区新橋3丁目,18-14
50143.0,Entire home apt,羽村市五神2丁目−４−６シティハイム清水,羽村市,羽村市五神2丁目,−４−６シティハイム清水
7030.0,Entire home apt,渋谷区恵比寿西1丁目2-7,渋谷区,渋谷区恵比寿西1丁目,2-7
12371.0,Entire home apt,大田区大森北4丁目−18−３ヴェント大森,大田区,大田区大森北4丁目,−18−３ヴェント大森
9143.0,Entire home apt,北区西ヶ原4丁目15-3,北区,北区西ヶ原4丁目,15-3
19657.0,Entire home apt,大田区山王3丁目27-18,大田区,大田区山王3丁目,27-18
7714.0,Private room,豊島区池袋1丁目7-29,豊島区,豊島区池袋1丁目,7-29
38000.0,Entire home apt,大田区山王3丁目1-8,大田区,大田区山王3丁目,1-8
7800.0,Entire home apt,杉並区高円寺北3丁目−1−２プレシャスイージス,杉並区,杉並区高円寺北3丁目,−1−２プレシャスイージス
12371.0,Entire home apt,大田区大森北4丁目27-3,大田区,大田区大森北4丁目,27-3
10286.0,Entire home apt,中野区中野5丁目40-6,中野区,中野区中野5丁目,40-6
12371.0,Entire home apt,大田区山王3丁目−27カーサＫＡＷＡＮＡ,大田区,大田区山王3丁目,−27カーサＫＡＷＡＮＡ
10714.0,Entire home apt,中野区中野5丁目52,中野区,中野区中野5丁目,52
12371.0,Entire home apt,大田区大森北4丁目17-18,大田区,大田区大森北4丁目,17-18
25400.0,Entire home apt,大田区山王3丁目27-1,大田区,大田区山王3丁目,27-1
39714.0,Entire home apt,港区赤坂3丁目−6−121F,港区,港区赤坂3丁目,−6−121F
5929.0,Private room,大田区山王3丁目27-23,大田区,大田区山王3丁目,27-23
12371.0,Entire home apt,墨田区千歳2丁目10番1号,墨田区,墨田区千歳2丁目,10番1号
7000.0,Private room,大田区山王3丁目−6−３メガドン・キホーテ大森山王店5階,大田区,大田区山王3丁目,−6−３メガドン・キホーテ大森山王店5階
25400.0,Entire home apt,墨田区千歳3丁目−18−9コヤノビル,墨田区,墨田区千歳3丁目,−18−9コヤノビル
19657.0,Entire home apt,大田区大森北4丁目17-22,大田区,大田区大森北4丁目,17-22
7000.0,Private room,墨田区千歳2丁目11-6,墨田区,墨田区千歳2丁目,11-6
12371.0,Entire home apt,大田区山王3丁目−6−３メガドン・キホーテ大森山王店,大田区,大田区山王3丁目,−6−３メガドン・キホーテ大森山王店
7000.0,Private room,中野区中野5丁目46-5,中野区,中野区中野5丁目,46-5
7357.0,Entire home apt,墨田区両国4丁目−1−３メゾンモアクレエ,墨田区,墨田区両国4丁目,−1−３メゾンモアクレエ
12714.0,Private room,墨田区千歳3丁目2-10,墨田区,墨田区千歳3丁目,2-10
43571.0,Entire home apt,羽村市富士見平2丁目9-13,羽村市,羽村市富士見平2丁目,9-13
7143.0,Entire home apt,杉並区高円寺南4丁目49-1,杉並区,杉並区高円寺南4丁目,49-1
6500.0,Entire home apt,大田区西蒲田6丁目4-18,大田区,大田区西蒲田6丁目,4-18
11429.0,Entire home apt,港区赤坂２丁目１９、２丁目１９ー１２ラピス赤坂Ⅱー１０２,港区,港区赤坂２丁目,１９、２丁目１９ー１２ラピス赤坂Ⅱー１０２
9143.0,Entire home apt,江戸川区北小岩2丁目8,江戸川区,江戸川区北小岩2丁目,8
7143.0,Entire home apt,立川市上砂町４丁目−５−２,立川市,立川市上砂町４丁目,−５−２
6871.0,Entire home apt,羽村市神明台羽村3丁目5-2,羽村市,羽村市神明台羽村3丁目,5-2
6886.0,Entire home apt,豊島区高松市ハイム大久保2丁目−35−１,豊島区高松市,豊島区高松市ハイム大久保2丁目,−35−１
42143.0,Entire home apt,世田谷区北沢1丁目18-12,世田谷区,世田谷区北沢1丁目,18-12
35643.0,Entire home apt,西東京市下保谷4丁目13-24,西東京市,西東京市下保谷4丁目,13-24
11571.0,Entire home apt,渋谷区道玄坂2丁目15-1ノア道玄坂,渋谷区,渋谷区道玄坂2丁目,15-1ノア道玄坂
11674.0,Entire home apt,墨田区向島3丁目−36−２パーク・ヴィラ押上,墨田区,墨田区向島3丁目,−36−２パーク・ヴィラ押上
8357.0,Private room,八王子市上野町26-12,八王子市,,八王子市上野町26-12
21286.0,Entire home apt,世田谷区代田2丁目34-15,世田谷区,世田谷区代田2丁目,34-15
6800.0,Private room,豊島区西池袋2丁目1-3,豊島区,豊島区西池袋2丁目,1-3
19000.0,Entire home apt,墨田区向島5丁目−8第１物流センター,墨田区,墨田区向島5丁目,−8第１物流センター
21857.0,Entire home apt,八王子市寺田町178,八王子市,,八王子市寺田町178
50000.0,Entire home apt,豊島区目白2丁目27-12,豊島区,豊島区目白2丁目,27-12
3480.0,Private room,豊島区西池袋2丁目25-13,豊島区,豊島区西池袋2丁目,25-13
50000.0,Private room,豊島区池袋2丁目34番2号,豊島区,豊島区池袋2丁目,34番2号
50000.0,Private room,墨田区向島5丁目13-20,墨田区,墨田区向島5丁目,13-20
39999.0,Entire home apt,豊島区要町1丁目−22−２５要ヒルズ,豊島区,豊島区要町1丁目,−22−２５要ヒルズ
50000.0,Private room,墨田区向島5丁目43-1,墨田区,墨田区向島5丁目,43-1
37142.0,Entire home apt,豊島区南池袋1丁目−5−２井上荘,豊島区,豊島区南池袋1丁目,−5−２井上荘
18714.0,Entire home apt,新宿区大久保2丁目−15−８久保山荘,新宿区,新宿区大久保2丁目,−15−８久保山荘
42500.0,Entire home apt,豊島区南池袋1丁目15-1,豊島区,豊島区南池袋1丁目,15-1
19714.0,Entire home apt,台東区下谷1丁目−6−５木坂ビル,台東区,台東区下谷1丁目,−6−５木坂ビル
11786.0,Hotel room,豊島区西池袋1丁目13-2,豊島区,豊島区西池袋1丁目,13-2
21429.0,Entire home apt,豊島区目白2丁目27番13号目白団地,豊島区,豊島区目白2丁目,27番13号目白団地
20143.0,Entire home apt,新宿区大久保1丁目14-20プティ・ベルソー,新宿区,新宿区大久保1丁目,14-20プティ・ベルソー
10000.0,Entire home apt,墨田区向島5丁目8-19,墨田区,墨田区向島5丁目,8-19
50000.0,Private room,墨田区向島5丁目45-8,墨田区,墨田区向島5丁目,45-8
50000.0,Private room,台東区根岸3丁目18-8,台東区,台東区根岸3丁目,18-8
50000.0,Private room,台東区根岸3丁目18-8,台東区,台東区根岸3丁目,18-8
39664.0,Entire home apt,墨田区向島5丁目47-5,墨田区,墨田区向島5丁目,47-5
33054.0,Entire home apt,板橋区赤塚3丁目−30−７芙蓉荘,板橋区,板橋区赤塚3丁目,−30−７芙蓉荘
6500.0,Private room,大田区山王3丁目−24−２美容室ＶＩＣ５,大田区,大田区山王3丁目,−24−２美容室ＶＩＣ５
25400.0,Entire home apt,新宿区高田馬場3丁目39-24,新宿区,新宿区高田馬場3丁目,39-24
13086.0,Entire home apt,品川区荏原1丁目15-10,品川区,品川区荏原1丁目,15-10
3000.0,Shared room,中央区日本橋堀留町2丁目−3−14堀留THビル,中央区,中央区日本橋堀留町2丁目,−3−14堀留THビル
22537.0,Entire home apt,豊島区西池袋2丁目25-10702,豊島区,豊島区西池袋2丁目,25-10702
18182.0,Entire home apt,台東区根岸3丁目18-18,台東区,台東区根岸3丁目,18-18
32200.0,Entire home apt,新宿区西新宿8丁目5-17,新宿区,新宿区西新宿8丁目,5-17
21286.0,Entire home apt,中央区日本橋人形町3丁目9-4,中央区,中央区日本橋人形町3丁目,9-4
32200.0,Entire home apt,新宿区歌舞伎町2丁目15-5,新宿区,新宿区歌舞伎町2丁目,15-5
7000.0,Private room,杉並区浜田山1丁目−33−25パークハイム浜田山ヴィクレアール,杉並区,杉並区浜田山1丁目,−33−25パークハイム浜田山ヴィクレアール
30000.0,Entire home apt,新宿区北新宿3丁目−10−10柏木ローズマンション,新宿区,新宿区北新宿3丁目,−10−10柏木ローズマンション
12031.0,Private room,新宿区大久保２丁目−６−８６−８４０１,新宿区,新宿区大久保２丁目,−６−８６−８４０１
21943.0,Entire home apt,豊島区南池袋1丁目15-1,豊島区,豊島区南池袋1丁目,15-1
6000.0,Private room,江戸川区南小岩8丁目14-13,江戸川区,江戸川区南小岩8丁目,14-13
34500.0,Entire home apt,中央区日本橋人形町3丁目7-8,中央区,中央区日本橋人形町3丁目,7-8
34500.0,Entire home apt,中央区日本橋堀留町1丁目−7−４アクシルコート日本橋,中央区,中央区日本橋堀留町1丁目,−7−４アクシルコート日本橋
3500.0,Private room,中央区日本橋人形町3丁目9-7,中央区,中央区日本橋人形町3丁目,9-7
32364.0,Entire home apt,墨田区江東橋3丁目5-16,墨田区,墨田区江東橋3丁目,5-16
4429.0,Private room,墨田区江東橋2丁目−11−５河口ビル6F,墨田区,墨田区江東橋2丁目,−11−５河口ビル6F
32200.0,Entire home apt,中央区日本橋堀留町2丁目−3−14堀留THビル,中央区,中央区日本橋堀留町2丁目,−3−14堀留THビル
3500.0,Private room,墨田区江東橋2丁目−5−１グリーンプラザ錦糸町,墨田区,墨田区江東橋2丁目,−5−１グリーンプラザ錦糸町
3857.0,Private room,墨田区江東橋3丁目9番地錦糸町駅,墨田区,墨田区江東橋3丁目,9番地錦糸町駅
31707.0,Entire home apt,中央区日本橋堀留町1丁目6-12,中央区,中央区日本橋堀留町1丁目,6-12
3857.0,Private room,墨田区江東橋2丁目2-12,墨田区,墨田区江東橋2丁目,2-12
19550.0,Entire home apt,八王子市上野町１０３−１９,八王子市,,八王子市上野町１０３−１９
9600.0,Entire home apt,墨田区石原一丁目−38−４コスモ両国,墨田区,墨田区石原一丁目,−38−４コスモ両国
3500.0,Private room,世田谷区世田谷2丁目−3−２ワセダアパート,世田谷区,世田谷区世田谷2丁目,−3−２ワセダアパート
14544.0,Entire home apt,墨田区江東橋2丁目16-8,墨田区,墨田区江東橋2丁目,16-8
8357.0,Private room,新宿区百人町2丁目14-7,新宿区,新宿区百人町2丁目,14-7
8000.0,Private room,中央区日本橋人形町3丁目5-5,中央区,中央区日本橋人形町3丁目,5-5
12888.0,Entire home apt,渋谷区本町3丁目−24−18シャトレ山の上,渋谷区,渋谷区本町3丁目,−24−18シャトレ山の上
15643.0,Entire home apt,新宿区東五軒町5−６誠晃センタービル,新宿区,,新宿区東五軒町5−６誠晃センタービル
4500.0,Hotel room,江東区白河3丁目8-15,江東区,江東区白河3丁目,8-15
12071.0,Entire home apt,新宿区東五軒町3−15パレステュディオ神楽坂,新宿区,,新宿区東五軒町3−15パレステュディオ神楽坂
12214.0,Entire home apt,新宿区東五軒町3−２３ロータス東五軒町,新宿区,,新宿区東五軒町3−２３ロータス東五軒町
13286.0,Entire home apt,江東区三好3丁目7-6,江東区,江東区三好3丁目,7-6
13286.0,Entire home apt,新宿区東五軒町2-2,新宿区,,新宿区東五軒町2-2
11714.0,Entire home apt,新宿区東五軒町6-32,新宿区,,新宿区東五軒町6-32
12286.0,Entire home apt,港区東麻布1丁目12番6号サイフォルム東麻布,港区,港区東麻布1丁目,12番6号サイフォルム東麻布
3443.0,Hotel room,港区東麻布2丁目4-3,港区,港区東麻布2丁目,4-3
11643.0,Entire home apt,新宿区新小川町3-16,新宿区,,新宿区新小川町3-16
3529.0,Hotel room,港区東麻布1丁目30番1号,港区,港区東麻布1丁目,30番1号
12143.0,Entire home apt,新宿区東五軒町5−６誠晃センタービル,新宿区,,新宿区東五軒町5−６誠晃センタービル
3529.0,Hotel room,新宿区東五軒町3−２３ロータス東五軒町,新宿区,,新宿区東五軒町3−２３ロータス東五軒町
12286.0,Entire home apt,港区東麻布1丁目12-9サンマルティーノ東麻布,港区,港区東麻布1丁目,12-9サンマルティーノ東麻布
15657.0,Entire home apt,新宿区東五軒町6-32,新宿区,,新宿区東五軒町6-32
13286.0,Entire home apt,千代田区神田須田町２丁目−１２−５,千代田区,千代田区神田須田町２丁目,−１２−５
21657.0,Entire home apt,新宿区大久保2丁目7-8駐車場,新宿区,新宿区大久保2丁目,7-8駐車場
11643.0,Entire home apt,大田区西蒲田7丁目−18−６ロータス・フラット２,大田区,大田区西蒲田7丁目,−18−６ロータス・フラット２
18000.0,Entire home apt,大田区西蒲田6丁目26番6号蓮沼ジュニア児童公園,大田区,大田区西蒲田6丁目,26番6号蓮沼ジュニア児童公園
6071.0,Entire home apt,豊島区東池袋5丁目28番1号,豊島区,豊島区東池袋5丁目,28番1号
9714.0,Entire home apt,杉並区高井戸西1丁目−5−30シャリエ高井戸ソルパティオ,杉並区,杉並区高井戸西1丁目,−5−30シャリエ高井戸ソルパティオ
10759.0,Entire home apt,大田区西蒲田7丁目22-10,大田区,大田区西蒲田7丁目,22-10
6143.0,Entire home apt,大田区西蒲田7丁目−35−３スカイコートパレス蒲田,大田区,大田区西蒲田7丁目,−35−３スカイコートパレス蒲田
10759.0,Entire home apt,杉並区高井戸西1丁目30-26佃橋,杉並区,杉並区高井戸西1丁目,30-26佃橋
12880.0,Entire home apt,杉並区高井戸西1丁目31-1,杉並区,杉並区高井戸西1丁目,31-1
10759.0,Entire home apt,墨田区向島3丁目−19−５第２ビューハイツ,墨田区,墨田区向島3丁目,−19−５第２ビューハイツ
11914.0,Entire home apt,墨田区京島3丁目50-4,墨田区,墨田区京島3丁目,50-4
12275.0,Private room,杉並区高円寺南3丁目32-11,杉並区,杉並区高円寺南3丁目,32-11
3500.0,Private room,大田区南雪が谷2丁目11-19,大田区,大田区南雪が谷2丁目,11-19
9124.0,Private room,墨田区江東橋2丁目−2−3三和ビル2F,墨田区,墨田区江東橋2丁目,−2−3三和ビル2F
12286.0,Entire home apt,墨田区向島3丁目18-8,墨田区,墨田区向島3丁目,18-8
20700.0,Entire home apt,渋谷区幡ヶ谷2丁目8-9渋谷UPJビル,渋谷区,渋谷区幡ヶ谷2丁目,8-9渋谷UPJビル
7000.0,Entire home apt,墨田区京島1丁目−22−14ベルドミール,墨田区,墨田区京島1丁目,−22−14ベルドミール
8114.0,Entire home apt,品川区平塚1丁目1-3,品川区,品川区平塚1丁目,1-3
12229.0,Entire home apt,杉並区高円寺南3丁目−16−２２モデスト,杉並区,杉並区高円寺南3丁目,−16−２２モデスト
20946.0,Entire home apt,中央区日本橋富沢町10−２０ドルチェ人形町,中央区,,中央区日本橋富沢町10−２０ドルチェ人形町
28814.0,Entire home apt,渋谷区上原1丁目25-16,渋谷区,渋谷区上原1丁目,25-16
32529.0,Entire home apt,杉並区高円寺南3丁目34-7,杉並区,杉並区高円寺南3丁目,34-7
16069.0,Entire home apt,台東区寿2丁目7-8,台東区,台東区寿2丁目,7-8
19139.0,Entire home apt,台東区東上野3丁目13-13,台東区,台東区東上野3丁目,13-13
34500.0,Entire home apt,港区東麻布1丁目14-7,港区,港区東麻布1丁目,14-7
13657.0,Entire home apt,新宿区歌舞伎町2丁目16-1,新宿区,新宿区歌舞伎町2丁目,16-1
6057.0,Private room,新宿区上落合3丁目13-9,新宿区,新宿区上落合3丁目,13-9
7686.0,Private room,荒川区東日暮里4丁目18-6,荒川区,荒川区東日暮里4丁目,18-6
9357.0,Entire home apt,台東区千束4丁目46-6,台東区,台東区千束4丁目,46-6
31086.0,Private room,板橋区清水町87-1,板橋区,,板橋区清水町87-1
24000.0,Entire home apt,杉並区高円寺北3丁目22-18,杉並区,杉並区高円寺北3丁目,22-18
15371.0,Entire home apt,江戸川区北小岩6丁目20-13,江戸川区,江戸川区北小岩6丁目,20-13
17449.0,Entire home apt,渋谷区恵比寿1丁目−23−２３7階,渋谷区,渋谷区恵比寿1丁目,−23−２３7階
22000.0,Entire home apt,世田谷区宮坂3丁目−19−16ディアコート経堂,世田谷区,世田谷区宮坂3丁目,−19−16ディアコート経堂
15057.0,Entire home apt,墨田区向島3丁目10-4,墨田区,墨田区向島3丁目,10-4
7071.0,Entire home apt,江東区大島5丁目−19−５都営大島５丁目第２アパート５号,江東区,江東区大島5丁目,−19−５都営大島５丁目第２アパート５号
13120.0,Entire home apt,中野区中野5丁目46-5,中野区,中野区中野5丁目,46-5
4899.0,Private room,渋谷区東1丁目−5−２若村荘,渋谷区,渋谷区東1丁目,−5−２若村荘
13120.0,Entire home apt,墨田区向島３丁目−３−９ＰＲＥＳＴＩＧＥ向島,墨田区,墨田区向島３丁目,−３−９ＰＲＥＳＴＩＧＥ向島
17679.0,Entire home apt,江戸川区船堀5丁目−7−７堀内工務店船堀アパート,江戸川区,江戸川区船堀5丁目,−7−７堀内工務店船堀アパート
6589.0,Private room,江東区大島5丁目20-7,江東区,江東区大島5丁目,20-7
10000.0,Entire home apt,QR43+VC足立区,QR43+VC足立区,,QR43+VC足立区
20143.0,Entire home apt,杉並区上井草1丁目29-19,杉並区,杉並区上井草1丁目,29-19
8464.0,Entire home apt,江東区亀戸3丁目59-14,江東区,江東区亀戸3丁目,59-14
21943.0,Entire home apt,台東区寿2丁目7-8,台東区,台東区寿2丁目,7-8
