price,room_type,accommodates,bedrooms,beds,review_scores_rating,address_japanese,shiku,townpart,detailpart
1664300.0,Entire home apt,5,2.0,4.0,4.83, 文京区湯島3丁目31-1, 文京区, 文京区湯島3丁目,31-1
6980000.0,Entire home apt,14,6.0,7.0,4.87, 台東区浅草4丁目22-5, 台東区, 台東区浅草4丁目,22-5
1565700.0,Private room,5,,2.0,4.93, 新宿区歌舞伎町2丁目−46−8 新宿日章ビル9F, 新宿区, 新宿区歌舞伎町2丁目,−46−8 新宿日章ビル9F
2941400.0,Entire home apt,7,3.0,6.0,4.59, 台東区雷門1丁目12, 台東区, 台東区雷門1丁目,12
289000.0,Private room,1,,1.0,4.8, 豊島区千早4丁目33-7 スカイフラッツ7 千川, 豊島区, 豊島区千早4丁目,33-7 スカイフラッツ7 千川
278000.0,Private room,1,,1.0,4.79, 豊島区千早4丁目31-10, 豊島区, 豊島区千早4丁目,31-10
398000.0,Private room,2,,1.0,4.67, 豊島区千早4丁目5-11, 豊島区, 豊島区千早4丁目,5-11
398000.0,Private room,4,,4.0,4.58, 豊島区千早4丁目9-21, 豊島区, 豊島区千早4丁目,9-21
398000.0,Private room,2,,2.0,4.71, 豊島区千早4丁目17-8, 豊島区, 豊島区千早4丁目,17-8
398000.0,Private room,4,,4.0,4.6, 豊島区千早4丁目9-21, 豊島区, 豊島区千早4丁目,9-21
298000.0,Private room,2,,1.0,4.76, 豊島区千早4丁目17-8, 豊島区, 豊島区千早4丁目,17-8
2941400.0,Entire home apt,7,3.0,3.0,4.32, 台東区雷門1丁目12, 台東区, 台東区雷門1丁目,12
2982900.0,Entire home apt,7,3.0,3.0,4.66, 台東区雷門1丁目12, 台東区, 台東区雷門1丁目,12
2982900.0,Entire home apt,6,3.0,6.0,4.77, 台東区雷門1丁目12, 台東区, 台東区雷門1丁目,12
800000.0,Entire home apt,7,2.0,4.0,4.75,町田市鶴川２丁目−１４−２０,町田市,町田市鶴川２丁目,−１４−２０
900000.0,Private room,2,,1.0,4.51, 大田区大森北4丁目3-5, 大田区, 大田区大森北4丁目,3-5
900000.0,Private room,2,,1.0,4.29, 大田区大森北4丁目3-5, 大田区, 大田区大森北4丁目,3-5
2000000.0,Entire home apt,11,2.0,3.0,4.59, 渋谷区東2丁目9-9, 渋谷区, 渋谷区東2丁目,9-9
1700000.0,Entire home apt,8,4.0,5.0,4.71, 江戸川区北小岩6丁目−13−６ 京成小岩ビル2F, 江戸川区, 江戸川区北小岩6丁目,−13−６ 京成小岩ビル2F
1938200.0,Entire home apt,4,,2.0,4.88, 墨田区両国1丁目5-2, 墨田区, 墨田区両国1丁目,5-2
1967800.0,Entire home apt,4,,2.0,4.81, 墨田区両国1丁目5-2, 墨田区, 墨田区両国1丁目,5-2
1938200.0,Entire home apt,4,,2.0,4.84, 墨田区両国1丁目5-2, 墨田区, 墨田区両国1丁目,5-2
1938200.0,Entire home apt,4,,2.0,4.82, 墨田区両国1丁目5-2, 墨田区, 墨田区両国1丁目,5-2
2891400.0,Entire home apt,6,1.0,3.0,4.83, 墨田区両国1丁目5-2, 墨田区, 墨田区両国1丁目,5-2
7000000.0,Entire home apt,14,6.0,9.0,5.0, 新宿区市ヶ谷本村町2-12 Paxxsビル, 新宿区市,, 新宿区市ヶ谷本村町2-12 Paxxsビル
1907100.0,Entire home apt,5,3.0,4.0,5.0, 杉並区和田1丁目53番1号 コーシャハイム新中野テラス, 杉並区, 杉並区和田1丁目,53番1号 コーシャハイム新中野テラス
2414300.0,Entire home apt,8,3.0,6.0,4.61, 豊島区池袋3丁目44番18号, 豊島区, 豊島区池袋3丁目,44番18号
4625700.0,Entire home apt,10,4.0,5.0,4.64, 台東区三筋1丁目4-13, 台東区, 台東区三筋1丁目,4-13
1000000.0,Entire home apt,3,1.0,2.0,4.87, 渋谷区幡ヶ谷 2 丁目 15-9, 渋谷区, 渋谷区幡ヶ谷 2 丁目, 15-9
980000.0,Entire home apt,3,1.0,1.0,4.85, 中野区本町1丁目21-8, 中野区, 中野区本町1丁目,21-8
1257100.0,Entire home apt,2,1.0,2.0,4.92, 墨田区太平3丁目5-3, 墨田区, 墨田区太平3丁目,5-3
1500000.0,Entire home apt,12,2.0,6.0,4.53, 江戸川区平井4丁目−10−１ 川口ビル, 江戸川区, 江戸川区平井4丁目,−10−１ 川口ビル
2280000.0,Entire home apt,8,3.0,3.0,4.81,新宿区大久保２丁目−８−８ 青葉ビル,新宿区,新宿区大久保２丁目,−８−８ 青葉ビル
6200000.0,Entire home apt,10,4.0,5.0,4.9, 新宿区百人町2丁目19-18, 新宿区, 新宿区百人町2丁目,19-18
1625300.0,Entire home apt,3,1.0,2.0,4.73,渋谷区本町3丁目−26−15 オクトハイム,渋谷区,渋谷区本町3丁目,−26−15 オクトハイム
1200700.0,Entire home apt,2,1.0,1.0,4.44, 新宿区北新宿2丁目2-3, 新宿区, 新宿区北新宿2丁目,2-3
508600.0,Private room,2,1.0,2.0,4.27, 文京区白山5丁目36-10 白山駅, 文京区, 文京区白山5丁目,36-10 白山駅
2857100.0,Entire home apt,8,3.0,5.0,4.96, 大田区東蒲田2丁目−22−５ リバーサイド橋本, 大田区, 大田区東蒲田2丁目,−22−５ リバーサイド橋本
976600.0,Private room,1,7.0,1.0,4.0, 中央区銀座8丁目14-14-9, 中央区, 中央区銀座8丁目,14-14-9
948100.0,Private room,1,2.0,1.0,3.33, 中央区銀座7丁目−12−６ 田丸屋ビル, 中央区, 中央区銀座7丁目,−12−６ 田丸屋ビル
1172300.0,Private room,1,,1.0,3.67, 中央区銀座7丁目13番地, 中央区, 中央区銀座7丁目,13番地
1198000.0,Private room,7,,1.0,4.33, 中央区銀座7丁目12-7, 中央区, 中央区銀座7丁目,12-7
1198000.0,Private room,1,,1.0,4.43, 中央区銀座7丁目−16−12 G-7ビルディング９F, 中央区, 中央区銀座7丁目,−16−12 G-7ビルディング９F
1198000.0,Private room,7,7.0,1.0,4.67, 中央区銀座7丁目−16−12 G-7ビルディング４階, 中央区, 中央区銀座7丁目,−16−12 G-7ビルディング４階
1198000.0,Private room,1,,1.0,4.43, 中央区銀座8丁目18-16, 中央区, 中央区銀座8丁目,18-16
780000.0,Entire home apt,2,1.0,1.0,4.77, 杉並区高円寺南4丁目18-11, 杉並区, 杉並区高円寺南4丁目,18-11
4514300.0,Entire home apt,12,3.0,6.0,4.63, 中野区弥生町5丁目21-1, 中野区, 中野区弥生町5丁目,21-1
1578400.0,Entire home apt,4,1.0,2.0,4.92,世田谷区北沢3丁目−21−７ メゾンドゥ北斗,世田谷区,世田谷区北沢3丁目,−21−７ メゾンドゥ北斗
2000000.0,Entire home apt,2,,2.0,4.93, 渋谷区富ヶ谷1丁目52-10, 渋谷区, 渋谷区富ヶ谷1丁目,52-10
1150000.0,Private room,2,1.0,1.0,4.81, 台東区寿2丁目10-16, 台東区, 台東区寿2丁目,10-16
1122500.0,Private room,4,1.0,2.0,4.58, 杉並区南荻窪3丁目31-30, 杉並区, 杉並区南荻窪3丁目,31-30
1242900.0,Private room,5,,2.0,4.89,新宿区歌舞伎町２丁目−４６ 新宿ビル５ＫＭ,新宿区,新宿区歌舞伎町２丁目,−４６ 新宿ビル５ＫＭ
1200000.0,Entire home apt,3,,2.0,4.93, 渋谷区円山町2-1, 渋谷区,, 渋谷区円山町2-1
1318100.0,Private room,4,1.0,2.0,4.63,杉並区上荻２丁目−５−１９ みずほ銀行荻窪寮,杉並区,杉並区上荻２丁目,−５−１９ みずほ銀行荻窪寮
500000.0,Entire home apt,4,1.0,1.0,4.94, 大田区東蒲田2丁目22-6, 大田区, 大田区東蒲田2丁目,22-6
900000.0,Entire home apt,3,,3.0,4.85, 中野区弥生町3丁目7-7, 中野区, 中野区弥生町3丁目,7-7
877600.0,Private room,6,1.0,3.0,4.53, 台東区東上野2丁目2-4, 台東区, 台東区東上野2丁目,2-4
700000.0,Entire home apt,2,1.0,3.0,4.89, 中野区東中野4丁目−4−１ ポレポレ坐ビル1F, 中野区, 中野区東中野4丁目,−4−１ ポレポレ坐ビル1F
1664300.0,Entire home apt,4,1.0,1.0,4.7, 荒川区西日暮里 2 丁目 2-1, 荒川区, 荒川区西日暮里 2 丁目, 2-1
145000.0,Shared room,1,,1.0,, 豊島区北大塚2丁目18-7, 豊島区, 豊島区北大塚2丁目,18-7
545800.0,Private room,3,,3.0,4.91, 国分寺市本多3丁目10-18, 国分寺市, 国分寺市本多3丁目,10-18
664300.0,Private room,5,2.0,1.0,4.8, 国分寺市本多3丁目13-19, 国分寺市, 国分寺市本多3丁目,13-19
550000.0,Private room,2,,2.0,4.87, 足立区谷在家3丁目−2−５ 亀田紙器, 足立区, 足立区谷在家3丁目,−2−５ 亀田紙器
150000.0,Shared room,1,,1.0,5.0, 豊島区北大塚2丁目−15−10 ジュンエイビル, 豊島区, 豊島区北大塚2丁目,−15−10 ジュンエイビル
4200000.0,Entire home apt,9,3.0,5.0,4.85, 渋谷区本町2丁目40-7, 渋谷区, 渋谷区本町2丁目,40-7
1185700.0,Entire home apt,2,,2.0,4.59, 杉並区高円寺南1丁目−5 パークサイド東高円寺第1, 杉並区, 杉並区高円寺南1丁目,−5 パークサイド東高円寺第1
3220000.0,Entire home apt,3,,2.0,4.85, 港区芝公園4丁目−6−１ 山田ビル, 港区, 港区芝公園4丁目,−6−１ 山田ビル
1500000.0,Hotel room,4,,4.0,4.84, 北区田端3丁目4-11, 北区, 北区田端3丁目,4-11
1500000.0,Entire home apt,4,2.0,4.0,4.77, 文京区本駒込5丁目58-14, 文京区, 文京区本駒込5丁目,58-14
3417100.0,Entire home apt,4,,2.0,4.86, 港区東麻布1丁目−14−9 ２Ｆ, 港区, 港区東麻布1丁目,−14−9 ２Ｆ
1100000.0,Entire home apt,2,1.0,1.0,4.76,新宿区新宿5丁目−2−８ スカイコート新宿御苑前,新宿区,新宿区新宿5丁目,−2−８ スカイコート新宿御苑前
1357100.0,Entire home apt,3,,3.0,4.66, 北区田端4丁目6-15, 北区, 北区田端4丁目,6-15
1500000.0,Entire home apt,3,,3.0,4.81, 北区田端3丁目−6−9 柴荘, 北区, 北区田端3丁目,−6−9 柴荘
1164300.0,Private room,4,,2.0,4.84, 台東区千束4丁目41-232-3, 台東区, 台東区千束4丁目,41-232-3
2800000.0,Entire home apt,6,3.0,3.0,4.91, 豊島区西池袋4丁目34-6, 豊島区, 豊島区西池袋4丁目,34-6
800000.0,Private room,4,,4.0,4.35,三鷹市下連雀5丁目−9−７ 三鷹警察署狐久保交番,三鷹市,三鷹市下連雀5丁目,−9−７ 三鷹警察署狐久保交番
650000.0,Entire home apt,1,,1.0,4.92, 渋谷区恵比寿2丁目−10−１ ヴァンベールコート恵比寿, 渋谷区, 渋谷区恵比寿2丁目,−10−１ ヴァンベールコート恵比寿
1214300.0,Private room,4,,2.0,4.88, 台東区竜泉3丁目2-9, 台東区, 台東区竜泉3丁目,2-9
494300.0,Private room,2,1.0,2.0,4.43, 文京区白山4丁目31-9, 文京区, 文京区白山4丁目,31-9
508600.0,Private room,2,1.0,1.0,4.19, 文京区白山 2 丁目 37-5, 文京区, 文京区白山 2 丁目, 37-5
2265700.0,Entire home apt,6,1.0,3.0,4.18,新大創ビル 渋谷区道玄坂 2 丁目 10-7 II,新大創ビル 渋谷区,新大創ビル 渋谷区道玄坂 2 丁目, 10-7 II
2500000.0,Entire home apt,4,4.0,5.0,4.91, 世田谷区桜3丁目5-1, 世田谷区, 世田谷区桜3丁目,5-1
2514300.0,Entire home apt,6,1.0,3.0,4.44, 中野区弥生町5丁目11-6, 中野区, 中野区弥生町5丁目,11-6
4114300.0,Entire home apt,8,3.0,4.0,4.49, 中野区弥生町4丁目26-16, 中野区, 中野区弥生町4丁目,26-16
971400.0,Entire home apt,4,1.0,2.0,4.79,杉並区方南１丁目−３−４ 杉並合同庁舎,杉並区,杉並区方南１丁目,−３−４ 杉並合同庁舎
1114300.0,Entire home apt,3,1.0,2.0,4.89, 台東区駒形1丁目6-3, 台東区, 台東区駒形1丁目,6-3
1221400.0,Entire home apt,4,1.0,2.0,4.31, 杉並区和泉1丁目1-7, 杉並区, 杉並区和泉1丁目,1-7
1392900.0,Entire home apt,6,,6.0,4.61, 墨田区千歳3丁目18-12, 墨田区, 墨田区千歳3丁目,18-12
150000.0,Shared room,1,,1.0,5.0, 豊島区北大塚2丁目1-1, 豊島区, 豊島区北大塚2丁目,1-1
910900.0,Entire home apt,2,1.0,1.0,4.95, 新宿区高田馬場3丁目−19−16 メゾンKS, 新宿区, 新宿区高田馬場3丁目,−19−16 メゾンKS
350000.0,Private room,2,,2.0,4.82, 杉並区阿佐ヶ谷北3丁目−10−14 峰松ビル, 杉並区, 杉並区阿佐ヶ谷北3丁目,−10−14 峰松ビル
1498400.0,Entire home apt,10,1.0,6.0,4.79, 台東区蔵前2丁目8-2, 台東区, 台東区蔵前2丁目,8-2
4777100.0,Entire home apt,9,4.0,5.0,4.85, 新宿区大久保2丁目15-26, 新宿区, 新宿区大久保2丁目,15-26
3252900.0,Entire home apt,5,1.0,3.0,4.72, 港区芝5丁目11-9, 港区, 港区芝5丁目,11-9
5035700.0,Entire home apt,8,3.0,4.0,4.74, 新宿区百人町1丁目5-4, 新宿区, 新宿区百人町1丁目,5-4
287100.0,Entire home apt,2,1.0,2.0,4.87, 荒川区東日暮里4丁目7, 荒川区, 荒川区東日暮里4丁目,7
2305100.0,Entire home apt,4,,2.0,4.83, 墨田区押上1丁目−40−12 コーポエイワ, 墨田区, 墨田区押上1丁目,−40−12 コーポエイワ
623300.0,Entire home apt,2,1.0,2.0,4.86, 国分寺市南町3丁目29-17, 国分寺市, 国分寺市南町3丁目,29-17
480000.0,Private room,2,,1.0,4.82, 葛飾区東立石3丁目29-16, 葛飾区, 葛飾区東立石3丁目,29-16
3500000.0,Entire home apt,7,1.0,4.0,4.82, 渋谷区本町3丁目24番14号, 渋谷区, 渋谷区本町3丁目,24番14号
1257100.0,Entire home apt,5,2.0,1.0,5.0, 杉並区成田西2丁目14-16, 杉並区, 杉並区成田西2丁目,14-16
1328900.0,Entire home apt,4,1.0,2.0,5.0, 新宿区大久保2丁目−13−４ 北原ビル1FB, 新宿区, 新宿区大久保2丁目,−13−４ 北原ビル1FB
440000.0,Private room,1,,1.0,4.77, 目黒区柿の木坂1丁目−22−12 パークハイム, 目黒区, 目黒区柿の木坂1丁目,−22−12 パークハイム
1607100.0,Entire home apt,5,1.0,3.0,4.73, 新宿区新小川町5-13 アンバー飯田橋, 新宿区,, 新宿区新小川町5-13 アンバー飯田橋
1725700.0,Entire home apt,5,1.0,3.0,4.68, 新宿区新小川町5−11 千都世ビル1F, 新宿区,, 新宿区新小川町5−11 千都世ビル1F
3485700.0,Entire home apt,7,1.0,4.0,4.67, 渋谷区本町3丁目29-3, 渋谷区, 渋谷区本町3丁目,29-3
3500000.0,Entire home apt,8,2.0,4.0,4.67, 渋谷区本町3丁目−24−18 シャトレ山の上, 渋谷区, 渋谷区本町3丁目,−24−18 シャトレ山の上
4334300.0,Entire home apt,9,4.0,6.0,4.81, 新宿区大久保2丁目10-10, 新宿区, 新宿区大久保2丁目,10-10
962900.0,Entire home apt,2,1.0,2.0,4.67, 墨田区押上3丁目24-12, 墨田区, 墨田区押上3丁目,24-12
962900.0,Entire home apt,2,1.0,2.0,4.48, 墨田区押上2丁目16-2, 墨田区, 墨田区押上2丁目,16-2
962900.0,Entire home apt,2,1.0,2.0,4.73, 墨田区押上3丁目24番地 押上一丁目（押上1）, 墨田区, 墨田区押上3丁目,24番地 押上一丁目（押上1）
354300.0,Shared room,6,,6.0,4.77, 青梅市本町117, 青梅市,, 青梅市本町117
525200.0,Private room,1,,2.0,5.0,国分寺市本多3丁目−9−３ ウィスタリアヴィレッジ,国分寺市,国分寺市本多3丁目,−9−３ ウィスタリアヴィレッジ
828600.0,Entire home apt,4,1.0,2.0,4.7, 杉並区高円寺北3丁目−27−１ アリエール竹山, 杉並区, 杉並区高円寺北3丁目,−27−１ アリエール竹山
1500000.0,Entire home apt,5,,2.0,4.74, 北区田端3丁目24-14, 北区, 北区田端3丁目,24-14
2257100.0,Entire home apt,5,1.0,5.0,4.63, 豊島区池袋2丁目−18−２オーロラビルB1F, 豊島区, 豊島区池袋2丁目,−18−２オーロラビルB1F
1000000.0,Entire home apt,2,1.0,1.0,4.81, 杉並区和泉1丁目1-1, 杉並区, 杉並区和泉1丁目,1-1
800300.0,Entire home apt,2,1.0,1.0,4.93, 品川区旗の台2丁目12-12, 品川区, 品川区旗の台2丁目,12-12
1400000.0,Entire home apt,5,2.0,3.0,4.6, 台東区東上野1丁目−22−３片岡ビル, 台東区, 台東区東上野1丁目,−22−３片岡ビル
1600000.0,Private room,5,,3.0,4.92, 品川区北品川3丁目7-18, 品川区, 品川区北品川3丁目,7-18
1211400.0,Entire home apt,5,1.0,5.0,4.53, 北区上十条3丁目−11−２ ドリームハウス２, 北区, 北区上十条3丁目,−11−２ ドリームハウス２
428600.0,Entire home apt,3,1.0,2.0,4.69, 日野市南平１丁目−３−１, 日野市, 日野市南平１丁目,−３−１
3946400.0,Entire home apt,5,2.0,4.0,4.73, 港区東麻布1丁目9-11, 港区, 港区東麻布1丁目,9-11
1680000.0,Entire home apt,4,4.0,3.0,4.78, 港区東麻布1丁目−17−9 アネックス東麻布6〜7階, 港区, 港区東麻布1丁目,−17−9 アネックス東麻布6〜7階
1988600.0,Entire home apt,3,,3.0,4.68, 港区東麻布2丁目17-4, 港区, 港区東麻布2丁目,17-4
1600000.0,Entire home apt,4,2.0,2.0,4.79, 中野区弥生町2丁目15-3, 中野区, 中野区弥生町2丁目,15-3
1357100.0,Entire home apt,4,1.0,2.0,4.77, 中野区弥生町2丁目15-3, 中野区, 中野区弥生町2丁目,15-3
1500000.0,Entire home apt,5,2.0,3.0,4.88, 中野区弥生町2丁目15-3, 中野区, 中野区弥生町2丁目,15-3
1285700.0,Entire home apt,5,2.0,3.0,4.87,中野市弥生町２丁目−１６−２ハイツ秋元,中野市,中野市弥生町２丁目,−１６−２ハイツ秋元
1314300.0,Entire home apt,4,1.0,2.0,4.96, 墨田区亀沢2丁目−17−１ 西海ビル, 墨田区, 墨田区亀沢2丁目,−17−１ 西海ビル
1000000.0,Entire home apt,2,1.0,2.0,4.96, 墨田区亀沢1丁目17-2, 墨田区, 墨田区亀沢1丁目,17-2
1474300.0,Entire home apt,3,1.0,2.0,4.66, 大田区千鳥3丁目13-10, 大田区, 大田区千鳥3丁目,13-10
1474300.0,Entire home apt,3,1.0,2.0,4.65, 大田区千鳥3丁目13-10, 大田区, 大田区千鳥3丁目,13-10
1337100.0,Entire home apt,3,1.0,2.0,4.8, 大田区千鳥3丁目13-10, 大田区, 大田区千鳥3丁目,13-10
3188600.0,Entire home apt,6,1.0,5.0,4.52, 大田区千鳥3丁目13-10, 大田区, 大田区千鳥3丁目,13-10
392900.0,Private room,3,,,4.94, 足立区西新井栄町1丁目5-1, 足立区, 足立区西新井栄町1丁目,5-1
1230000.0,Private room,2,,4.0,4.92, 世田谷区代田2丁目34-15, 世田谷区, 世田谷区代田2丁目,34-15
554300.0,Entire home apt,7,1.0,5.0,4.36, 豊島区西池袋1丁目−37−12 B2F, 豊島区, 豊島区西池袋1丁目,−37−12 B2F
661100.0,Entire home apt,3,1.0,2.0,4.83,国分寺市南町3丁目−4−14 第七末廣コーポ,国分寺市,国分寺市南町3丁目,−4−14 第七末廣コーポ
1100000.0,Entire home apt,2,1.0,1.0,4.84, 杉並区方南2丁目−6 コーポ植野, 杉並区, 杉並区方南2丁目,−6 コーポ植野
844400.0,Private room,1,1.0,1.0,5.0, 板橋区板橋3丁目53-11, 板橋区, 板橋区板橋3丁目,53-11
500000.0,Shared room,2,,1.0,4.43, 台東区竜泉3丁目33-7, 台東区, 台東区竜泉3丁目,33-7
835700.0,Entire home apt,4,1.0,2.0,4.69, 杉並区高円寺北3丁目3-16, 杉並区, 杉並区高円寺北3丁目,3-16
3200000.0,Entire home apt,5,1.0,3.0,4.91, 渋谷区代々木1丁目−13−9 アン・クロイワ503, 渋谷区, 渋谷区代々木1丁目,−13−9 アン・クロイワ503
3237100.0,Entire home apt,8,2.0,3.0,4.94, 新宿区百人町2丁目26-18, 新宿区, 新宿区百人町2丁目,26-18
1180000.0,Private room,4,,2.0,4.9, 荒川区東尾久1丁目−7−9 アルバコーポ, 荒川区, 荒川区東尾久1丁目,−7−9 アルバコーポ
828600.0,Private room,4,,,5.0, あきる野市大津1293, あきる野市,, あきる野市大津1293
2862900.0,Entire home apt,5,2.0,4.0,4.31, 新宿区余丁町11-32, 新宿区,, 新宿区余丁町11-32
2000000.0,Entire home apt,4,2.0,3.0,4.63, 新宿区余丁町12−10 Nフラット, 新宿区,, 新宿区余丁町12−10 Nフラット
993900.0,Entire home apt,8,2.0,2.0,4.85, 江東区亀戸9丁目6-19, 江東区, 江東区亀戸9丁目,6-19
957100.0,Entire home apt,2,,1.0,4.46, 北区滝野川2丁目16-7, 北区, 北区滝野川2丁目,16-7
957100.0,Entire home apt,2,,1.0,4.65, 北区滝野川2丁目18-2, 北区, 北区滝野川2丁目,18-2
957100.0,Entire home apt,2,,1.0,4.54, 北区滝野川1丁目67-4, 北区, 北区滝野川1丁目,67-4
2739100.0,Entire home apt,8,3.0,3.0,4.84, 世田谷区代田2丁目1-19, 世田谷区, 世田谷区代田2丁目,1-19
3200000.0,Entire home apt,3,1.0,1.0,4.78, 渋谷区代々木 1 丁目 45-10, 渋谷区, 渋谷区代々木 1 丁目, 45-10
902900.0,Private room,2,,1.0,4.25, 荒川区南千住7丁目23-18, 荒川区, 荒川区南千住7丁目,23-18
984800.0,Entire home apt,5,2.0,2.0,4.68,世田谷区世田谷2丁目−3−２ ワセダアパート,世田谷区,世田谷区世田谷2丁目,−3−２ ワセダアパート
2371400.0,Hotel room,3,1.0,3.0,, 荒川区東日暮里3丁目−39−３ ハイムＩＳＤ, 荒川区, 荒川区東日暮里3丁目,−39−３ ハイムＩＳＤ
395700.0,Private room,3,,2.0,4.96, 杉並区堀之内3丁目5-8, 杉並区, 杉並区堀之内3丁目,5-8
3857100.0,Entire home apt,8,4.0,5.0,4.7, 墨田区東向島2丁目−12−１ メゾン東向島, 墨田区, 墨田区東向島2丁目,−12−１ メゾン東向島
395700.0,Private room,3,,2.0,4.84, 杉並区堀之内3丁目5-8, 杉並区, 杉並区堀之内3丁目,5-8
1100000.0,Entire home apt,4,2.0,4.0,4.31,中野市弥生町２丁目−５−１３ ドゥエル弥生,中野市,中野市弥生町２丁目,−５−１３ ドゥエル弥生
3300000.0,Entire home apt,4,2.0,4.0,4.97, 渋谷区元代々木町41-4, 渋谷区,, 渋谷区元代々木町41-4
1190000.0,Entire home apt,4,2.0,2.0,3.94, 杉並区成田東1丁目10-18, 杉並区, 杉並区成田東1丁目,10-18
395700.0,Private room,3,,2.0,4.97, 杉並区堀之内3丁目5-8, 杉並区, 杉並区堀之内3丁目,5-8
2000000.0,Entire home apt,5,1.0,4.0,4.61, 千代田区平河町2丁目12-18, 千代田区, 千代田区平河町2丁目,12-18
1000000.0,Private room,6,,4.0,4.9, 町田市能ヶ谷3丁目5-7, 町田市, 町田市能ヶ谷3丁目,5-7
395700.0,Private room,3,,2.0,4.95, 杉並区堀之内3丁目5-8, 杉並区, 杉並区堀之内3丁目,5-8
2057100.0,Private room,4,,2.0,4.98,調布市国領町３丁目−１２−１ 調布市立図書館 国領分館,調布市,調布市国領町３丁目,−１２−１ 調布市立図書館 国領分館
4000000.0,Entire home apt,8,3.0,6.0,4.78, 江戸川区中葛西5丁目−26−４ 梅実ハウス, 江戸川区, 江戸川区中葛西5丁目,−26−４ 梅実ハウス
395700.0,Private room,3,,2.0,4.9, 杉並区堀之内3丁目5-8, 杉並区, 杉並区堀之内3丁目,5-8
971400.0,Entire home apt,3,1.0,2.0,4.96, 墨田区亀沢1丁目17-2, 墨田区, 墨田区亀沢1丁目,17-2
1993600.0,Entire home apt,4,2.0,4.0,4.75, 豊島区駒込2丁目6-12, 豊島区, 豊島区駒込2丁目,6-12
1328900.0,Entire home apt,4,1.0,2.0,4.85, 新宿区大久保2丁目13-13, 新宿区, 新宿区大久保2丁目,13-13
1231300.0,Entire home apt,3,1.0,2.0,4.71, 渋谷区千駄ヶ谷5丁目19番2号 駐車場, 渋谷区, 渋谷区千駄ヶ谷5丁目,19番2号 駐車場
1237400.0,Entire home apt,3,1.0,2.0,4.86, 渋谷区千駄ヶ谷5丁目19番2号 駐車場, 渋谷区, 渋谷区千駄ヶ谷5丁目,19番2号 駐車場
2630000.0,Entire home apt,16,3.0,10.0,4.48, 大田区東六郷3丁目24-24, 大田区, 大田区東六郷3丁目,24-24
1157100.0,Entire home apt,3,1.0,1.0,4.82,新宿区北新宿1丁目−9−13 サウスナパ,新宿区,新宿区北新宿1丁目,−9−13 サウスナパ
1255700.0,Entire home apt,3,1.0,2.0,4.86, 世田谷区北沢2丁目27-2, 世田谷区, 世田谷区北沢2丁目,27-2
3500000.0,Private room,7,,5.0,4.68, 新宿区大久保1丁目16-7, 新宿区, 新宿区大久保1丁目,16-7
689500.0,Entire home apt,4,1.0,2.0,4.53,豊島区南池袋2丁目−47−６ パレス南池袋４０６号室,豊島区,豊島区南池袋2丁目,−47−６ パレス南池袋４０６号室
2755000.0,Entire home apt,10,3.0,7.0,4.68, 荒川区西日暮里 1 丁目 5-2, 荒川区, 荒川区西日暮里 1 丁目, 5-2
1900000.0,Entire home apt,7,4.0,3.0,4.9,江東区大島２丁目−９−１２ ノーブル猿江恩賜公園東,江東区,江東区大島２丁目,−９−１２ ノーブル猿江恩賜公園東
750000.0,Entire home apt,6,2.0,5.0,4.59, 府中市小柳町１丁目−６−１５, 府中市, 府中市小柳町１丁目,−６−１５
1669800.0,Entire home apt,2,1.0,1.0,4.92, 渋谷区本町3丁目18-5, 渋谷区, 渋谷区本町3丁目,18-5
10000000.0,Entire home apt,6,2.0,4.0,4.91,新宿区北新宿4丁目−2−１ 淀橋青果市場事務所１階,新宿区北新宿4丁目−2−１ 淀橋青果市,新宿区北新宿4丁目,−2−１ 淀橋青果市場事務所１階
2999300.0,Entire home apt,4,2.0,2.0,4.9, 渋谷区本町3丁目18-5, 渋谷区, 渋谷区本町3丁目,18-5
1400000.0,Entire home apt,2,1.0,2.0,4.75, 新宿区西新宿7丁目22-44, 新宿区, 新宿区西新宿7丁目,22-44
1838600.0,Entire home apt,5,1.0,3.0,5.0, 港区新橋5丁目−17−８ 八巻ビル, 港区, 港区新橋5丁目,−17−８ 八巻ビル
3800000.0,Entire home apt,12,5.0,4.0,4.52, 中野区本町1丁目5番地, 中野区, 中野区本町1丁目,5番地
1535700.0,Private room,2,1.0,1.0,5.0, 中央区日本橋小伝馬町14-7, 中央区,, 中央区日本橋小伝馬町14-7
2640000.0,Entire home apt,2,,1.0,4.79,新宿区新宿一丁目−６ 水野ビル,新宿区,新宿区新宿一丁目,−６ 水野ビル
398600.0,Entire home apt,3,1.0,3.0,4.94, 葛飾区亀有5丁目32-8, 葛飾区, 葛飾区亀有5丁目,32-8
1757100.0,Entire home apt,6,1.0,3.0,4.86, 豊島区池袋2丁目62番1号, 豊島区, 豊島区池袋2丁目,62番1号
1857100.0,Entire home apt,6,1.0,3.0,4.88, 豊島区池袋2丁目50番4号 プライムアーバン池袋, 豊島区, 豊島区池袋2丁目,50番4号 プライムアーバン池袋
2440000.0,Entire home apt,8,3.0,3.0,4.8, 荒川区西日暮里 1 丁目 40-6, 荒川区, 荒川区西日暮里 1 丁目, 40-6
1828600.0,Entire home apt,6,1.0,3.0,4.89, 豊島区池袋2丁目51-13, 豊島区, 豊島区池袋2丁目,51-13
