idx,listing_id,host_id,host_name,review_scores_rating,bedrooms,beds,bathrooms,region,price,accommodates,minimum_nights
6286,51904032,106084840,Izumi,4.65,1.0,2.0,1 bath,Sumida Ku,"$16,000.00",4,1
6287,34795921,39314421,Masahiro,4.65,1.0,1.0,1 bath,Bunkyo Ku,"$8,429.00",2,2
6288,41286459,299206258,Satellite Tokyo,4.65,1.0,3.0,1.5 baths,Toshima Ku,"$37,786.00",8,2
6289,790213498190844856,451149688,ぷふか,4.65,2.0,3.0,1 bath,Sumida Ku,"$23,286.00",6,2
6290,7149882,29253527,Momo,4.65,3.0,8.0,1.5 baths,Toshima Ku,"$28,000.00",10,2
6291,35670766,242621168,H2O Stay,4.65,1.0,3.0,1 bath,Toshima Ku,"$17,904.00",6,1
6292,25341447,48739707,Maki Nicestaytokyo,4.65,2.0,4.0,1 bath,Kita Ku,"$18,844.00",5,1
6293,25816548,176875986,Yadoya,4.65,2.0,nan,1 bath,Taito Ku,"$27,780.00",4,1
6294,35487846,152271580,Shu,4.65,1.0,2.0,1 bath,Shinjuku Ku,"$11,669.00",2,1
6295,814887843982755271,476371170,Junko,4.65,1.0,3.0,1 private bath,Taito Ku,"$8,888.00",3,1
6296,47707528,346868077,Hiz,4.65,1.0,3.0,1.5 baths,Chuo Ku,"$32,714.00",4,1
6297,50580304,375599884,Keiko,4.65,nan,1.0,1 bath,Shinagawa Ku,"$6,431.00",4,1
6298,50586326,408661136,East117,4.65,1.0,6.0,1 bath,Shinjuku Ku,"$37,286.00",6,2
6299,26477930,131748110,Kumina,4.65,nan,1.0,1 bath,Setagaya Ku,"$6,921.00",2,2
6300,35171201,264412540,Sarah,4.65,1.0,1.0,1 bath,Shinjuku Ku,"$16,000.00",2,2
6301,35010109,200951335,Chiehyao,4.65,1.0,3.0,1 bath,Nakano Ku,"$11,143.00",4,2
6302,38004629,150299734,Minami,4.65,1.0,nan,3 shared baths,Taito Ku,"$3,714.00",1,1
6303,43231309,342483802,Plat Hostel Keikyu,4.65,1.0,4.0,4 shared baths,Ota Ku,"$21,486.00",4,1
6304,51251938,256531617,Amazing,4.65,1.0,2.0,1.5 baths,Taito Ku,"$11,143.00",3,2
6305,51254126,411185039,ホテル,4.65,2.0,8.0,1 bath,Taito Ku,"$48,714.00",8,1
6306,43233685,344270090,Syotaro,4.65,1.0,2.0,1 bath,Shinjuku Ku,"$21,143.00",3,2
6307,39598715,304259812,Joe,4.65,3.0,6.0,1 bath,Katsushika Ku,"$13,871.00",10,2
6308,34795413,39314421,Masahiro,4.65,1.0,1.0,1 bath,Bunkyo Ku,"$8,143.00",2,2
6309,38111488,288996903,カンガルーホテル,4.65,1.0,1.0,1 shared bath,Taito Ku,"$4,286.00",1,1
6310,23792654,176240506,尹府株式会社,4.65,4.0,4.0,2 baths,Toshima Ku,"$48,857.00",14,2
6311,43718604,348274120,Takayasu,4.65,nan,4.0,1 private bath,Shinjuku Ku,"$22,000.00",6,1
6312,21685028,94302731,Ken'S Place,4.65,1.0,2.0,1 bath,Minato Ku,"$15,673.00",2,1
6313,39592813,36898142,Ichimaru,4.65,2.0,4.0,1 bath,Shinjuku Ku,"$30,418.00",6,1
6314,31061939,229388614,Kaoru,4.65,2.0,4.0,1 bath,Edogawa Ku,"$27,257.00",8,1
6315,15761841,98877973,Vals,4.65,1.0,1.0,1 bath,Shinjuku Ku,"$16,593.00",2,2
6316,700311564717740719,18132812,Kazumi,4.65,1.0,1.0,1 bath,Shinjuku Ku,"$17,757.00",2,2
6317,54167241,429330346,Stayme,4.65,3.0,3.0,1 bath,Sumida Ku,"$20,813.00",11,2
6318,38650024,128821251,Akira,4.65,nan,1.0,2 shared baths,Itabashi Ku,"$3,503.00",1,1
6319,44344581,197405131,春樹,4.65,1.0,2.0,1.5 baths,Toshima Ku,"$16,817.00",3,1
6320,38677536,229627088,宅東zaito,4.65,1.0,2.0,1 bath,Sumida Ku,"$8,821.00",2,1
6321,32875677,237789969,Myonje,4.65,1.0,3.0,1 bath,Toshima Ku,"$25,714.00",5,2
6322,678482918252294640,448190727,アリア,4.65,1.0,1.0,1 bath,Sumida Ku,"$8,429.00",3,2
6323,16147774,29253527,Momo,4.65,1.0,3.0,1.5 baths,Toshima Ku,"$17,200.00",5,2
6324,30597183,228133407,Nomad,4.65,nan,1.0,2 shared baths,Sumida Ku,"$2,800.00",1,3
6325,30684934,200349143,Danyang,4.65,nan,3.0,1.5 baths,Sumida Ku,"$7,777.00",5,3
6326,590262783805002969,449651552,Ikebukuro,4.65,2.0,7.0,1 bath,Itabashi Ku,"$21,465.00",10,1
6327,33169011,152530154,May & Navi,4.65,2.0,4.0,1 bath,Minato Ku,"$29,286.00",6,1
6328,592274660601453053,451581302,Eichi,4.65,1.0,1.0,1 private bath,Sumida Ku,"$4,643.00",1,1
6329,45431726,367139556,エアトリステイ,4.65,nan,3.0,1 bath,Sumida Ku,"$33,197.00",6,1
6330,17517796,118772719,Satsuki,4.65,2.0,4.0,1 bath,Sumida Ku,"$16,143.00",8,2
6331,32118578,239235012,漢和,4.65,2.0,4.0,1 bath,Kita Ku,"$20,000.00",5,1
6332,31421863,233055759,心心樂 ｲﾝ,4.65,1.0,2.0,1 private bath,Taito Ku,"$10,372.00",3,1
6333,45391358,76355199,東京日和,4.65,1.0,1.0,1 private bath,Sumida Ku,"$9,514.00",2,1
6334,31963738,63571865,Lei,4.65,2.0,nan,1.5 baths,Shinjuku Ku,"$19,286.00",4,1
6335,38943221,298267413,隆史,4.65,1.0,4.0,1 bath,Minato Ku,"$43,501.00",7,1
6336,45210157,219609611,Akiko,4.65,1.0,3.0,1 bath,Shinagawa Ku,"$15,136.00",4,1
6337,38839254,297354724,Manga Art Hotel,4.65,nan,1.0,2 shared baths,Chiyoda Ku,"$5,420.00",1,1
6338,17983449,111999576,Shibuya Star,4.65,2.0,2.0,1.5 baths,Shinjuku Ku,"$10,571.00",2,2
6339,45944720,370667624,Adamas,4.65,1.0,2.0,1 private bath,Meguro Ku,"$22,000.00",4,2
6340,30299933,91758240,Maiko,4.65,nan,nan,1 shared bath,Adachi Ku,"$4,683.00",2,3
6341,21820201,4626879,Tracey,4.65,2.0,3.0,2 baths,Suginami Ku,"$9,785.00",5,1
6342,46072085,372976354,早栄館,4.65,1.0,2.0,1 private bath,Edogawa Ku,"$2,900.00",3,1
6343,53280190,310329651,Noriko,4.65,nan,1.0,1 bath,Chuo Ku,"$6,000.00",2,2
6344,29625268,93981980,Takumi,4.65,2.0,2.0,1.5 baths,Toshima Ku,"$37,567.00",5,2
6345,14672556,77440587,Yoshida,4.65,1.0,2.0,1.5 baths,Shibuya Ku,"$40,000.00",4,1
6346,33855806,254794184,Aoi,4.65,1.0,2.0,1.5 baths,Shinjuku Ku,"$5,341.00",6,2
6347,741864266640634362,214640453,Hanako,4.65,1.0,1.0,1.5 baths,Nakano Ku,"$12,857.00",2,2
6348,31656388,232836811,Chonglin,4.65,1.0,2.0,1 bath,Taito Ku,"$19,964.00",4,1
6349,53466624,432956453,Stayme,4.65,1.0,1.0,1 bath,Suginami Ku,"$8,757.00",2,2
6350,53518111,433362004,Stayme,4.65,1.0,2.0,1 bath,Sumida Ku,"$11,900.00",4,2
6351,739649442277140396,51472121,Eika,4.65,2.0,4.0,1.5 baths,Taito Ku,"$17,886.00",4,2
6352,46108250,372738026,Rakuna,4.65,1.0,5.0,1 private bath,Sumida Ku,"$25,682.00",5,2
6353,46108069,89965878,Eri,4.65,1.0,2.0,1 shared bath,Shinjuku Ku,"$15,857.00",2,1
6354,33408930,51966672,Yoshi,4.65,3.0,2.0,1 bath,Arakawa Ku,"$11,829.00",4,2
6355,703528317920943451,143096922,Ming,4.65,2.0,3.0,1.5 baths,Sumida Ku,"$19,241.00",6,2
6356,33406211,251263864,Marutomo,4.65,1.0,3.0,1 private bath,Chiyoda Ku,"$19,409.00",6,1
6357,33405880,251263864,Marutomo,4.65,1.0,2.0,1 private bath,Chiyoda Ku,"$13,426.00",4,1
6358,39474495,266914842,Mei,4.65,3.0,4.0,1 bath,Nakano Ku,"$38,229.00",8,2
6359,30193084,226783748,Tony,4.65,1.0,2.0,1 bath,Sumida Ku,"$10,371.00",3,2
6360,44141552,343260629,髙木,4.65,1.0,1.0,1 bath,Shinjuku Ku,"$23,873.00",3,2
6361,40761927,195101995,List Properties,4.65,1.0,4.0,1 bath,Shibuya Ku,"$30,000.00",7,1
6362,33257127,246127193,ｴﾙｴｰ3,4.65,3.0,5.0,1.5 baths,Shinjuku Ku,"$37,714.00",10,1
6363,21016163,151336818,Yuka,4.65,nan,1.0,1 bath,Kita Ku,"$9,571.00",2,1
6364,54008690,213268738,亀戸,4.65,1.0,2.0,1 bath,Koto Ku,"$8,869.00",3,1
6365,20715441,148171410,Voga Corte Chidoricho,4.65,1.0,2.0,1 bath,Ota Ku,"$14,743.00",3,2
6366,33177846,249803077,Natsuko,4.65,nan,2.0,1 bath,Shinjuku Ku,"$10,382.00",4,2
6367,31626914,232836811,Chonglin,4.65,1.0,2.0,1.5 baths,Taito Ku,"$12,836.00",3,1
6368,18012156,59104733,Subin,4.65,4.0,6.0,2 baths,Taito Ku,"$47,143.00",16,2
6369,49083817,197405131,春樹,4.65,1.0,2.0,1.5 baths,Toshima Ku,"$12,994.00",4,1
6370,41357766,321365764,Japan House,4.65,1.0,1.0,1.5 baths,Nakano Ku,"$8,126.00",2,1
6371,47959929,290344657,Toshi,4.65,1.0,2.0,1 bath,Kita Ku,"$13,429.00",5,1
6372,36262458,242621168,H2O Stay,4.65,1.0,2.0,1 bath,Toshima Ku,"$13,614.00",3,1
6373,25266147,178158779,Weollim,4.64,1.0,1.0,1 bath,Shinjuku Ku,"$3,714.00",1,1
6374,770154214724153073,106357494,Ya,4.64,2.0,2.0,2 baths,Shinjuku Ku,"$18,229.00",4,1
6375,39448562,99144775,Yo,4.64,2.0,2.0,1 bath,Edogawa Ku,"$14,714.00",7,2
6376,43445766,240341856,The Breathing Hotel Tokyo,4.64,1.0,1.0,1 bath,Shinjuku Ku,"$23,873.00",3,2
6377,43610851,348028938,Key Hotel,4.64,1.0,1.0,1.5 baths,Taito Ku,"$15,800.00",3,1
6378,41696753,288722179,Vacation Inn,4.64,nan,3.0,1 bath,Ota Ku,"$13,000.00",4,2
6379,32033907,239438900,Yuri,4.64,1.0,2.0,1 bath,Toshima Ku,"$9,161.00",3,5
6380,39954466,229627088,宅東zaito,4.64,1.0,2.0,1 bath,Sumida Ku,"$5,429.00",2,1
6381,32456744,242899459,Kaoru,4.64,2.0,1.0,1 bath,Nakano Ku,"$22,657.00",5,1
6382,42165227,4981880,Meta,4.64,1.0,1.0,1 private bath,Chuo Ku,"$15,300.00",4,1
6383,11328437,32989603,Anan,4.64,1.0,2.0,1 bath,Katsushika Ku,"$6,075.00",3,1
6384,31868526,158518748,Yang,4.64,1.0,2.0,1 bath,Arakawa Ku,"$7,743.00",3,1
6385,722743767464909733,480673998,Lund,4.64,nan,1.0,1 bath,Meguro Ku,"$8,000.00",2,3
6386,48063321,206357380,Miki,4.64,1.0,1.0,1.5 baths,Shinjuku Ku,"$11,143.00",2,1
6387,10951922,18132812,Kazumi,4.64,1.0,2.0,1 bath,Shinjuku Ku,"$17,579.00",3,2
6388,26418035,198618651,Itoe,4.64,2.0,4.0,1 bath,Taito Ku,"$24,800.00",4,1
6389,28899066,49382056,直人,4.64,1.0,1.0,1.5 baths,Setagaya Ku,"$5,000.00",2,3
6390,6805147,35623696,巍,4.64,4.0,4.0,3 baths,Adachi Ku,"$20,000.00",6,2
6391,722459993612809607,480673998,Lund,4.64,nan,3.0,1.5 baths,Shinagawa Ku,"$14,000.00",4,3
6392,789531094738282182,171574640,Asami,4.64,1.0,3.0,1 bath,Shinjuku Ku,"$18,943.00",3,2
6393,32703998,232836811,Chonglin,4.64,1.0,2.0,1 bath,Arakawa Ku,"$10,971.00",2,1
6394,8246244,43430911,Ming Yang,4.64,3.0,6.0,2.5 baths,Shinjuku Ku,"$40,000.00",12,2
6395,16758675,30324135,DoMo,4.64,nan,3.0,1.5 baths,Shinjuku Ku,"$20,000.00",3,1
6396,38732567,128821251,Akira,4.64,1.0,2.0,1 private bath,Toshima Ku,"$5,845.00",3,1
6397,739534877775952824,42244167,Hiro,4.64,3.0,6.0,2.5 baths,Sumida Ku,"$125,714.00",8,1
6398,28969529,217142311,Kasa,4.64,1.0,3.0,1 bath,Setagaya Ku,"$8,913.00",5,2
6399,767081635532392860,214640453,Hanako,4.64,1.0,2.0,1 bath,Toshima Ku,"$14,896.00",5,1
6400,32728218,195501603,T-Home,4.64,2.0,4.0,1 bath,Sumida Ku,"$24,343.00",5,1
6401,16258250,29253527,Momo,4.64,3.0,5.0,2 baths,Nakano Ku,"$25,000.00",9,2
6402,43406103,42244167,Hiro,4.64,nan,2.0,1 bath,Setagaya Ku,"$9,429.00",3,1
6403,52604994,302228906,航,4.64,1.0,1.0,1 bath,Minato Ku,"$18,000.00",2,2
6404,48203850,76275071,Yasu,4.64,4.0,4.0,1 bath,Shinjuku Ku,"$12,800.00",4,2
6405,38921397,214640453,Hanako,4.64,6.0,1.0,1 bath,Sumida Ku,"$7,900.00",2,2
6406,52044405,415394351,Chi-Yuen,4.64,2.0,4.0,1 bath,Shinjuku Ku,"$26,143.00",5,1
6407,645141956685617680,461823552,Minn,4.64,nan,3.0,1 private bath,Taito Ku,"$44,213.00",5,1
6408,51290964,103487168,ﾙｰﾙ,4.64,2.0,2.0,1 bath,Setagaya Ku,"$10,457.00",5,1
6409,779996035347921469,486824577,Stayme,4.64,1.0,4.0,1 private bath,Taito Ku,"$19,199.00",4,2
6410,43537601,346941174,Jade,4.64,nan,2.0,1 bath,Shibuya Ku,"$16,629.00",3,1
6411,41287126,299206258,Satellite Tokyo,4.64,1.0,5.0,1.5 baths,Toshima Ku,"$37,786.00",8,2
6412,675690098184742075,142900912,Katsuyoshi,4.64,2.0,6.0,2 baths,Shinjuku Ku,"$36,000.00",8,1
6413,676448351916687580,269684336,純子,4.64,1.0,2.0,1 bath,Edogawa Ku,"$9,970.00",2,1
6414,44254212,344113615,Loop,4.64,2.0,4.0,2 baths,Shinjuku Ku,"$27,467.00",8,1
6415,43538305,346868077,Hiz,4.64,1.0,2.0,1.5 baths,Chuo Ku,"$29,714.00",4,1
6416,30322440,227598239,Waseko,4.64,2.0,4.0,1 bath,Shinjuku Ku,"$14,122.00",8,2
6417,778600284409692764,136876983,Kaoru,4.64,4.0,4.0,2 baths,Shinjuku Ku,"$73,686.00",12,2
6418,678474809970485659,448190727,アリア,4.64,1.0,1.0,1 bath,Sumida Ku,"$8,429.00",3,2
6419,688769502678984967,499834286,欣欣,4.64,1.0,1.0,1 bath,Taito Ku,"$8,767.00",2,1
6420,51588074,415394351,Chi-Yuen,4.64,1.0,2.0,1 bath,Shinjuku Ku,"$14,000.00",2,1
6421,34795766,39314421,Masahiro,4.64,1.0,1.0,1 bath,Bunkyo Ku,"$8,143.00",2,2
6422,682889316888553644,143096922,Ming,4.64,1.0,1.0,1.5 baths,Koto Ku,"$7,736.00",2,2
6423,44240084,148871617,Wangjie,4.64,1.0,2.0,1 bath,Shinjuku Ku,"$12,000.00",4,2
6424,34842751,39314421,Masahiro,4.64,1.0,1.0,1 bath,Bunkyo Ku,"$8,143.00",2,2
6425,742415255227087379,447335780,Kamiya,4.64,2.0,3.0,1 bath,Ome Shi,"$23,193.00",6,1
6426,658233831818819436,179911926,Yuki,4.64,1.0,1.0,1 bath,Shibuya Ku,"$17,429.00",2,1
6427,44141880,343260629,髙木,4.64,1.0,1.0,1 bath,Shinjuku Ku,"$23,873.00",3,2
6428,18593501,128361520,Meihong,4.64,1.0,3.0,1 bath,Taito Ku,"$16,626.00",5,1
6429,44141955,343260629,髙木,4.64,1.0,1.0,1 bath,Shinjuku Ku,"$23,873.00",3,2
6430,655363440285759592,333942571,Yuri,4.64,1.0,1.0,1 bath,Shibuya Ku,"$7,771.00",2,2
6431,35788805,269226399,I,4.64,nan,4.0,1 bath,Shinjuku Ku,"$22,200.00",4,3
6432,43510793,343260975,Chiaki,4.64,1.0,1.0,1 bath,Shinjuku Ku,"$23,873.00",3,2
6433,35756013,177445547,Enzo,4.64,1.0,3.0,1 bath,Suginami Ku,"$6,793.00",3,1
6434,34689354,260891041,Playsis Asakusa,4.64,1.0,4.0,1 private bath,Sumida Ku,"$49,466.00",8,1
6435,19144492,118606355,Lu,4.64,4.0,5.0,2 baths,Taito Ku,"$46,257.00",10,2
6436,31047023,50268519,Hideyoshi,4.64,nan,2.0,1 shared bath,Toshima Ku,"$9,643.00",4,2
6437,39178907,275420344,Park Residence Omori,4.64,3.0,3.0,1 bath,Ota Ku,"$28,714.00",8,2
6438,30256984,227218985,シンジン,4.64,2.0,3.0,1 bath,Sumida Ku,"$17,571.00",6,2
6439,49120067,395866434,Yanaka Sow,4.64,nan,2.0,1 bath,Taito Ku,"$22,114.00",4,1
6440,830644197902099942,256531617,Amazing,4.64,1.0,1.0,1 bath,Sumida Ku,"$10,571.00",4,2
6441,38678503,229627088,宅東zaito,4.64,1.0,2.0,1 bath,Sumida Ku,"$5,157.00",2,1
6442,47085820,333942571,Yuri,4.64,nan,4.0,1 bath,Shibuya Ku,"$9,172.00",4,2
6443,45692237,94302731,Ken'S Place,4.64,1.0,1.0,1 bath,Shinjuku Ku,"$12,568.00",2,1
6444,835102922430288558,353148197,九風,4.64,1.0,2.0,1 bath,Taito Ku,"$16,571.00",3,1
6445,22590719,158173287,静,4.64,1.0,2.0,1 bath,Shinjuku Ku,"$12,482.00",3,1
6446,43656043,325747621,Sakura,4.64,1.0,nan,1 private bath,Toshima Ku,"$10,101.00",2,1
6447,53155826,425423288,PRISM Inn Asakusa,4.64,1.0,5.0,1 bath,Taito Ku,"$23,343.00",4,2
6448,34070227,229388614,Kaoru,4.64,3.0,4.0,1 bath,Edogawa Ku,"$27,200.00",10,1
6449,14960310,90866302,Shinichi,4.64,1.0,2.0,1 bath,Shinagawa Ku,"$25,429.00",4,2
6450,29600645,221625584,Glou,4.64,1.0,1.0,1 bath,Shinjuku Ku,"$11,800.00",2,1
6451,33234750,228133407,Nomad,4.64,1.0,1.0,3 shared baths,Sumida Ku,"$5,857.00",2,3
6452,14148125,48803190,Machiko,4.64,2.0,1.0,1 bath,Shinjuku Ku,"$9,800.00",3,1
6453,22070345,158802471,Miyu,4.64,2.0,5.0,1 bath,Suginami Ku,"$43,571.00",6,3
6454,43717421,348274120,Takayasu,4.64,nan,5.0,1 private bath,Shinjuku Ku,"$23,286.00",6,1
6455,43127523,343326369,Minn,4.64,1.0,1.0,1 private bath,Ota Ku,"$24,357.00",4,1
6456,43295649,198744417,一居,4.64,1.0,1.0,1 bath,Chiyoda Ku,"$13,714.00",3,1
6457,29417338,80012335,Manoj,4.64,nan,1.0,Shared half-bath,Setagaya Ku,"$12,000.00",2,1
6458,33258150,249547971,宿,4.64,2.0,2.0,1 bath,Shinjuku Ku,"$65,000.00",6,1
6459,43153395,246127193,ｴﾙｴｰ3,4.64,2.0,2.0,1 private bath,Shinjuku Ku,"$22,857.00",8,1
6460,15278411,33024865,古 月,4.64,6.0,8.0,2 baths,Toshima Ku,"$36,429.00",14,2
6461,29064070,33478325,Yukihiko,4.64,nan,1.0,0 shared baths,Katsushika Ku,"$1,729.00",1,2
6462,21902760,156367707,Nao,4.64,1.0,2.0,1 bath,Taito Ku,"$12,000.00",4,1
6463,40443107,312861486,櫻子,4.64,1.0,1.0,1 bath,Shinjuku Ku,"$6,691.00",3,1
6464,53468109,425423543,Kyu Kyu ﾎﾃﾙ,4.64,1.0,3.0,1 private bath,Taito Ku,"$21,600.00",6,2
6465,41942334,331862307,Aria,4.64,1.0,1.0,1 bath,Shinjuku Ku,"$8,000.00",2,1
6466,27069508,203667442,Theatel,4.64,1.0,3.0,1 private bath,Ota Ku,"$16,786.00",4,1
6467,46058572,89965878,Eri,4.64,1.0,2.0,1 private bath,Shinjuku Ku,"$15,857.00",2,1
6468,41385076,261951920,中川,4.64,1.0,1.0,1 bath,Chuo Ku,"$9,857.00",2,1
6469,33053111,248779005,Mitsuko,4.64,1.0,1.0,1 bath,Taito Ku,"$24,286.00",5,2
6470,6636522,34735989,Shigeru,4.64,nan,1.0,1.5 shared baths,Bunkyo Ku,"$4,000.00",2,1
6471,46493602,375599884,Keiko,4.64,1.0,2.0,1 bath,Shinagawa Ku,"$7,185.00",4,1
6472,33406515,251263864,Marutomo,4.64,1.0,2.0,1 private bath,Chiyoda Ku,"$11,854.00",4,1
6473,52709842,42244167,Hiro,4.64,1.0,1.0,1 bath,Shibuya Ku,"$15,000.00",2,1
6474,45692515,94302731,Ken'S Place,4.64,1.0,2.0,1 bath,Shinjuku Ku,"$16,116.00",3,1
6475,14243851,86666280,Yuko,4.64,2.0,5.0,1 bath,Shinjuku Ku,"$27,571.00",9,1
6476,42521482,338696128,Aoko,4.64,1.0,1.0,1 bath,Shinjuku Ku,"$11,286.00",2,2
6477,850439647888006895,463540656,Kasumi,4.64,nan,2.0,1 private bath,Arakawa Ku,"$7,429.00",2,1
6478,45822032,371483625,Best Faith,4.64,1.0,2.0,1.5 baths,Bunkyo Ku,"$9,086.00",3,2
6479,53284133,431372259,ゆみ,4.64,nan,1.0,1 shared bath,Toshima Ku,"$6,314.00",2,2
6480,34165460,71782973,Masami,4.64,nan,3.0,1 shared bath,Taito Ku,"$4,300.00",3,3
6481,43110025,342819312,漢舎株式会社,4.64,1.0,1.0,1 bath,Sumida Ku,"$5,700.00",3,3
6482,36644080,246094628,Misa,4.64,1.0,1.0,1.5 baths,Taito Ku,"$7,414.00",2,1
6483,46951745,321365764,Japan House,4.63,1.0,1.0,1.5 baths,Shibuya Ku,"$19,912.00",3,2
6484,664955484301200178,467940134,Minn,4.63,1.0,4.0,1 private bath,Edogawa Ku,"$24,200.00",4,1
6485,40183055,305151646,Shoto,4.63,3.0,6.0,1 bath,Ota Ku,"$19,714.00",10,6
6486,45041411,196519476,Playsis East Tokyo,4.63,1.0,4.0,1 private bath,Sumida Ku,"$30,309.00",5,1
6487,31075633,17228309,ZenHOMES,4.63,1.0,2.0,1 bath,Nakano Ku,"$13,000.00",3,2
6488,46108584,372738026,Rakuna,4.63,1.0,5.0,1 private bath,Sumida Ku,"$30,214.00",5,2
6489,663946260728626618,203632096,Yuri,4.63,1.0,nan,1 bath,Toshima Ku,"$9,857.00",2,1
6490,27007172,203206531,Asako,4.63,2.0,4.0,1 bath,Sumida Ku,"$17,637.00",9,1
6491,37677479,150299734,Minami,4.63,1.0,1.0,1.5 shared baths,Taito Ku,"$5,029.00",1,1
6492,53178408,110379659,Wang,4.63,1.0,1.0,5.5 shared baths,Nakano Ku,"$9,370.00",2,1
6493,42704575,37456117,Haru,4.63,1.0,2.0,1 bath,Katsushika Ku,"$4,900.00",2,1
6494,683630655665109120,205162345,Juyoh Hotel,4.63,1.0,1.0,0 baths,Taito Ku,"$3,871.00",1,1
6495,47085706,333942571,Yuri,4.63,nan,1.0,1 bath,Shibuya Ku,"$7,638.00",2,2
6496,28526421,30324135,DoMo,4.63,1.0,2.0,1.5 baths,Shinjuku Ku,"$14,000.00",2,1
6497,46454563,375599884,Keiko,4.63,1.0,2.0,1 bath,Sumida Ku,"$6,710.00",2,1
6498,820886677820878642,162970600,Taka,4.63,nan,2.0,1 private bath,Toshima Ku,"$10,569.00",8,1
6499,680604048539281678,218849633,BaoRong,4.63,1.0,2.0,1 bath,Nerima Ku,"$9,129.00",2,1
6500,53337881,325083334,Cob Hotel Asakusa,4.63,1.0,1.0,1 private bath,Taito Ku,"$10,929.00",2,1
6501,28523296,30324135,DoMo,4.63,1.0,2.0,1.5 baths,Shinjuku Ku,"$14,000.00",2,1
6502,41330306,324782532,Minmin,4.63,1.0,5.0,1 bath,Shinjuku Ku,"$8,000.00",5,2
6503,678457625133139209,462986295,Stayme,4.63,1.0,1.0,1 bath,Ota Ku,"$5,792.00",2,2
6504,38182912,173962342,Akihiro,4.63,1.0,2.0,1 bath,Nakano Ku,"$9,771.00",3,1
6505,53387940,198552582,Masa,4.63,1.0,2.0,1 bath,Minato Ku,"$10,057.00",4,2
6506,19439403,224251148,結香,4.63,1.0,2.0,1 private bath,Suginami Ku,"$13,181.00",4,1
6507,53421894,425423288,PRISM Inn Asakusa,4.63,1.0,5.0,1 bath,Taito Ku,"$24,114.00",5,2
6508,14836177,41516927,Yoshihito,4.63,1.0,2.0,1 bath,Chuo Ku,"$7,486.00",3,1
6509,33808040,254794184,Aoi,4.63,2.0,2.0,1 bath,Shinjuku Ku,"$16,500.00",6,1
6510,40952800,272633955,Alice,4.63,1.0,2.0,1 bath,Shinjuku Ku,"$41,143.00",4,1
6511,19368458,52075941,Hikari,4.63,3.0,6.0,1 bath,Nakano Ku,"$45,143.00",12,1
6512,780001704749605475,486824577,Stayme,4.63,1.0,4.0,1 private bath,Taito Ku,"$19,199.00",4,2
6513,666067343304521356,468174290,亮一,4.63,1.0,nan,1 bath,Itabashi Ku,"$5,500.00",3,1
6514,780246749846323325,491149645,つくいリゾート,4.63,3.0,5.0,1 bath,Shinjuku Ku,"$49,571.00",8,2
6515,24457524,184730720,Yu,4.63,1.0,2.0,1 bath,Edogawa Ku,"$15,057.00",3,2
6516,53709721,94302731,Ken'S Place,4.63,1.0,nan,1.5 baths,Taito Ku,"$37,857.00",6,1
6517,52497948,183877565,UI Home Company,4.63,2.0,6.0,2 baths,Sumida Ku,"$26,229.00",10,2
6518,42060313,4838043,Robert,4.63,nan,1.0,1 bath,Setagaya Ku,"$6,421.00",2,1
6519,40312543,311295126,Sho,4.63,2.0,5.0,1 bath,Taito Ku,"$22,857.00",10,2
6520,17465718,118290014,Yuna,4.63,nan,1.0,1 bath,Shibuya Ku,"$14,857.00",2,1
6521,836864142361930444,503214614,株式会社hitochikara,4.63,1.0,1.0,1 bath,Toshima Ku,"$11,000.00",2,1
6522,43352293,345320046,Yuki,4.63,1.0,2.0,1.5 baths,Shinjuku Ku,"$6,500.00",4,2
6523,54133743,215606612,Pqd,4.63,1.0,1.0,1 bath,Toshima Ku,"$23,171.00",2,1
6524,36159476,8524668,Ichiko,4.63,2.0,3.0,1 bath,Shinjuku Ku,"$15,014.00",6,2
6525,23643561,172832252,Kuu,4.63,2.0,4.0,1 bath,Sumida Ku,"$12,286.00",4,3
6526,15777658,41516927,Yoshihito,4.63,1.0,3.0,1 bath,Taito Ku,"$11,381.00",6,1
6527,857668882437641471,454395366,Ryuji,4.63,1.0,3.0,1 bath,Toshima Ku,"$19,857.00",5,1
6528,582306429556111548,68939316,Scott,4.63,1.0,3.0,1 bath,Arakawa Ku,"$9,914.00",2,2
6529,53725406,432278413,Momiji,4.63,1.0,2.0,1 bath,Taito Ku,"$9,000.00",2,1
6530,810305899359470256,496833971,ぷふか,4.63,1.0,1.0,1 bath,Minato Ku,"$19,571.00",4,2
6531,32704886,232836811,Chonglin,4.63,nan,2.0,1 bath,Arakawa Ku,"$11,241.00",2,1
6532,812568300432810155,497996834,Brave,4.63,2.0,4.0,1 bath,Minato Ku,"$55,736.00",8,2
6533,43417832,150299734,Minami,4.63,1.0,1.0,1 private bath,Taito Ku,"$7,409.00",2,1
6534,873481560904427814,510879891,さくらみち,4.63,nan,1.0,1 bath,Shinjuku Ku,"$9,270.00",3,2
6535,33077204,248947076,Riley,4.63,1.0,1.0,1 bath,Shinjuku Ku,"$8,874.00",3,2
6536,43376405,345524896,Sayuri,4.63,1.0,2.0,1 bath,Shibuya Ku,"$11,757.00",2,1
6537,38715469,296017273,Toshiko,4.63,2.0,3.0,1 bath,Taito Ku,"$25,429.00",4,1
