idx,listing_id,host_id,host_name,review_scores_rating,bedrooms,beds,bathrooms,region,price,accommodates,minimum_nights
1091,869198380521373649,34622264,Tanuki,5.0,4.0,7.0,2 baths,Shinjuku Ku,"$56,071.00",8,2
1092,869796165527968471,22642133,Yoshika,5.0,1.0,2.0,1 bath,Shibuya Ku,"$23,080.00",3,1
1093,869911875695395644,475993865,Yuchan,5.0,nan,nan,1 shared bath,Nerima Ku,"$7,380.00",1,5
1094,869968920757044995,300929484,Mizuki,5.0,2.0,3.0,1.5 baths,Shinjuku Ku,"$19,571.00",6,5
1095,870611815520278175,229005794,Meihuan,5.0,nan,2.0,1 bath,Toshima Ku,"$10,571.00",3,2
1096,870625162265669070,42244167,Hiro,5.0,nan,1.0,1 bath,Sumida Ku,"$16,500.00",3,2
1097,870668315053447126,232706677,Sit In Silence,5.0,1.0,nan,1 shared bath,Adachi Ku,"$7,000.00",2,1
1098,870668821098186843,42244167,Hiro,5.0,1.0,1.0,1 bath,Sumida Ku,"$16,429.00",3,2
1099,870674585253461325,42244167,Hiro,5.0,1.0,1.0,1 bath,Sumida Ku,"$20,071.00",3,2
1100,870678362554174941,492945056,Hideaki,5.0,1.0,2.0,1 bath,Shibuya Ku,"$17,690.00",4,2
1101,870683729659838017,42244167,Hiro,5.0,1.0,1.0,1 bath,Sumida Ku,"$19,286.00",4,2
1102,870727135708864378,510264682,Sleeplab The Stay 渋谷,5.0,1.0,1.0,1 bath,Shibuya Ku,"$18,714.00",2,1
1103,871131629047217616,349703336,Glamping Tokyo Asakusa,5.0,1.0,1.0,4 shared baths,Taito Ku,"$13,131.00",2,1
1104,871352991086825467,510411061,Kon,5.0,1.0,1.0,Half-bath,Shibuya Ku,"$17,071.00",2,1
1105,873560213087328172,510890531,ラウレアタワー,5.0,1.0,1.0,1 bath,Toshima Ku,"$8,172.00",3,2
1106,873563574177030845,510890531,ラウレアタワー,5.0,1.0,1.0,1 bath,Toshima Ku,"$8,064.00",3,2
1107,873565180940536135,510890531,ラウレアタワー,5.0,1.0,1.0,1 bath,Toshima Ku,"$7,956.00",3,2
1108,876446627007208867,276152949,Newmi,5.0,1.0,2.0,1 private bath,Taito Ku,"$8,600.00",3,2
1109,876456144309576139,504060604,宜旻,5.0,2.0,6.0,4 baths,Toshima Ku,"$26,771.00",8,6
1110,876587470963110088,511345919,奈央,5.0,nan,2.0,1 bath,Shinjuku Ku,"$16,485.00",3,1
1111,876618272919796125,29700750,汪,5.0,3.0,3.0,1 bath,Shinjuku Ku,"$30,514.00",6,1
1112,876618304672476263,29700750,汪,5.0,3.0,4.0,1 bath,Shinjuku Ku,"$28,871.00",8,1
1113,877070810484709054,511630515,ライワマンション,5.0,1.0,2.0,1 bath,Minato Ku,"$10,382.00",3,2
1114,877083174277771799,511632895,墨田,5.0,nan,1.0,1 bath,Sumida Ku,"$5,950.00",2,2
1115,877085785509457288,511632895,墨田,5.0,nan,1.0,1 bath,Sumida Ku,"$6,011.00",2,2
1116,877088437350945857,511632895,墨田,5.0,1.0,1.0,1 bath,Sumida Ku,"$5,789.00",2,2
1117,877089636210088540,511632895,墨田,5.0,1.0,1.0,1 bath,Sumida Ku,"$5,950.00",2,2
1118,877091154967270995,511632895,墨田,5.0,1.0,1.0,1 bath,Sumida Ku,"$5,789.00",2,2
1119,877093027130476441,511632895,墨田,5.0,1.0,1.0,1 bath,Sumida Ku,"$6,011.00",2,2
1120,877097140868527082,511632895,墨田,5.0,1.0,1.0,1 bath,Sumida Ku,"$5,950.00",2,2
1121,877098358696708144,511632895,墨田,5.0,1.0,1.0,1 bath,Sumida Ku,"$5,789.00",2,2
1122,877114456037675187,73463626,Feng,5.0,nan,1.0,1 bath,Itabashi Ku,"$10,964.00",3,1
1123,877133721676072369,17228309,ZenHOMES,5.0,1.0,2.0,1 bath,Shibuya Ku,"$9,500.00",4,2
1124,877175186573510433,508639871,Reach,5.0,2.0,2.0,1.5 baths,Katsushika Ku,"$21,429.00",5,2
1125,877220780843386483,276152949,Newmi,5.0,1.0,2.0,1 bath,Taito Ku,"$8,600.00",3,2
1126,877222934258609127,276152949,Newmi,5.0,1.0,2.0,1 bath,Taito Ku,"$8,600.00",3,2
1127,877295662641652984,502266694,YoYo,5.0,1.0,4.0,1 bath,Shibuya Ku,"$35,000.00",6,2
1128,877312671409888496,504005573,Rumiko,5.0,1.0,4.0,1 bath,Shinjuku Ku,"$37,121.00",6,2
1129,877772745690029349,490547316,Yingjie,5.0,2.0,2.0,1 bath,Shinjuku Ku,"$19,714.00",4,5
1130,876451450991075374,276152949,Newmi,5.0,1.0,2.0,1 private bath,Taito Ku,"$8,600.00",3,2
1131,876442053691157590,276152949,Newmi,5.0,1.0,2.0,1 private bath,Taito Ku,"$8,600.00",3,2
1132,873568560033414421,510890531,ラウレアタワー,5.0,1.0,1.0,1 bath,Toshima Ku,"$8,064.00",3,2
1133,876441743523727003,276152949,Newmi,5.0,1.0,2.0,1 bath,Taito Ku,"$8,600.00",3,2
1134,873577372448043683,510890531,ラウレアタワー,5.0,1.0,1.0,1 bath,Toshima Ku,"$7,064.00",3,2
1135,873682304997483141,321365764,Japan House,5.0,1.0,2.0,1 bath,Nakano Ku,"$8,740.00",2,2
1136,874233097226775649,507235651,Lafesta,5.0,nan,1.0,1 bath,Toshima Ku,"$6,496.00",2,2
1137,874241665844201937,507235651,Lafesta,5.0,1.0,2.0,1 bath,Toshima Ku,"$12,009.00",5,2
1138,874389788728327885,223915266,瑞希,5.0,4.0,5.0,2 baths,Shinjuku Ku,"$62,256.00",8,2
1139,874997083787782995,511096036,Dong,5.0,1.0,2.0,1 bath,Toshima Ku,"$13,171.00",3,1
1140,875014951864913294,511096036,Dong,5.0,2.0,4.0,2 baths,Toshima Ku,"$25,100.00",6,1
1141,875018772350619246,228133407,Nomad,5.0,1.0,1.0,3 baths,Sumida Ku,"$4,857.00",1,2
1142,875021727900585216,228133407,Nomad,5.0,1.0,1.0,3 baths,Sumida Ku,"$4,857.00",1,2
1143,875026663128714877,511096036,Dong,5.0,1.0,2.0,1 bath,Toshima Ku,"$12,900.00",3,2
1144,15569726,43579713,MIho,5.0,nan,1.0,1 shared bath,Minato Ku,"$8,000.00",1,2
1145,875457747743847267,57699141,Qiu,5.0,2.0,2.0,1 bath,Sumida Ku,"$22,000.00",6,5
1146,875661526610185292,142900912,Katsuyoshi,5.0,2.0,5.0,1 bath,Shinjuku Ku,"$37,571.00",6,1
1147,875693889434955467,509696051,Tianqi,5.0,1.0,1.0,1 bath,Taito Ku,"$8,857.00",2,1
1148,875709489151242498,509696051,Tianqi,5.0,1.0,1.0,1 bath,Taito Ku,"$11,000.00",2,1
1149,875921597704073767,511337162,アドニス,5.0,1.0,3.0,1 bath,Shinjuku Ku,"$12,133.00",3,2
1150,876201329374738666,87035758,Maya,5.0,nan,1.0,1 private bath,Edogawa Ku,"$7,000.00",2,1
1151,876315731768861588,48280681,Hironori,5.0,1.0,4.0,1 bath,Taito Ku,"$20,700.00",6,1
1152,876389523843173386,76857645,Hide And Aya,5.0,1.0,2.0,1 bath,Suginami Ku,"$9,500.00",3,2
1153,876412291339642696,276152949,Newmi,5.0,1.0,2.0,1 private bath,Taito Ku,"$8,600.00",3,2
1154,876418526798721670,276152949,Newmi,5.0,1.0,2.0,1 private bath,Taito Ku,"$8,600.00",3,2
1155,867573299303514312,174891991,Satoshi,5.0,1.0,2.0,1 shared bath,Shinagawa Ku,"$8,800.00",2,1
1156,867398864799423553,502044766,島田,5.0,nan,2.0,1.5 baths,Arakawa Ku,"$66,968.00",12,2
1157,867319713270288335,509526394,Francesca,5.0,1.0,2.0,1 private bath,Chiyoda Ku,"$14,980.00",4,1
1158,20432881,10969488,Como,5.0,nan,2.0,1 shared bath,Kokubunji Shi,"$5,252.00",1,27
1159,858196500247215282,507703243,尚光,5.0,3.0,3.0,1 bath,Ota Ku,"$25,136.00",7,2
1160,858309425498123722,491149645,つくいリゾート,5.0,1.0,2.0,1 bath,Shibuya Ku,"$22,857.00",4,1
1161,858349174974426591,476371170,Junko,5.0,4.0,9.0,1.5 baths,Suginami Ku,"$58,143.00",16,2
1162,858941191628692930,507235651,Lafesta,5.0,nan,2.0,1 bath,Bunkyo Ku,"$8,489.00",3,2
1163,20240130,269182185,Sumifuku,5.0,1.0,2.0,1.5 baths,Shinjuku Ku,"$13,289.00",4,1
1164,20233369,123150587,Cynthia,5.0,2.0,1.0,1.5 baths,Suginami Ku,"$12,571.00",5,2
1165,858952015964918166,507235651,Lafesta,5.0,nan,2.0,1 bath,Bunkyo Ku,"$9,241.00",3,2
1166,858958034456207595,507235651,Lafesta,5.0,nan,2.0,1 bath,Bunkyo Ku,"$8,489.00",3,2
1167,20071378,51117483,Nana,5.0,nan,1.0,2 shared baths,Toshima Ku,"$1,500.00",1,30
1168,858966365275449028,507235651,Lafesta,5.0,nan,2.0,1 bath,Bunkyo Ku,"$8,876.00",3,2
1169,858970893642827016,507235651,Lafesta,5.0,nan,2.0,1 bath,Bunkyo Ku,"$8,317.00",3,2
1170,859095013910037913,494895071,Ferjhon,5.0,1.0,1.0,1 bath,Taito Ku,"$13,832.00",2,1
1171,859150413575384728,494895071,Ferjhon,5.0,1.0,2.0,1 bath,Taito Ku,"$15,565.00",4,1
1172,859152915212924486,494895071,Ferjhon,5.0,1.0,2.0,1 bath,Taito Ku,"$16,550.00",4,1
1173,859353011164518546,507911103,Xiaopeng,5.0,1.0,1.0,1.5 shared baths,Taito Ku,"$9,543.00",2,1
1174,859687024625850143,66043791,Yuki,5.0,1.0,4.0,1 bath,Sumida Ku,"$24,143.00",7,1
1175,859758730073589669,489782324,Koko,5.0,2.0,6.0,1 bath,Ota Ku,"$22,071.00",8,3
1176,19671106,51117483,Nana,5.0,nan,1.0,1 shared bath,Toshima Ku,"$1,500.00",1,30
1177,859823012802201588,321365764,Japan House,5.0,1.0,1.0,1 bath,Shinjuku Ku,"$19,186.00",2,2
1178,859824557652117038,321365764,Japan House,5.0,1.0,2.0,1 bath,Shinjuku Ku,"$28,214.00",3,2
1179,859828016442019532,321365764,Japan House,5.0,2.0,2.0,1 bath,Shinjuku Ku,"$31,629.00",4,2
1180,857695771450706312,507585442,Taiga,5.0,1.0,2.0,1 bath,Toshima Ku,"$7,500.00",4,2
1181,857513949148777846,31734605,琢居,5.0,2.0,4.0,1.5 baths,Shinjuku Ku,"$24,971.00",6,1
1182,860013056056356872,485544006,Emiko,5.0,1.0,2.0,1 bath,Shibuya Ku,"$18,000.00",3,31
1183,857498280661730628,29569793,Livmo Inc.,5.0,1.0,2.0,1 bath,Chiyoda Ku,"$18,857.00",5,1
1184,854839199578552893,131558880,Yawen,5.0,nan,1.0,1.5 shared baths,Nakano Ku,"$7,714.00",4,1
1185,854852334773691471,53118784,Tommy,5.0,2.0,2.0,1.5 baths,Shinjuku Ku,"$27,266.00",6,1
1186,854895587055923222,52000676,Kelly,5.0,1.0,3.0,1 bath,Sumida Ku,"$26,704.00",6,2
1187,854936499694432225,260725364,Hairong,5.0,2.0,2.0,1 bath,Toshima Ku,"$16,800.00",6,2
1188,855280925274837676,11025259,Takamitsu,5.0,3.0,6.0,1 bath,Taito Ku,"$19,781.00",6,3
1189,855481886466364791,42075252,Heisen,5.0,3.0,5.0,1 bath,Meguro Ku,"$72,000.00",8,2
1190,855626807812389548,234477095,Kasumi,5.0,1.0,1.0,1 bath,Taito Ku,"$15,706.00",5,2
1191,855677778130076588,502280372,Naoki,5.0,4.0,7.0,1.5 baths,Taito Ku,"$27,349.00",8,1
1192,856007163076932729,373322059,Akane,5.0,3.0,1.0,2 baths,Katsushika Ku,"$13,571.00",16,1
1193,20972343,24647837,Kenichiro,5.0,nan,nan,1 private bath,Akiruno Shi,"$8,286.00",4,1
1194,856015110732840509,506820163,カーサ,5.0,1.0,2.0,1 bath,Bunkyo Ku,"$7,869.00",3,2
1195,856016025906343386,506820163,カーサ,5.0,1.0,2.0,1 bath,Bunkyo Ku,"$7,869.00",3,2
1196,20874830,53381708,A-Flat,5.0,1.0,1.0,1 shared bath,Itabashi Ku,"$8,444.00",1,1
1197,856017722934479169,506820163,カーサ,5.0,1.0,2.0,1 bath,Bunkyo Ku,"$7,869.00",3,2
1198,856023993061512493,506820163,カーサ,5.0,1.0,2.0,1 bath,Bunkyo Ku,"$11,746.00",3,2
1199,856898839874924137,292492423,Lauren,5.0,2.0,2.0,1 bath,Arakawa Ku,"$10,360.00",4,1
1200,856930543668023820,31734605,琢居,5.0,1.0,2.0,1.5 shared baths,Taito Ku,"$14,800.00",4,1
1201,856932719583712050,31734605,琢居,5.0,1.0,2.0,1.5 shared baths,Taito Ku,"$15,229.00",4,1
1202,856956495016016103,31734605,琢居,5.0,2.0,2.0,1.5 baths,Sumida Ku,"$23,399.00",5,1
1203,856973933266780879,24575613,Momoe,5.0,1.0,2.0,1 bath,Edogawa Ku,"$7,226.00",2,4
1204,857393066743965534,269684336,純子,5.0,1.0,1.0,1.5 baths,Edogawa Ku,"$6,879.00",2,1
1205,859908894253782263,507924766,Taniguchi,5.0,3.0,5.0,1 bath,Ota Ku,"$24,314.00",10,1
1206,860740021180993345,34415001,Cheng,5.0,3.0,5.0,1.5 baths,Shinjuku Ku,"$35,429.00",8,2
1207,867267487370052357,493826094,文瑛,5.0,3.0,4.0,2 baths,Sumida Ku,"$33,171.00",10,2
1208,863425801387608107,507585442,Taiga,5.0,1.0,2.0,1 bath,Toshima Ku,"$11,786.00",4,2
1209,863524572213975750,129024352,Kuruchin,5.0,3.0,6.0,1 bath,Ota Ku,"$31,674.00",9,2
1210,863879622858601791,492945056,Hideaki,5.0,1.0,2.0,1 bath,Shibuya Ku,"$15,137.00",4,2
1211,863955052667739200,508901220,The Team Mickey,5.0,1.0,2.0,1 bath,Taito Ku,"$11,714.00",3,2
1212,864010872143800908,503458611,辺,5.0,2.0,4.0,1 bath,Chuo Ku,"$30,000.00",6,1
1213,864128267523651116,492761265,洋子,5.0,2.0,2.0,1 bath,Setagaya Ku,"$10,006.00",6,2
1214,864389352493033164,255336116,南那,5.0,2.0,2.0,1 bath,Shinjuku Ku,"$41,763.00",2,1
1215,864409737477330960,52000676,Kelly,5.0,1.0,2.0,1 bath,Sumida Ku,"$16,990.00",4,2
1216,864519676060253673,207024011,Ting,5.0,1.0,2.0,1.5 baths,Toshima Ku,"$16,929.00",4,4
1217,18141854,123986701,謙信（Donny）,5.0,2.0,2.0,2 baths,Itabashi Ku,"$27,000.00",5,2
1218,864570513400657025,207024011,Ting,5.0,1.0,2.0,1.5 baths,Toshima Ku,"$12,000.00",4,5
1219,865522642332758907,504561404,Woo Hotel,5.0,1.0,1.0,1 private bath,Taito Ku,"$14,630.00",2,1
1220,865547764432210573,509199253,Mutawakil Al,5.0,2.0,4.0,1 shared bath,Machida Shi,"$9,800.00",6,4
1221,866400027244471500,55206101,Tomo,5.0,2.0,4.0,1 bath,Nakano Ku,"$25,000.00",5,2
1222,17949579,122924743,Kazuo,5.0,1.0,3.0,1 shared bath,Nerima Ku,"$3,680.00",3,5
1223,866456481846935469,509374409,Nan,5.0,3.0,3.0,1 bath,Sumida Ku,"$23,380.00",10,1
1224,866899375277906750,509463962,百果,5.0,nan,2.0,1 shared bath,Adachi Ku,"$5,286.00",2,2
1225,866901147753052531,376552125,DesignersHotel,5.0,1.0,2.0,1 private bath,Taito Ku,"$15,271.00",2,1
1226,17852734,44886321,Aki,5.0,nan,1.0,1.5 shared baths,Meguro Ku,"$8,000.00",2,1
1227,866936198772994986,508456133,Pqd Inc IV,5.0,1.0,2.0,1 bath,Sumida Ku,"$15,143.00",2,1
1228,866989263395825861,508456133,Pqd Inc IV,5.0,1.0,1.0,1 bath,Sumida Ku,"$15,143.00",2,1
1229,867209011167676076,509526394,Francesca,5.0,1.0,4.0,1 private bath,Chiyoda Ku,"$23,016.00",8,1
1230,863458413439562443,508790309,海霞,5.0,2.0,4.0,1 bath,Sumida Ku,"$14,000.00",4,2
1231,863417434573624639,507585442,Taiga,5.0,1.0,1.0,1 bath,Toshima Ku,"$11,936.00",2,2
1232,861329519362296594,507585442,Taiga,5.0,1.0,2.0,1 bath,Toshima Ku,"$14,357.00",4,2
1233,863382161630091933,508778888,Timedev,5.0,2.0,4.0,2 baths,Chiyoda Ku,"$20,589.00",4,1
1234,861332119658147091,132259403,KASHA Tokyo,5.0,3.0,1.0,1.5 baths,Sumida Ku,"$29,286.00",8,1
1235,861416982184508339,7927902,Mai,5.0,2.0,5.0,1.5 baths,Sumida Ku,"$17,943.00",5,3
1236,861506647494865320,180074570,Chizuko,5.0,2.0,4.0,1 bath,Kita Ku,"$17,714.00",4,3
1237,861790402214086186,321365764,Japan House,5.0,1.0,1.0,1 bath,Shinjuku Ku,"$20,357.00",2,2
1238,861792382692276323,321365764,Japan House,5.0,1.0,1.0,1 bath,Shinjuku Ku,"$20,357.00",2,2
1239,861794574561361610,321365764,Japan House,5.0,1.0,2.0,1 bath,Shinjuku Ku,"$28,214.00",3,2
1240,861795742855936515,321365764,Japan House,5.0,1.0,1.0,1 bath,Shinjuku Ku,"$20,257.00",2,2
1241,861919240583443058,771694,Qcqc,5.0,1.0,2.0,1 bath,Shibuya Ku,"$26,900.00",3,1
1242,861924594642433803,132259403,KASHA Tokyo,5.0,2.0,1.0,1.5 baths,Sumida Ku,"$15,857.00",4,1
1243,19080214,52622646,信晶,5.0,3.0,4.0,1 bath,Suginami Ku,"$19,071.00",5,8
1244,19061679,93216991,Tokyo Candlehouse,5.0,6.0,9.0,2 baths,Shinjuku Ku,"$70,000.00",14,1
1245,861964648535700970,132259403,KASHA Tokyo,5.0,1.0,1.0,1.5 baths,Sumida Ku,"$10,000.00",2,1
1246,861970516998419065,132259403,KASHA Tokyo,5.0,1.0,1.0,1 bath,Sumida Ku,"$10,000.00",2,1
1247,862331594589033568,28621978,Dan,5.0,nan,1.0,1 bath,Shinagawa Ku,"$6,000.00",1,4
1248,862685713366936153,130378164,Masaru,5.0,1.0,1.0,1 bath,Itabashi Ku,"$8,657.00",2,1
1249,862787123729440762,85258070,Hirokazu,5.0,nan,2.0,1 shared bath,Kodaira Shi,"$5,070.00",2,4
1250,862961276590047316,4981880,Meta,5.0,1.0,2.0,1 private bath,Chuo Ku,"$28,821.00",5,1
1251,863309400732352009,507585442,Taiga,5.0,1.0,2.0,1 bath,Nerima Ku,"$12,071.00",4,2
1252,863344417669546962,507585442,Taiga,5.0,1.0,2.0,1 bath,Toshima Ku,"$12,429.00",4,2
1253,863360722125027652,232836811,Chonglin,5.0,nan,1.0,1.5 baths,Edogawa Ku,"$8,164.00",2,1
1254,863378515461590947,507585442,Taiga,5.0,1.0,1.0,1 bath,Nerima Ku,"$11,943.00",2,2
1255,877931481272651491,29341016,Yasunobu,5.0,1.0,3.0,2 baths,Setagaya Ku,"$10,000.00",3,3
1256,877933810074146390,67711270,Rei,5.0,2.0,4.0,1.5 baths,Toshima Ku,"$20,571.00",6,2
1257,854025586822929357,340430395,Unito,5.0,1.0,2.0,1 shared bath,Bunkyo Ku,"$16,929.00",2,1
1258,902542339087826761,113619834,Sino,5.0,nan,2.0,Half-bath,Toshima Ku,"$5,714.00",1,1
1259,7281726,38131090,怜子,5.0,3.0,3.0,1 bath,Machida Shi,"$10,000.00",3,1
1260,901125426292542286,491149645,つくいリゾート,5.0,4.0,8.0,1.5 baths,Shibuya Ku,"$114,286.00",16,2
1261,901384705561537133,492945056,Hideaki,5.0,2.0,7.0,1 bath,Shibuya Ku,"$33,157.00",9,2
1262,901704061085900478,229627088,宅東zaito,5.0,1.0,1.0,1 bath,Sumida Ku,"$8,482.00",2,1
1263,901810586819723060,292492423,Lauren,5.0,2.0,2.0,1 bath,Arakawa Ku,"$11,417.00",4,1
1264,7038739,29681737,文娟,5.0,nan,2.0,2 shared baths,Nerima Ku,"$8,251.00",3,1
1265,901947055812947891,68939316,Scott,5.0,2.0,4.0,1 bath,Arakawa Ku,"$16,071.00",4,2
1266,902073975805385638,230604374,Ken,5.0,7.0,6.0,2 baths,Shinjuku Ku,"$70,000.00",12,1
1267,902087396486795972,482696282,Daisuke,5.0,1.0,1.0,1 bath,Shibuya Ku,"$16,000.00",4,3
1268,902096890955490719,207024011,Ting,5.0,2.0,3.0,1.5 baths,Toshima Ku,"$25,857.00",5,5
1269,902601365599325421,517286418,サンモール,5.0,1.0,4.0,1 bath,Shinjuku Ku,"$45,714.00",6,1
1270,877942922396066107,507245630,泰広,5.0,1.0,1.0,1 bath,Shibuya Ku,"$18,966.00",4,1
1271,902606823996343951,250003495,Yj,5.0,1.0,1.0,1 bath,Minato Ku,"$9,793.00",3,1
1272,902607782630072976,131136005,彩香,5.0,1.0,1.0,1 bath,Toshima Ku,"$19,780.00",2,1
1273,902642315911607898,158513139,Satoshi,5.0,1.0,1.0,1 bath,Musashino Shi,"$14,286.00",2,2
1274,902731923993432073,158513139,Satoshi,5.0,2.0,2.0,2 baths,Musashino Shi,"$31,143.00",5,2
1275,902772619149084400,131136005,彩香,5.0,1.0,1.0,1 bath,Toshima Ku,"$19,780.00",2,1
1276,902782728423324326,131136005,彩香,5.0,1.0,1.0,1 bath,Toshima Ku,"$19,780.00",2,1
1277,904275426743491318,397320773,Akinobu,5.0,1.0,2.0,1 bath,Sumida Ku,"$9,086.00",3,3
1278,904447499938704010,149643001,Sylvia,5.0,1.0,2.0,1 bath,Edogawa Ku,"$16,714.00",4,3
1279,904550032844068315,67289484,Yoshiro,5.0,1.0,2.0,1 bath,Setagaya Ku,"$13,929.00",4,3
1280,904561066308680695,290344657,Toshi,5.0,1.0,2.0,1 bath,Shinjuku Ku,"$39,000.00",6,2
1281,901124333235432934,516920444,Yoko,5.0,1.0,3.0,1 bath,Minato Ku,"$18,571.00",5,2
1282,901088457178400292,131136005,彩香,5.0,1.0,1.0,1 bath,Toshima Ku,"$19,780.00",2,1
1283,900826865170388257,25285263,Shiki,5.0,3.0,5.0,1 bath,Kita Ku,"$17,886.00",7,2
1284,900413849779444825,351115054,Sia,5.0,2.0,4.0,1 bath,Sumida Ku,"$13,857.00",6,2
1285,896821663223095785,214640453,Hanako,5.0,1.0,1.0,1 bath,Shinjuku Ku,"$8,565.00",2,2
1286,896822414226478944,214640453,Hanako,5.0,1.0,1.0,1.5 baths,Shinjuku Ku,"$9,715.00",5,2
1287,896822891376760955,214640453,Hanako,5.0,1.0,1.0,1 bath,Shinjuku Ku,"$9,404.00",6,2
1288,896986398311827499,91235096,Kayo,5.0,2.0,8.0,2 baths,Sumida Ku,"$25,829.00",9,1
1289,896995681510385566,91235096,Kayo,5.0,3.0,11.0,3 baths,Sumida Ku,"$70,000.00",16,1
1290,897442014018090976,342971176,Yume,5.0,1.0,2.0,1.5 baths,Katsushika Ku,"$15,286.00",4,1
1291,897502119672811972,516111160,拓海,5.0,1.0,4.0,1 bath,Sumida Ku,"$20,000.00",8,2
1292,897528760397503802,278332086,Yoshi,5.0,2.0,9.0,1 bath,Katsushika Ku,"$26,065.00",16,1
1293,897533852387759893,42244167,Hiro,5.0,2.0,1.0,1 bath,Ota Ku,"$17,143.00",8,2
1294,897737805732661588,43897804,Shun&Yoko,5.0,2.0,2.0,1 bath,Setagaya Ku,"$14,000.00",4,3
1295,898043425889047077,112031940,Trip,5.0,nan,2.0,1 bath,Shinjuku Ku,"$6,000.00",2,1
1296,898119042185150713,188845498,其其格,5.0,nan,2.0,2 baths,Shinjuku Ku,"$16,000.00",4,1
1297,898282801002954707,397320773,Akinobu,5.0,1.0,2.0,1 bath,Sumida Ku,"$7,743.00",3,3
1298,898376271929767415,516310725,树林,5.0,1.0,2.0,1.5 baths,Shinjuku Ku,"$17,429.00",6,1
1299,898865703096663585,279064316,Na,5.0,1.0,2.0,1 bath,Taito Ku,"$7,000.00",2,1
1300,899535767515220025,488934392,Nibankan,5.0,1.0,2.0,1 bath,Taito Ku,"$7,857.00",2,1
1301,899712940316111754,210199913,Satoru,5.0,5.0,10.0,1 bath,Shinjuku Ku,"$44,357.00",12,5
1302,899736618234954975,505169276,Shohei,5.0,2.0,6.0,1 bath,Toshima Ku,"$18,260.00",11,2
1303,899748522875939244,292492423,Lauren,5.0,1.0,2.0,1 bath,Arakawa Ku,"$10,043.00",4,1
1304,899948410904814662,505619522,Ｙｕｉ,5.0,1.0,1.0,1.5 baths,Shinjuku Ku,"$11,809.00",2,1
1305,900290105089425663,481497441,美由紀,5.0,1.0,1.0,1 bath,Shinjuku Ku,"$11,129.00",2,1
1306,904606908743250983,517790090,グリーン,5.0,nan,1.0,1 bath,Toshima Ku,"$5,355.00",2,2
1307,904608032703658188,318235422,Voyan,5.0,4.0,5.0,2 baths,Minato Ku,"$43,457.00",10,2
1308,904611016615482150,517790090,グリーン,5.0,nan,1.0,1 bath,Toshima Ku,"$5,355.00",2,2
1309,909087885814094021,517463000,Yijia,5.0,1.0,1.0,1 bath,Toshima Ku,"$10,466.00",4,1
1310,909860304233846393,42244167,Hiro,5.0,1.0,2.0,1 bath,Setagaya Ku,"$10,714.00",3,2
1311,910050720540605243,394490,Yutaka,5.0,nan,3.0,1 shared bath,Taito Ku,"$3,643.00",3,2
1312,910464710753173188,486397186,Eppy,5.0,1.0,3.0,1 bath,Shinjuku Ku,"$13,300.00",5,2
1313,911358191906777884,30883070,Takeshi,5.0,1.0,2.0,1 bath,Sumida Ku,"$18,414.00",6,1
1314,911455768192421032,72820186,Min,5.0,nan,1.0,1 bath,Taito Ku,"$8,900.00",2,1
1315,911486267419422621,519301708,Hao,5.0,1.0,1.0,1 bath,Shinjuku Ku,"$15,000.00",2,2
1316,911860666886401049,493435581,李,5.0,1.0,2.0,1 bath,Taito Ku,"$6,714.00",4,1
1317,911887400625256657,493435581,李,5.0,nan,1.0,1 bath,Taito Ku,"$6,500.00",3,1
1318,912504770237625791,499290035,Reina,5.0,nan,2.0,1 private bath,Shinjuku Ku,"$20,800.00",4,2
1319,912772653700045227,402335966,ﾌｭｰﾁｬｰﾘｰﾃﾞｨﾝｸﾞ,5.0,1.0,1.0,1.5 baths,Shinjuku Ku,"$10,406.00",2,2
1320,912941195060643598,72820186,Min,5.0,nan,1.0,1 bath,Taito Ku,"$7,900.00",2,1
1321,912954196874240431,254323419,Takamine,5.0,2.0,4.0,2 baths,Sumida Ku,"$22,571.00",6,2
1322,913007670591253524,493826094,文瑛,5.0,3.0,4.0,1 bath,Sumida Ku,"$34,186.00",12,2
1323,913660262216995906,262580734,Riko,5.0,2.0,3.0,1.5 baths,Shinjuku Ku,"$16,429.00",4,5
1324,914001948186290663,93120690,Atsunobu,5.0,1.0,1.0,1 bath,Toshima Ku,"$9,510.00",3,1
1325,914789146673333851,130807240,Yujing,5.0,1.0,3.0,1 bath,Musashino Shi,"$8,786.00",3,2
1326,914893067137566778,229840411,Yuki,5.0,1.0,1.0,1 bath,Shinjuku Ku,"$11,429.00",3,1
1327,915074267445655232,48280681,Hironori,5.0,nan,4.0,1 shared bath,Taito Ku,"$21,786.00",6,1
1328,915228121162541263,520363715,喜子,5.0,nan,2.0,1 private bath,Toshima Ku,"$6,857.00",3,1
1329,915528151021700798,520428738,喜子,5.0,nan,2.0,1 private bath,Toshima Ku,"$7,131.00",4,1
1330,918757671248742571,509679682,Johnathan,5.0,nan,1.0,1 bath,Shibuya Ku,"$17,886.00",3,2
1331,909588038852536027,497909429,Ray,5.0,3.0,5.0,2 baths,Toshima Ku,"$30,714.00",12,1
1332,908984721072610397,497909429,Ray,5.0,2.0,5.0,1 bath,Toshima Ku,"$23,000.00",8,2
1333,904820246529185735,328042566,Dong,5.0,2.0,3.0,1 bath,Shinjuku Ku,"$25,000.00",6,1
