user_id,review_scores_rating,bedrooms,beds,bathrooms,region,price,accommodates,minimum_nights
2063,4.92,1.0,1.0,1.5 baths,Setagaya Ku,32416.00,2,1
2064,4.92,1.0,3.0,1 bath,Sumida Ku,23286.00,6,2
2065,4.92,1.0,2.0,1 bath,Ota Ku,10857.00,4,2
2066,4.92,3.0,6.0,1.5 baths,Edogawa Ku,26571.00,10,2
2067,4.92,3.0,10.0,4 baths,Ota Ku,43571.00,10,1
2068,4.92,1.0,1.0,1.5 baths,Toshima Ku,13246.00,2,1
2069,4.92,1.0,1.0,1.5 baths,Shinjuku Ku,17000.00,2,1
2070,4.92,2.0,3.0,1 bath,Ota Ku,25795.00,4,3
2071,4.92,4.0,5.0,2 baths,Shinjuku Ku,38000.00,8,1
2072,4.92,2.0,3.0,1.5 baths,Setagaya Ku,49286.00,8,2
2073,4.92,1.0,1.0,1 private bath,Sumida Ku,18214.00,2,2
2074,4.92,1.0,1.0,1 bath,Bunkyo Ku,6581.00,2,2
2075,4.92,3.0,2.0,2 baths,Toshima Ku,38571.00,8,2
2076,4.92,1.0,2.0,1 bath,Katsushika Ku,10749.00,3,2
2077,4.92,1.0,2.0,1 bath,Sumida Ku,11900.00,4,2
2078,4.92,1.0,2.0,1.5 baths,Sumida Ku,7836.00,2,1
2079,4.92,1.0,2.0,1 bath,Sumida Ku,23342.00,5,1
2080,4.92,1.0,2.0,1 bath,Shinagawa Ku,38000.00,4,1
2081,4.92,3.0,nan,3 baths,Taito Ku,24229.00,12,1
2082,4.92,2.0,14.0,2 baths,Taito Ku,48286.00,14,1
2083,4.92,2.0,4.0,1 bath,Shibuya Ku,52714.00,5,2
2084,4.92,2.0,2.0,1 bath,Ota Ku,12000.00,4,1
2085,4.92,2.0,nan,1 private bath,Toshima Ku,17807.00,4,1
2086,4.92,1.0,nan,1 bath,Setagaya Ku,24286.00,5,2
2087,4.92,nan,2.0,3.5 baths,Koto Ku,9466.00,4,2
2088,4.92,1.0,4.0,4 shared baths,Taito Ku,18514.00,4,1
2089,4.92,1.0,2.0,1 bath,Sumida Ku,14000.00,5,4
2090,4.92,2.0,2.0,1 bath,Toshima Ku,31429.00,4,2
2091,4.92,1.0,1.0,1 bath,Kita Ku,8286.00,2,2
2092,4.92,2.0,3.0,1 bath,Shinjuku Ku,38429.00,12,3
2093,4.92,2.0,6.0,1 bath,Shibuya Ku,33600.00,6,2
2094,4.92,nan,4.0,2 shared baths,Nishitokyo Shi,4643.00,9,1
2095,4.92,nan,1.0,1.5 baths,Itabashi Ku,6500.00,2,4
2096,4.92,1.0,2.0,1 private bath,Taito Ku,21189.00,3,3
2097,4.92,nan,4.0,1 shared bath,Setagaya Ku,12300.00,2,3
2098,4.92,1.0,1.0,1 bath,Shinjuku Ku,16559.00,2,1
2099,4.92,1.0,1.0,1 bath,Shinjuku Ku,12000.00,2,100
2100,4.92,1.0,3.0,4 shared baths,Taito Ku,18686.00,3,1
2101,4.92,3.0,5.0,2.5 baths,Toshima Ku,39999.00,10,2
2102,4.92,2.0,2.0,1 bath,Setagaya Ku,31429.00,6,1
2103,4.92,2.0,3.0,1 private bath,Katsushika Ku,6500.00,7,2
2104,4.92,3.0,2.0,1 private bath,Chuo Ku,63964.00,9,3
2105,4.92,3.0,6.0,1.5 baths,Shinjuku Ku,37502.00,8,2
2106,4.92,3.0,nan,1.5 baths,Higashimurayama Shi,4014.00,13,1
2107,4.92,nan,nan,2 shared baths,Koto Ku,5011.00,2,1
2108,4.92,1.0,1.0,1 bath,Taito Ku,50000.00,1,1
2109,4.92,1.0,2.0,1 bath,Shibuya Ku,26900.00,3,1
2110,4.92,1.0,2.0,1 bath,Sumida Ku,7700.00,3,2
2111,4.92,1.0,2.0,1 bath,Shibuya Ku,26131.00,3,1
2112,4.92,2.0,4.0,1 private bath,Sumida Ku,34714.00,4,2
2113,4.92,2.0,2.0,1.5 baths,Katsushika Ku,12271.00,8,1
2114,4.92,nan,1.0,1 private bath,Taito Ku,9943.00,1,1
2115,4.92,1.0,nan,1 bath,Sumida Ku,10143.00,2,2
2116,4.92,nan,1.0,1 bath,Sumida Ku,13000.00,2,2
2117,4.92,1.0,2.0,1 bath,Meguro Ku,16586.00,4,2
2118,4.92,1.0,2.0,1 bath,Sumida Ku,12571.00,2,1
2119,4.92,2.0,3.0,1 bath,Toshima Ku,11364.00,4,3
2120,4.92,1.0,nan,1 bath,Nakano Ku,15640.00,2,3
2121,4.92,nan,1.0,1 bath,Sumida Ku,13000.00,2,2
2122,4.92,2.0,3.0,1 bath,Setagaya Ku,8000.00,3,2
2123,4.92,nan,1.0,1 bath,Shibuya Ku,6500.00,1,2
2124,4.92,1.0,2.0,1 bath,Edogawa Ku,15064.00,4,3
2125,4.92,1.0,3.0,1 bath,Ota Ku,13571.00,4,3
2126,4.92,3.0,3.0,1 bath,Toshima Ku,36278.00,7,1
2127,4.92,1.0,2.0,1 bath,Shibuya Ku,26900.00,3,3
2128,4.92,3.0,3.0,2 baths,Toshima Ku,34857.00,6,1
2129,4.92,1.0,nan,1 private bath,Chuo Ku,10000.00,3,1
2130,4.92,1.0,2.0,1 bath,Sumida Ku,7869.00,3,2
2131,4.92,1.0,2.0,1 bath,Sumida Ku,7869.00,3,2
2132,4.92,4.0,4.0,2.5 baths,Minato Ku,168286.00,8,2
2133,4.92,2.0,4.0,1.5 baths,Shibuya Ku,36571.00,6,2
2134,4.92,1.0,2.0,1 bath,Setagaya Ku,15784.00,4,3
2135,4.92,1.0,16.0,Half-bath,Ota Ku,49009.00,16,1
2136,4.92,1.0,nan,1 bath,Nakano Ku,7357.00,1,5
2137,4.92,1.0,2.0,1 bath,Shinjuku Ku,12029.00,3,1
2138,4.92,2.0,2.0,1 bath,Sumida Ku,20286.00,6,4
2139,4.92,2.0,3.0,1 bath,Minato Ku,25000.00,4,30
2140,4.92,4.0,5.0,1.5 baths,Toshima Ku,28800.00,15,2
2141,4.92,1.0,1.0,1 bath,Sumida Ku,9032.00,2,2
2142,4.92,nan,1.0,1 shared bath,Edogawa Ku,6500.00,3,2
2143,4.92,1.0,1.0,1 bath,Shinjuku Ku,16698.00,2,1
2144,4.91,nan,4.0,1 shared bath,Kita Ku,22757.00,4,2
2145,4.91,1.0,1.0,1 bath,Suginami Ku,12000.00,2,5
2146,4.91,1.0,3.0,1 bath,Toshima Ku,17904.00,6,1
2147,4.91,1.0,4.0,1 bath,Toshima Ku,29186.00,8,1
2148,4.91,3.0,nan,1 bath,Kita Ku,13029.00,6,3
2149,4.91,3.0,8.0,1.5 baths,Shibuya Ku,44000.00,10,1
2150,4.91,nan,1.0,1 shared bath,Edogawa Ku,6500.00,2,1
2151,4.91,1.0,2.0,1 private bath,Shinjuku Ku,9062.00,2,1
2152,4.91,1.0,2.0,1 bath,Sumida Ku,15171.00,3,2
2153,4.91,1.0,3.0,1 bath,Ota Ku,13571.00,4,3
2154,4.91,1.0,2.0,1 bath,Sumida Ku,12009.00,4,2
2155,4.91,3.0,5.0,1.5 baths,Toshima Ku,61057.00,6,1
2156,4.91,2.0,4.0,1 bath,Bunkyo Ku,38714.00,6,1
2157,4.91,nan,1.0,1 private bath,Setagaya Ku,5300.00,1,2
2158,4.91,1.0,nan,1 bath,Sumida Ku,11571.00,3,5
2159,4.91,1.0,2.0,1 bath,Koto Ku,12594.00,3,1
2160,4.91,1.0,2.0,1 private bath,Arakawa Ku,14071.00,3,1
2161,4.91,3.0,3.0,1 bath,Shinjuku Ku,40000.00,6,2
2162,4.91,1.0,1.0,1 bath,Setagaya Ku,14643.00,5,3
2163,4.91,2.0,7.0,2 baths,Sumida Ku,40594.00,9,1
2164,4.91,4.0,7.0,3 baths,Ota Ku,30571.00,13,2
2165,4.91,1.0,1.0,1 bath,Nakano Ku,14571.00,2,1
2166,4.91,2.0,2.0,1 bath,Nakano Ku,30536.00,4,1
2167,4.91,4.0,5.0,2 baths,Setagaya Ku,25000.00,4,4
2168,4.91,1.0,1.0,1 private bath,Koto Ku,27500.00,2,1
2169,4.91,1.0,4.0,1 private bath,Koto Ku,38751.00,4,1
2170,4.91,1.0,1.0,1 bath,Shibuya Ku,15381.00,2,1
2171,4.91,2.0,4.0,1 bath,Ota Ku,15854.00,5,1
2172,4.91,5.0,13.0,8.5 baths,Taito Ku,60000.00,13,4
2173,4.91,nan,3.0,1 shared bath,Kokubunji Shi,5458.00,3,1
2174,4.91,1.0,4.0,1 private bath,Setagaya Ku,35589.00,6,1
2175,4.91,3.0,nan,1 bath,Bunkyo Ku,20571.00,6,2
2176,4.91,nan,nan,3.5 shared baths,Koto Ku,8823.00,2,2
2177,4.91,1.0,2.0,1 bath,Sumida Ku,17429.00,2,1
2178,4.91,4.0,7.0,2 baths,Katsushika Ku,30000.00,10,2
2179,4.91,3.0,5.0,2 baths,Shibuya Ku,35800.00,8,1
2180,4.91,1.0,2.0,1 bath,Shinjuku Ku,42143.00,6,2
2181,4.91,2.0,6.0,1 bath,Arakawa Ku,25571.00,6,2
2182,4.91,4.0,10.0,2 baths,Komae Shi,34000.00,16,2
2183,4.91,1.0,1.0,1 bath,Shinjuku Ku,39143.00,2,3
2184,4.91,nan,1.0,2 shared baths,Toshima Ku,3673.00,1,1
2185,4.91,nan,1.0,1.5 baths,Shinjuku Ku,13000.00,2,1
2186,4.91,1.0,1.0,1 bath,Itabashi Ku,10014.00,3,4
2187,4.91,2.0,3.0,1 bath,Toshima Ku,16429.00,6,2
2188,4.91,1.0,nan,1 bath,Sumida Ku,19500.00,5,1
2189,4.91,nan,4.0,1 shared bath,Setagaya Ku,3500.00,2,2
2190,4.91,nan,1.0,1 bath,Ota Ku,11250.00,2,1
2191,4.91,1.0,1.0,1 bath,Suginami Ku,5500.00,1,1
2192,4.91,1.0,3.0,1 bath,Toshima Ku,17800.00,5,5
2193,4.91,2.0,3.0,1 bath,Suginami Ku,35714.00,4,1
2194,4.91,1.0,1.0,1 bath,Setagaya Ku,18000.00,4,3
2195,4.91,2.0,2.0,1 private bath,Taito Ku,21857.00,4,1
2196,4.91,3.0,4.0,1 bath,Setagaya Ku,33571.00,8,2
2197,4.91,1.0,4.0,1 bath,Kita Ku,13695.00,5,3
2198,4.91,5.0,1.0,1.5 baths,Minato Ku,30739.00,13,2
2199,4.91,1.0,3.0,1 bath,Sumida Ku,16000.00,5,1
2200,4.91,2.0,2.0,1 bath,Setagaya Ku,33000.00,10,4
2201,4.91,1.0,2.0,1 bath,Sumida Ku,13500.00,4,1
2202,4.91,1.0,1.0,1 bath,Chiyoda Ku,35714.00,2,3
2203,4.91,3.0,3.0,1 bath,Adachi Ku,21571.00,7,2
2204,4.91,1.0,1.0,1.5 baths,Shinjuku Ku,13071.00,2,2
2205,4.91,1.0,2.0,1 bath,Chuo Ku,48086.00,5,1
2206,4.91,1.0,2.0,1 bath,Setagaya Ku,10929.00,4,2
2207,4.91,3.0,3.0,2 baths,Shinjuku Ku,38146.00,7,2
2208,4.91,nan,4.0,1 bath,Chuo Ku,44786.00,4,1
2209,4.91,3.0,3.0,1 bath,Toshima Ku,28000.00,6,2
2210,4.91,nan,1.0,1 private bath,Shibuya Ku,9975.00,1,1
2211,4.91,1.0,1.0,1.5 baths,Edogawa Ku,10429.00,2,3
2212,4.91,4.0,4.0,2 baths,Shinjuku Ku,60000.00,12,2
2213,4.91,3.0,5.0,1.5 baths,Shinjuku Ku,38571.00,8,2
2214,4.91,2.0,4.0,1.5 baths,Shinjuku Ku,100000.00,6,3
2215,4.91,2.0,5.0,1 private bath,Taito Ku,47600.00,6,1
2216,4.91,3.0,3.0,1 bath,Taito Ku,16000.00,8,1
2217,4.91,1.0,1.0,1 bath,Katsushika Ku,4940.00,2,1
2218,4.91,nan,2.0,1 bath,Taito Ku,8286.00,2,3
2219,4.91,1.0,2.0,1 private bath,Nakano Ku,25000.00,3,1
2220,4.91,1.0,5.0,1 bath,Toshima Ku,18000.00,5,1
2221,4.91,1.0,2.0,1 private bath,Nakano Ku,21143.00,3,1
2222,4.91,1.0,3.0,1 private bath,Nerima Ku,7771.00,4,1
2223,4.91,1.0,1.0,1 bath,Chuo Ku,32529.00,2,2
2224,4.91,1.0,3.0,1 bath,Sumida Ku,19714.00,6,2
2225,4.91,nan,1.0,1.5 shared baths,Nerima Ku,7500.00,2,2
2226,4.91,1.0,3.0,1 bath,Shibuya Ku,32000.00,5,2
2227,4.91,nan,3.0,1 shared bath,Taito Ku,3800.00,3,1
2228,4.91,3.0,6.0,1.5 baths,Shinjuku Ku,73571.00,12,2
2229,4.91,1.0,3.0,1 bath,Shinjuku Ku,44571.00,5,3
2230,4.91,2.0,2.0,1.5 baths,Koto Ku,24086.00,6,2
2231,4.91,2.0,4.0,1 bath,Shinjuku Ku,24429.00,6,2
2232,4.91,1.0,1.0,1.5 baths,Shinjuku Ku,9152.00,4,2
2233,4.91,1.0,3.0,1 bath,Shinjuku Ku,13429.00,3,2
2234,4.91,1.0,31.0,3 baths,Okutama Machi,126000.00,16,1
2235,4.91,3.0,6.0,1 bath,Taito Ku,23143.00,8,2
2236,4.91,2.0,2.0,2 shared baths,Shinjuku Ku,6771.00,2,1
2237,4.91,2.0,5.0,1.5 baths,Taito Ku,16703.00,6,1
2238,4.91,1.0,2.0,2 shared baths,Shinjuku Ku,8429.00,2,1
2239,4.91,2.0,4.0,1 bath,Mitaka Shi,24000.00,4,1
2240,4.91,1.0,1.0,1 bath,Chuo Ku,32200.00,2,2
2241,4.91,1.0,2.0,1 bath,Sumida Ku,7869.00,3,2
2242,4.91,nan,2.0,1 bath,Setagaya Ku,13691.00,4,2
2243,4.91,4.0,6.0,1 bath,Taito Ku,32000.00,8,2
2244,4.91,2.0,2.0,1 bath,Sumida Ku,58429.00,5,2
2245,4.91,1.0,1.0,1 bath,Shinjuku Ku,32857.00,6,1
2246,4.91,3.0,3.0,1.5 baths,Toshima Ku,23429.00,6,3
2247,4.91,1.0,1.0,1 bath,Taito Ku,12893.00,2,1
2248,4.91,1.0,2.0,1 bath,Ota Ku,12257.00,3,1
2249,4.91,1.0,3.0,1 bath,Nakano Ku,17514.00,5,2
2250,4.91,nan,2.0,1 private bath,Toshima Ku,10214.00,2,2
2251,4.91,1.0,2.0,1.5 baths,Shinjuku Ku,20714.00,4,2
2252,4.91,nan,1.0,1 bath,Meguro Ku,13800.00,2,30
2253,4.91,1.0,2.0,1 bath,Shibuya Ku,30071.00,4,1
2254,4.91,5.0,8.0,1.5 baths,Shinjuku Ku,32857.00,10,2
2255,4.91,1.0,2.0,1 bath,Nakano Ku,7990.00,3,2
2256,4.91,2.0,2.0,1 bath,Shinjuku Ku,17514.00,5,1
2257,4.91,1.0,2.0,1 bath,Sumida Ku,13758.00,4,2
2258,4.91,nan,1.0,1 bath,Sumida Ku,13000.00,2,2
2259,4.91,1.0,2.0,1 bath,Suginami Ku,12000.00,2,14
2260,4.91,2.0,5.0,1 bath,Ota Ku,11906.00,7,2
2261,4.91,1.0,6.0,1 private bath,Shinjuku Ku,44910.00,8,1
2262,4.91,2.0,2.0,1 bath,Shinjuku Ku,32143.00,4,2
2263,4.91,1.0,2.0,1 bath,Ota Ku,41429.00,10,1
2264,4.91,nan,1.0,1 bath,Sumida Ku,13000.00,2,2
2265,4.91,1.0,2.0,1 bath,Shinjuku Ku,26071.00,4,2
2266,4.91,4.0,6.0,2 baths,Taito Ku,48346.00,16,1
2267,4.9,1.0,3.0,1.5 baths,Taito Ku,15000.00,4,1
2268,4.9,2.0,3.0,1 bath,Ota Ku,15286.00,6,3
2269,4.9,1.0,2.0,1 private bath,Shinjuku Ku,15857.00,2,1
2270,4.9,nan,8.0,1 shared bath,Shinagawa Ku,3000.00,3,1
2271,4.9,4.0,7.0,2.5 baths,Shinjuku Ku,72843.00,16,3
2272,4.9,1.0,1.0,1 bath,Shinjuku Ku,10786.00,2,1
2273,4.9,nan,1.0,1 bath,Suginami Ku,13714.00,2,3
2274,4.9,nan,2.0,1 bath,Toshima Ku,15143.00,3,2
2275,4.9,1.0,4.0,1 bath,Taito Ku,18664.00,4,2
2276,4.9,1.0,nan,1 bath,Nakano Ku,12946.00,3,1
2277,4.9,nan,2.0,1 shared bath,Shinagawa Ku,6857.00,2,2
2278,4.9,nan,2.0,1 shared bath,Setagaya Ku,37714.00,2,2
2279,4.9,nan,1.0,1 bath,Setagaya Ku,6902.00,2,2
2280,4.9,1.0,1.0,1 bath,Shinjuku Ku,13042.00,2,1
2281,4.9,1.0,1.0,1 bath,Toshima Ku,8429.00,2,1
2282,4.9,3.0,4.0,1.5 baths,Shinjuku Ku,36793.00,6,1
2283,4.9,1.0,3.0,1 bath,Ota Ku,15191.00,6,2
2284,4.9,1.0,4.0,1.5 baths,Taito Ku,35143.00,8,2
2285,4.9,2.0,2.0,1 bath,Shinjuku Ku,29993.00,4,1
2286,4.9,nan,2.0,1 private bath,Shinjuku Ku,10086.00,4,2
2287,4.9,5.0,9.0,1.5 baths,Katsushika Ku,38029.00,12,3
2288,4.9,2.0,5.0,2 baths,Toshima Ku,34571.00,8,2
2289,4.9,2.0,7.0,1.5 baths,Itabashi Ku,27029.00,10,2
2290,4.9,1.0,1.0,1 bath,Shibuya Ku,20000.00,2,4
2291,4.9,nan,3.0,1 shared bath,Nakano Ku,11614.00,2,3
2292,4.9,5.0,10.0,2.5 baths,Shinjuku Ku,53714.00,16,2
2293,4.9,1.0,1.0,1 bath,Shibuya Ku,14793.00,2,2
2294,4.9,4.0,4.0,1.5 baths,Edogawa Ku,43249.00,8,1
2295,4.9,1.0,2.0,1 bath,Katsushika Ku,6971.00,2,1
2296,4.9,2.0,4.0,1 bath,Ota Ku,19489.00,8,2
2297,4.9,1.0,1.0,1.5 baths,Taito Ku,7129.00,1,7
2298,4.9,3.0,3.0,1 bath,Shibuya Ku,37276.00,8,3
2299,4.9,2.0,2.0,1 bath,Shibuya Ku,12830.00,4,2
2300,4.9,3.0,3.0,1 bath,Kita Ku,14214.00,4,1
2301,4.9,4.0,4.0,1 bath,Ota Ku,40000.00,8,2
2302,4.9,1.0,2.0,1 bath,Katsushika Ku,2514.00,2,1
2303,4.9,nan,nan,1 private bath,Taito Ku,24280.00,3,3
2304,4.9,nan,1.0,1 shared bath,Edogawa Ku,3250.00,3,1
2305,4.9,nan,6.0,1 private bath,Sumida Ku,14400.00,4,1
2306,4.9,1.0,2.0,1 bath,Kita Ku,9571.00,2,2
2307,4.9,4.0,5.0,2 baths,Shinjuku Ku,62000.00,10,2
2308,4.9,nan,1.0,1 private bath,Shibuya Ku,20897.00,2,1
2309,4.9,nan,2.0,1 bath,Chuo Ku,36800.00,3,2
2310,4.9,3.0,6.0,3 baths,Toshima Ku,30000.00,11,3
2311,4.9,1.0,3.0,1 bath,Shinagawa Ku,28486.00,3,1
2312,4.9,nan,2.0,1.5 shared baths,Shinjuku Ku,5971.00,2,3
2313,4.9,1.0,2.0,1 bath,Shinjuku Ku,15659.00,2,1
2314,4.9,1.0,4.0,1 bath,Sumida Ku,18664.00,4,2
2315,4.9,nan,1.0,1 bath,Sumida Ku,13000.00,2,2
2316,4.9,4.0,3.0,1 bath,Koto Ku,19000.00,7,1
2317,4.9,2.0,1.0,1.5 baths,Minato Ku,66651.00,5,3
2318,4.9,2.0,4.0,1 bath,Katsushika Ku,18283.00,8,2
2319,4.9,1.0,2.0,1 bath,Katsushika Ku,5443.00,2,1
2320,4.9,3.0,3.0,1 bath,Toshima Ku,111531.00,10,2
2321,4.9,1.0,1.0,1 bath,Shinjuku Ku,12571.00,2,1
2322,4.9,nan,2.0,1 private bath,Taito Ku,8657.00,2,1
2323,4.9,1.0,2.0,1 bath,Toshima Ku,9538.00,4,1
2324,4.9,nan,1.0,1 bath,Sumida Ku,13000.00,2,2
2325,4.9,1.0,2.0,1 private bath,Shinjuku Ku,9062.00,2,1
2326,4.9,2.0,4.0,1 bath,Minato Ku,56234.00,8,2
2327,4.9,1.0,3.0,1 bath,Shinjuku Ku,53214.00,6,3
2328,4.9,4.0,8.0,1.5 baths,Nakano Ku,31886.00,15,2
2329,4.9,2.0,3.0,1 bath,Ota Ku,25795.00,6,3
2330,4.9,3.0,4.0,1.5 baths,Edogawa Ku,42429.00,8,3
2331,4.9,1.0,1.0,1 bath,Edogawa Ku,5950.00,4,2
2332,4.9,nan,1.0,1 shared bath,Musashimurayama Shi,3500.00,3,1
2333,4.9,1.0,1.0,1 bath,Setagaya Ku,28236.00,5,1
2334,4.9,2.0,6.0,1 bath,Sumida Ku,19143.00,4,5
2335,4.9,1.0,3.0,1 bath,Setagaya Ku,14000.00,4,1
2336,4.9,1.0,2.0,1 bath,Setagaya Ku,12400.00,3,1
2337,4.9,3.0,4.0,1 bath,Sumida Ku,30235.00,9,1
2338,4.9,2.0,4.0,2 baths,Koto Ku,20000.00,4,1
2339,4.9,4.0,8.0,1.5 baths,Shinjuku Ku,47857.00,14,1
2340,4.9,nan,1.0,1 shared bath,Shinjuku Ku,6551.00,1,2
2341,4.9,1.0,2.0,1 bath,Shinagawa Ku,6849.00,4,1
2342,4.9,nan,2.0,1 bath,Setagaya Ku,6000.00,2,2
2343,4.9,1.0,2.0,1.5 baths,Arakawa Ku,6143.00,2,1
2344,4.9,1.0,1.0,1 bath,Shinjuku Ku,11681.00,2,1
2345,4.9,4.0,9.0,1.5 baths,Nakano Ku,34960.00,10,2
2346,4.9,nan,4.0,1 bath,Setagaya Ku,15000.00,4,2
2347,4.9,nan,2.0,1 shared bath,Taito Ku,5500.00,2,2
2348,4.9,1.0,2.0,1 bath,Sumida Ku,24286.00,5,1
2349,4.9,1.0,1.0,1 bath,Shinjuku Ku,15673.00,2,1
2350,4.9,nan,3.0,1 bath,Edogawa Ku,14143.00,5,1
2351,4.9,3.0,7.0,3 baths,Sumida Ku,55000.00,16,5
2352,4.9,1.0,1.0,1 bath,Sumida Ku,9357.00,2,1
2353,4.9,nan,3.0,1 bath,Ota Ku,14000.00,3,2
2354,4.9,2.0,3.0,1 bath,Kodaira Shi,5100.00,3,5
2355,4.9,1.0,1.0,1 bath,Shinjuku Ku,142933.00,2,1
2356,4.9,1.0,2.0,1.5 baths,Katsushika Ku,10694.00,3,2
2357,4.9,1.0,nan,1 bath,Shinjuku Ku,5000.00,1,4
2358,4.9,1.0,1.0,1 bath,Nakano Ku,11057.00,4,1
2359,4.9,1.0,3.0,2 shared baths,Arakawa Ku,11143.00,3,1
2360,4.9,2.0,4.0,1 bath,Taito Ku,30514.00,4,1
2361,4.9,nan,1.0,1 bath,Shibuya Ku,20440.00,2,1
2362,4.9,1.0,2.0,1.5 baths,Taito Ku,12286.00,4,4
2363,4.9,1.0,2.0,1 bath,Sumida Ku,11143.00,2,5
2364,4.9,2.0,3.0,1 bath,Shinagawa Ku,12000.00,4,2
2365,4.9,3.0,7.0,1 bath,Taito Ku,30000.00,9,3
2366,4.9,2.0,2.0,1 bath,Minato Ku,25000.00,5,30
2367,4.9,nan,2.0,1 shared bath,Arakawa Ku,11800.00,4,2
2368,4.9,3.0,7.0,1 bath,Nakano Ku,58000.00,8,3
2369,4.9,1.0,4.0,1 private bath,Taito Ku,18018.00,4,2
2370,4.9,2.0,2.0,2 baths,Shinjuku Ku,33643.00,4,1
2371,4.9,1.0,2.0,1 bath,Minato Ku,15443.00,3,1
2372,4.9,nan,nan,2 shared baths,Nerima Ku,12975.00,2,3
2373,4.9,nan,4.0,1 shared bath,Machida Shi,10000.00,6,2
2374,4.9,1.0,nan,1 bath,Suginami Ku,14000.00,4,2
2375,4.9,2.0,3.0,1 bath,Nakano Ku,28600.00,6,2
2376,4.9,2.0,5.0,1.5 baths,Ota Ku,20213.00,10,2
2377,4.9,nan,2.0,3 shared baths,Suginami Ku,3957.00,3,1
2378,4.9,4.0,5.0,2 baths,Katsushika Ku,35343.00,8,1
2379,4.9,3.0,6.0,2 baths,Sumida Ku,51029.00,10,2
2380,4.9,2.0,1.0,2 baths,Sumida Ku,14316.00,6,3
2381,4.9,1.0,2.0,1.5 baths,Tama Shi,6371.00,5,1
2382,4.9,3.0,4.0,1.5 baths,Taito Ku,42514.00,8,3
2383,4.9,nan,2.0,2 baths,Shinjuku Ku,4900.00,1,3
2384,4.9,nan,12.0,1 shared bath,Ota Ku,5857.00,12,2
2385,4.9,1.0,2.0,nan,Bunkyo Ku,50000.00,2,1
2386,4.9,1.0,2.0,1 bath,Taito Ku,29029.00,2,1
2387,4.9,1.0,2.0,1 bath,Toshima Ku,15829.00,4,1
2388,4.9,1.0,1.0,1 bath,Shinjuku Ku,7444.00,2,2
2389,4.9,1.0,2.0,Private half-bath,Chuo Ku,18429.00,2,1
2390,4.9,1.0,1.0,1 bath,Edogawa Ku,9429.00,3,2
2391,4.9,2.0,6.0,1 bath,Higashimurayama Shi,43249.00,9,30
2392,4.9,1.0,4.0,1 bath,Sumida Ku,13300.00,4,3
2393,4.9,2.0,nan,1 bath,Ota Ku,15143.00,4,3
2394,4.9,1.0,2.0,1 bath,Shinjuku Ku,9811.00,2,1
2395,4.9,4.0,4.0,1 bath,Minato Ku,275179.00,8,4
2396,4.9,4.0,5.0,1 bath,Arakawa Ku,31571.00,9,2
2397,4.9,2.0,7.0,1.5 baths,Minato Ku,75429.00,8,2
2398,4.9,3.0,6.0,2 baths,Shinjuku Ku,69800.00,10,2
2399,4.9,2.0,2.0,1 bath,Koto Ku,6500.00,4,1
2400,4.9,1.0,1.0,1 shared bath,Chuo Ku,24204.00,2,1
2401,4.9,1.0,nan,1 bath,Shibuya Ku,21929.00,2,1
2402,4.9,1.0,2.0,1 bath,Sumida Ku,8183.00,2,2
2403,4.9,2.0,3.0,1 bath,Toshima Ku,14976.00,6,2
2404,4.9,1.0,3.0,Half-bath,Suginami Ku,10000.00,4,1
2405,4.9,nan,2.0,1.5 shared baths,Meguro Ku,3714.00,2,1
2406,4.9,2.0,4.0,1 bath,Toshima Ku,13511.00,6,1
2407,4.9,2.0,6.0,1 bath,Meguro Ku,78428.00,11,1
2408,4.9,3.0,4.0,1 bath,Toshima Ku,28114.00,8,2
2409,4.9,nan,1.0,1.5 baths,Shibuya Ku,20000.00,2,1
2410,4.89,2.0,6.0,1 bath,Edogawa Ku,20000.00,6,1
2411,4.89,nan,2.0,3 shared baths,Suginami Ku,3555.00,3,1
2412,4.89,1.0,1.0,1 bath,Toshima Ku,9998.00,2,1
2413,4.89,1.0,2.0,1 private bath,Nakano Ku,18143.00,3,1
2414,4.89,nan,3.0,1 bath,Shibuya Ku,11571.00,3,2
2415,4.89,1.0,2.0,1.5 baths,Toshima Ku,15531.00,3,1
2416,4.89,1.0,2.0,1 bath,Sumida Ku,9811.00,2,2
2417,4.89,2.0,4.0,1 bath,Sumida Ku,10993.00,4,1
2418,4.89,1.0,3.0,1 bath,Sumida Ku,19000.00,5,2
2419,4.89,1.0,2.0,1.5 baths,Shinjuku Ku,16971.00,3,3
2420,4.89,1.0,3.0,1 bath,Taito Ku,10786.00,3,2
2421,4.89,1.0,1.0,1 private bath,Shinjuku Ku,9885.00,2,1
2422,4.89,3.0,5.0,1.5 baths,Shinjuku Ku,45286.00,10,1
2423,4.89,3.0,5.0,1 bath,Sumida Ku,26664.00,8,2
2424,4.89,1.0,2.0,1 bath,Taito Ku,14486.00,3,2
2425,4.89,1.0,1.0,1 bath,Shibuya Ku,25000.00,2,2
2426,4.89,1.0,1.0,1 bath,Chuo Ku,31214.00,3,2
2427,4.89,1.0,1.0,1 bath,Shinjuku Ku,23873.00,3,2
2428,4.89,nan,1.0,1 private bath,Chuo Ku,9857.00,2,1
2429,4.89,nan,5.0,1 private bath,Taito Ku,8714.00,5,2
2430,4.89,1.0,1.0,1 bath,Nakano Ku,10114.00,3,3
2431,4.89,nan,nan,1.5 shared baths,Setagaya Ku,9429.00,3,1
