latitude,longitude,price,room_type,accommodates,bedrooms,beds,review_scores_rating,address
35.71379,139.8118,1300000.0,Entire home apt,2,,1.0,4.91,"3-chōme-38-10 Mukōjima, Sumida City, Tokyo 131-0033, Japan"
35.71297,139.8104,1300000.0,Entire home apt,2,,1.0,4.92,"Japan, 〒131-0033 Tokyo, Sumida City, Mukōjima, 3-chōme−35−７ シャトル小梅"
35.71488,139.80984,1300000.0,Entire home apt,2,,1.0,4.79,"3-chōme-7-1 Mukōjima, Sumida City, Tokyo 131-0033, Japan"
35.71305,139.81057,1300000.0,Entire home apt,2,,1.0,4.91,"3-chōme-36-13 Mukōjima, Sumida City, Tokyo 131-0033, Japan"
35.7139,139.80971,1300000.0,Entire home apt,2,,1.0,4.88,"Japan, 〒131-0033 Tokyo, Sumida City, Mukōjima, 3-chōme−20−１３ 兼松ビル"
35.71386,139.81171,1300000.0,Entire home apt,2,,1.0,4.98,"3-chōme-38-10 Mukōjima, Sumida City, Tokyo 131-0033, Japan"
35.71356,139.81006,1300000.0,Entire home apt,2,,1.0,4.78,"3-chōme-26-11 Mukōjima, Sumida City, Tokyo 131-0033, Japan"
35.71328,139.81131,1300000.0,Entire home apt,2,,1.0,4.92,"3-chōme-37-21 Mukōjima, Sumida City, Tokyo 131-0033, Japan"
35.71381,139.80972,1300000.0,Entire home apt,2,,1.0,4.9,"Japan, 〒131-0033 Tokyo, Sumida City, Mukōjima, 3-chōme−20−１３ 兼松ビル"
35.71379,139.81196,1235700.0,Entire home apt,2,,1.0,4.84,"3-chōme-38-10 Mukōjima, Sumida City, Tokyo 131-0033, Japan"
35.71526,139.80999,1300000.0,Entire home apt,2,,1.0,4.9,"Japan, 〒131-0033 Tokyo, Sumida City, Mukōjima, 3-chōme−6−１０ ライオンズ墨田押上"
35.73449,139.79033,407100.0,Shared room,1,,1.0,5.0,"1-chōme-38-1 Minamisenju, Arakawa City, Tokyo 116-0003, Japan"
35.71101,139.80429,2682900.0,Entire home apt,9,3.0,7.0,4.77,"1-chōme-7-14 Mukōjima, Sumida City, Tokyo 131-0033, Japan"
35.71966,139.69375,850000.0,Private room,2,,2.0,5.0,"2-chōme-5-26 Nakaochiai, Shinjuku City, Tokyo 161-0032, Japan"
35.70059,139.70639,1350000.0,Entire home apt,2,1.0,1.0,4.41,"1-chōme-4-12 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
35.70079,139.70634,1350000.0,Entire home apt,2,,1.0,4.4,"Japan, 〒169-0072 Tokyo, Shinjuku City, Ōkubo, 1-chōme−4−１４ 酒蔵駒忠新大久保店"
35.69541,139.69603,4018700.0,Entire home apt,6,1.0,4.0,4.79,"7-chōme-19-9 Nishishinjuku, Shinjuku City, Tokyo 160-0023, Japan"
35.69315,139.72079,804900.0,Entire home apt,3,,2.0,4.19,"Japan, 〒162-0066 Tokyo, Shinjuku City, Ichigayadaimachi, 1−２ バラスト市ヶ谷"
35.69458,139.72145,760100.0,Entire home apt,3,,2.0,4.57,"2-24 Ichigayanakanochō, Shinjuku City, Tokyo 162-0064, Japan"
35.69538,139.72076,804900.0,Entire home apt,3,,2.0,4.21,"3-2 Kawadachō, Shinjuku City, Tokyo 162-0054, Japan"
35.69521,139.71953,804900.0,Entire home apt,3,,2.0,4.32,"Japan, 〒162-0065 Tokyo, Shinjuku City, Sumiyoshichō, 11−１１ 新宿住吉町社宅"
35.694,139.72145,812600.0,Entire home apt,3,,2.0,4.5,"Japan, 〒162-0064 Tokyo, Shinjuku City, Ichigayanakanochō, 1−２ エリート総合学院"
35.67541,139.63408,1100000.0,Private room,2,,2.0,4.98,"3-chōme-41-41-5-D Shimotakaido, Suginami City, Tokyo 168-0073, Japan"
35.71933,139.79776,550000.0,Private room,2,,1.0,4.99,"Japan, 〒111-0032 Tokyo, Taito City, Asakusa, 5-chōme−4−２ 太洋テント商会"
35.71526,139.71091,105238700.0,Entire home apt,1,1.0,1.0,4.5,"Japan, 〒171-0033 Tokyo, Toshima City, Takada, 3-chōme−23−１３ 大崎ビル"
35.72083397463314,139.78386316862262,1504300.0,Private room,4,,3.0,4.46,"2-chōme-6-13 Shitaya, Taito City, Tokyo 110-0004, Japan"
35.73231,139.7283,1200000.0,Entire home apt,4,1.0,2.0,4.41,"Japan, 〒170-0004 Tokyo, Toshima City, Kitaōtsuka, 2-chōme−6−１３ チコービル 5階"
35.71345,139.80987,1271400.0,Entire home apt,2,,1.0,4.67,"3-chōme-25-5 Mukōjima, Sumida City, Tokyo 131-0033, Japan"
35.71319,139.81176,1300000.0,Entire home apt,2,,1.0,4.86,"3-chōme-39-18 Mukōjima, Sumida City, Tokyo 131-0033, Japan"
35.65539,139.71024,1859700.0,Entire home apt,4,1.0,3.0,4.82,"2 Chome-5 Higashi, Shibuya City, Tokyo 150-0011, Japan"
35.71094,139.71505,1190000.0,Entire home apt,8,1.0,5.0,4.61,"3-chōme-10-12 Nishiwaseda, Shinjuku City, Tokyo 169-0051, Japan"
35.70013,139.706,1350000.0,Entire home apt,3,1.0,2.0,4.8,"Japan, 〒169-0072 Tokyo, Shinjuku City, Ōkubo, 1-chōme−5, Tokyo To東京都 東新宿区大久保1−5−5"
35.66257,139.70108,1007900.0,Entire home apt,2,1.0,2.0,4.37,"1-chōme-11-5 Jinnan, Shibuya City, Tokyo 150-0041, Japan"
35.69369,139.62975,700000.0,Private room,2,,1.0,4.8,"4-chōme-8-3 Naritanishi, Suginami City, Tokyo 166-0016, Japan"
35.69957,139.70652,1400000.0,Entire home apt,2,1.0,2.0,4.83,"1-chōme-1-31 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
35.70271,139.69475,900000.0,Entire home apt,1,,,4.34,"Japan, 〒169-0074 Tokyo, Shinjuku City, Kitashinjuku, 3-chōme−1−１６ ザ・パークハウス新宿柏木"
35.7257,139.7101,2480000.0,Entire home apt,2,1.0,1.0,4.96,"Japan, 〒171-0022 Tokyo, Toshima City, Minamiikebukuro, 1-chōme−14−２ リフュージュ・アイ・ノース 203"
35.70143,139.69372,435700.0,Private room,2,1.0,1.0,4.56,"1-chōme-13-22 Kitashinjuku, Shinjuku City, Tokyo 169-0074, Japan"
35.70166,139.70769,1400000.0,Entire home apt,2,1.0,2.0,4.65,"2-chōme-7-17 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
35.70121,139.70824,1800000.0,Entire home apt,3,1.0,1.0,4.61,"2-chōme-1-88 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
35.70774,139.80426,808600.0,Private room,2,,1.0,4.87,"Japan, 〒130-0005 Tokyo, Sumida City, Higashikomagata, 3-chōme−19−８ 東京東信用金庫駒形支店"
35.70887,139.80449,708600.0,Private room,2,,1.0,4.95,"Japan, 〒130-0001 Tokyo, Sumida City, Azumabashi, 3-chōme−7−１ ペパーコントロール商会"
35.66354751586914,139.69981384277344,3428600.0,Entire home apt,4,1.0,2.0,4.89,"Japan, 〒150-0041 Tokyo, Shibuya City, Jinnan, 1-chōme−15−５, Jinnan Plaza Bldg., 1F"
35.70006,139.7061,1400000.0,Entire home apt,2,1.0,2.0,4.78,"1-chōme-5-21 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
35.7016,139.70684,1800000.0,Entire home apt,3,1.0,3.0,4.71,"2-chōme-12-7 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
35.70168,139.70844,1400000.0,Entire home apt,2,1.0,2.0,4.74,"Japan, 〒169-0072 Tokyo, Shinjuku City, Ōkubo, 2-chōme−1−９ 日興ユニパリス大久保"
35.70025,139.70834,1400000.0,Entire home apt,2,1.0,2.0,4.76,"7-chōme-26-31 Shinjuku, Shinjuku City, Tokyo 160-0022, Japan"
35.70134,139.70823,1800000.0,Entire home apt,3,1.0,3.0,4.51,"2-chōme-1-88 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
35.66832,139.6262,802900.0,Entire home apt,4,1.0,3.0,4.73,"3-chōme-14-7 Kamikitazawa, Setagaya City, Tokyo 156-0057, Japan"
35.69969,139.70638,1400000.0,Entire home apt,2,1.0,2.0,4.5,"Japan, 〒169-0072 Tokyo, Shinjuku City, Ōkubo, 1-chōme−1, ドアーズ東新宿"
35.69963,139.70652,1400000.0,Entire home apt,2,1.0,2.0,4.55,"1-chōme-1-31 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
35.70196,139.7078,1400000.0,Entire home apt,2,1.0,2.0,4.63,"Japan, 〒169-0072 Tokyo, Shinjuku City, Ōkubo, 2-chōme−6−１０ 新宿第二アルプスマンション B1"
35.70167,139.70631,1800000.0,Entire home apt,3,1.0,3.0,4.6,"2-chōme-13-13 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
35.69965,139.70769,1400000.0,Entire home apt,2,1.0,2.0,4.63,"1-chōme-3-3 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
35.70605,139.74164,1320000.0,Entire home apt,2,,1.0,4.41,"5-13 Shinogawamachi, Shinjuku City, Tokyo 162-0814, Japan"
35.55998,139.73654,900000.0,Entire home apt,2,1.0,2.0,4.78,"2-chōme-7-7 Nishikōjiya, Ota City, Tokyo 144-0034, Japan"
35.55959,139.7377,900000.0,Entire home apt,2,1.0,2.0,5.0,"2-chōme-10-9 Nishikōjiya, Ota City, Tokyo 144-0034, Japan"
35.64229,139.66603,914300.0,Entire home apt,2,,1.0,4.44,"2-chōme-23-1 Sangenjaya, Setagaya City, Tokyo 154-0024, Japan"
35.69982,139.70693,1400000.0,Entire home apt,2,1.0,2.0,4.63,"1-chōme-4-1 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
35.73746,139.69601,400000.0,Private room,2,,1.0,4.4,"2-chōme-8-3 Takamatsu, Toshima City, Tokyo 171-0042, Japan"
35.73747,139.69603,800000.0,Private room,2,,1.0,5.0,"2-chōme-8-3 Takamatsu, Toshima City, Tokyo 171-0042, Japan"
35.73748,139.69605,400000.0,Private room,2,,1.0,5.0,"2-chōme-8-3 Takamatsu, Toshima City, Tokyo 171-0042, Japan"
35.64912,139.5487,1300000.0,Entire home apt,7,2.0,3.0,4.78,"Japan, 〒182-0024 Tokyo, Chofu, Fuda, 3-chōme−３８−３ ライオンズガーデン調布けやきの杜"
35.72941,139.72823,961400.0,Entire home apt,3,1.0,1.0,4.43,"Ichigo Otsuka Building, 3-chōme-46-3 Minamiōtsuka, Toshima City, Tokyo 170-0005, Japan"
35.7043,139.77223,2400000.0,Entire home apt,6,3.0,3.0,4.73,"Token Bldg., 5-chōme-2-4 Sotokanda, Chiyoda City, Tokyo 101-0021, Japan"
35.70192,139.70844,1400000.0,Entire home apt,2,1.0,2.0,4.76,"Japan, 〒169-0072 Tokyo, Shinjuku City, Ōkubo, 2-chōme−1−１１ モナークマンション大久保 ２０１号"
35.7018,139.70611,1400000.0,Entire home apt,2,1.0,2.0,4.75,"Japan, 〒169-0072 Tokyo, Shinjuku City, Ōkubo, 2-chōme−13−９ ベルドミール・エマ"
35.69966,139.70786,1400000.0,Entire home apt,2,1.0,2.0,4.76,"Higashi-Shinjuku Station, 7 Chome-27-11 Shinjuku, Shinjuku City, Tokyo 160-0022, Japan"
35.73107,139.83468,6938300.0,Entire home apt,16,5.0,7.0,4.72,"Japan, 〒124-0014 Tokyo, Katsushika City, Higashiyotsugi, 3-chōme−23−６ 山田ビル"
35.71809,139.81405,4165700.0,Entire home apt,12,3.0,7.0,4.85,"Japan, 〒131-0032 Tokyo, Sumida City, Higashimukōjima, 2-chōme−4−１ シュヴェーレン"
35.70138,139.70827,1400000.0,Entire home apt,2,1.0,2.0,4.61,"2-chōme-1-88 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
35.66427,139.62597,740000.0,Entire home apt,4,1.0,2.0,4.81,"Japan, 〒156-0057 Tokyo, Setagaya City, Kamikitazawa, 1-chōme−30−１６ ベルアルブル上北沢"
35.69987,139.69761,2614300.0,Entire home apt,6,1.0,4.0,4.74,"Japan, 〒169-0073 Tokyo, Shinjuku City, Hyakuninchō, 1-chōme−23−１９ 南口ビル"
35.7117540753267,139.70897591325803,3285700.0,Entire home apt,6,3.0,5.0,4.86,"Japan, 〒169-0075 Tokyo, Shinjuku City, Takadanobaba, 2-chōme−8−２６ B1F"
35.66995,139.73997,5924600.0,Entire home apt,5,1.0,1.0,4.86,"2-chōme-17-15 Akasaka, Minato City, Tokyo 107-0052, Japan"
35.70094,139.69798,2614300.0,Entire home apt,6,1.0,4.0,4.8,"Japan, 〒169-0073 Tokyo, Shinjuku City, Hyakuninchō, 1-chōme−17−１７ 百人町コーポラス"
35.68204,139.69835,2000000.0,Entire home apt,6,1.0,4.0,4.36,"1-chōme-10-6 Yoyogi, Shibuya City, Tokyo 151-0053, Japan"
35.69999,139.69596,2614300.0,Entire home apt,3,1.0,1.0,4.74,"1-chōme-5-1 Kitashinjuku, Shinjuku City, Tokyo 169-0074, Japan"
35.70164,139.69719,2614300.0,Entire home apt,5,1.0,2.0,4.71,"Japan, 〒169-0073 Tokyo, Shinjuku City, Hyakuninchō, 1-chōme−17−４ 林ビル"
35.72303,139.78933,4000000.0,Entire home apt,5,1.0,10.0,4.52,"Japan, 〒110-0012 Tokyo, Taito City, Ryūsen, 1-chōme−4−８ マイキャッスル入谷"
35.71863,139.79975,817200.0,Entire home apt,5,1.0,3.0,4.23,"6-chōme-30-8 Asakusa, Taito City, Tokyo 111-0032, Japan"
35.71884,139.78121,2551400.0,Entire home apt,4,2.0,2.0,4.77,"Japan, 〒110-0004 Tokyo, Taito City, Shitaya, 1-chōme−5−１２ 日本郵便上野郵便局"
35.75308,139.8671,658000.0,Entire home apt,2,1.0,1.0,4.63,"Japan, 〒125-0054 Tokyo, Katsushika City, Takasago, 8-chōme−6−２ パラシオアマビーレ"
35.6987,139.69884,7357100.0,Entire home apt,12,3.0,6.0,4.91,"1-chōme-14-12 Hyakuninchō, Shinjuku City, Tokyo 169-0073, Japan"
35.64551,139.69992,1658600.0,Entire home apt,4,1.0,2.0,4.92,"Japan, 〒153-0051 Tokyo, Meguro City, Kamimeguro, 1-chōme−7−５ 保田ハイツ"
35.71533,139.82457,605700.0,Private room,8,,11.0,4.6,"3-chōme-20-16 Kyōjima, Sumida City, Tokyo 131-0046, Japan"
35.620625,139.718613,1835700.0,Entire home apt,7,2.0,4.0,4.77,"Japan, 〒141-0031 Tokyo, Shinagawa City, Nishigotanda, 7-chōme−24−８ Liberté 西五反田"
35.63144,139.6525,570000.0,Entire home apt,2,,1.0,4.47,"Japan, 〒154-0012 Tokyo, Setagaya City, Komazawa, 3-chōme−22−１０ 都営駒沢三丁目アパート１０号棟"
35.7076538,139.8133275,2397400.0,Private room,4,2.0,3.0,,"3-chōme-10-13 Narihira, Sumida City, Tokyo 130-0002, Japan"
35.70856,139.81285,2397400.0,Private room,4,2.0,3.0,,"3-chōme-13-8 Narihira, Sumida City, Tokyo 130-0002, Japan"
35.70846,139.81411,2877800.0,Private room,5,2.0,4.0,,"4-chōme-15-11 Narihira, Sumida City, Tokyo 130-0002, Japan"
35.66257,139.73912,1580000.0,Entire home apt,2,1.0,1.0,4.8,"1-chōme-4-8 Azabudai, Minato City, Tokyo 106-0041, Japan"
35.67648,139.69331,3900000.0,Entire home apt,6,2.0,4.0,4.6,"Arts Bldg., 3-3 Yoyogikamizonochō, Shibuya City, Tokyo 151-0052, Japan"
35.65999,139.69669,4900000.0,Entire home apt,4,2.0,2.0,4.78,"2-chōme-26-16 Dōgenzaka, Shibuya City, Tokyo 150-0043, Japan"
35.62638,139.72664,2300000.0,Entire home apt,4,2.0,2.0,4.95,"Japan, 〒141-0022 Tokyo, Shinagawa City, Higashigotanda, 1-chōme−19−７ ＫＢ五反田ビル 2F"
35.75483,139.86894,688000.0,Entire home apt,3,1.0,2.0,4.68,"8-chōme-34-12 Takasago, Katsushika City, Tokyo 125-0054, Japan"
35.68428,139.62799,650000.0,Entire home apt,2,1.0,2.0,4.97,"4-chōme-12-10 Hamadayama, Suginami City, Tokyo 168-0065, Japan"
35.69499,139.67845,5376800.0,Entire home apt,12,8.0,13.0,4.5,"2-chōme-38-2 Honchō, Nakano City, Tokyo 164-0012, Japan"
35.69484,139.69446,2601100.0,Entire home apt,3,1.0,1.0,4.87,"Japan, 〒160-0023 Tokyo, Shinjuku City, Nishishinjuku, 8-chōme−1−１４ 田中ビル"
35.74795,139.73392,957100.0,Entire home apt,2,1.0,1.0,4.24,"1-chōme-68-14 Takinogawa, Kita City, Tokyo 114-0023, Japan"
35.66994,139.66841,876400.0,Entire home apt,2,2.0,1.0,4.47,"5-chōme-16-7 Kitazawa, Setagaya City, Tokyo 155-0031, Japan"
35.72729,139.70286,2700000.0,Entire home apt,7,1.0,4.0,4.48,"Japan, 〒171-0021 Tokyo, Toshima City, Nishiikebukuro, 3-chōme−9−１７ サニーハイツ"
35.70102,139.69372,471700.0,Private room,2,,2.0,4.73,"Japan, 〒169-0074 Tokyo, Shinjuku City, Kitashinjuku, 1-chōme−13−２６ メゾンヴェール柏木"
35.7031490663483,139.69389583282577,445300.0,Private room,1,,1.0,4.74,"3-chōme-3-5-13 Kitashinjuku, Shinjuku City, Tokyo 169-0074, Japan"
35.67717,139.71072,2700000.0,Entire home apt,5,2.0,5.0,4.32,"2-chōme-36-5 Sendagaya, Shibuya City, Tokyo 151-0051, Japan"
35.676056256503564,139.7118805583625,2700000.0,Entire home apt,4,2.0,4.0,4.42,"Japan, 〒151-0051 Tokyo, Shibuya City, Sendagaya, 2-chōme−31−３ ノイハウスMy"
35.68177,139.69746,3571400.0,Entire home apt,7,,4.0,4.46,"1-chōme-9-1 Yoyogi, Shibuya City, Tokyo 151-0053, Japan"
35.66977,139.67042,500000.0,Entire home apt,2,1.0,1.0,4.64,"5-chōme-19-12 Kitazawa, Setagaya City, Tokyo 155-0031, Japan"
35.71435,139.70845,1514300.0,Entire home apt,3,,2.0,4.9,"3-chōme-6-18 Takada, Toshima City, Tokyo 171-0033, Japan"
35.75317,139.86708,688000.0,Entire home apt,3,1.0,2.0,4.67,"Japan, 〒125-0054 Tokyo, Katsushika City, Takasago, 8-chōme−6−２ パラシオアマビーレ"
35.68183,139.6996,1828600.0,Entire home apt,6,,4.0,4.7,"1-chōme-12-3 Yoyogi, Shibuya City, Tokyo 151-0053, Japan"
35.64056,139.66883,3440000.0,Private room,5,,4.0,4.96,"1-chōme-22-3 Sangenjaya, Setagaya City, Tokyo 154-0024, Japan"
35.66345,139.65502,669100.0,Entire home apt,3,1.0,1.0,4.48,"Japan, 〒156-0042 Tokyo, Setagaya City, Hanegi, 2-chōme−40−３ ベルジュール東松原"
35.6619,139.65709,891300.0,Entire home apt,5,1.0,3.0,4.64,"4-chōme-16-2 Daita, Setagaya City, Tokyo 155-0033, Japan"
35.66344,139.65671,1046700.0,Entire home apt,5,1.0,3.0,4.48,"5-chōme-60-9 Matsubara, Setagaya City, Tokyo 156-0043, Japan"
35.64695,139.7375,668600.0,Private room,2,,2.0,4.57,"Japan, 〒108-0073 Tokyo, Minato City, Mita, 5-chōme−2−１８ 三田ハウス３２１"
35.64669,139.73747,750000.0,Private room,2,,1.0,4.63,"5-chōme-9-23-201 Mita, Minato City, Tokyo 108-0073, Japan"
35.64869,139.73602,630000.0,Private room,2,,2.0,4.4,"2-chōme-8-5 Minamiazabu, Minato City, Tokyo 106-0047, Japan"
35.67522,139.73656,811400.0,Entire home apt,4,,2.0,4.8,"3-chōme-18-5 Akasaka, Minato City, Tokyo 107-0052, Japan"
35.70982,139.82145,964100.0,Entire home apt,5,,3.0,4.4,"1-chōme-12-16 Bunka, Sumida City, Tokyo 131-0044, Japan"
35.69897,139.83816,1007100.0,Private room,2,,,4.57,"9-chōme-37-23 Kameido, Koto City, Tokyo 136-0071, Japan"
35.6973,139.83633,1246000.0,Private room,2,,2.0,5.0,"7-chōme-12-20 Kameido, Koto City, Tokyo 136-0071, Japan"
35.70057,139.64757,371400.0,Hotel room,1,1.0,4.0,4.63,"2-chōme-21-7 Kōenjiminami, Suginami City, Tokyo 166-0003, Japan"
35.69877,139.83611,1000000.0,Private room,2,,1.0,5.0,"7-chōme-18-3 Kameido, Koto City, Tokyo 136-0071, Japan"
35.69867,139.83775,968600.0,Private room,2,1.0,1.0,4.29,"7-chōme-27-3 Kameido, Koto City, Tokyo 136-0071, Japan"
35.697,139.83822,838600.0,Private room,2,1.0,1.0,4.74,"7-chōme-40-11 Kameido, Koto City, Tokyo 136-0071, Japan"
35.6985,139.83806,784300.0,Private room,2,1.0,1.0,4.42,"7-chōme-33-11 Kameido, Koto City, Tokyo 136-0071, Japan"
35.70186,139.70231,3304300.0,Entire home apt,8,3.0,5.0,4.83,"Japan, 〒169-0073 Tokyo, Shinjuku City, Hyakuninchō, 2-chōme−1−５２ 東京国際文化学院新宿校"
35.70056,139.64752,371400.0,Hotel room,1,1.0,6.0,4.6,"2-chōme-21-7 Kōenjiminami, Suginami City, Tokyo 166-0003, Japan"
35.70384,139.8007,1217100.0,Private room,4,1.0,4.0,4.59,"Japan, 〒130-0004 Tokyo, Sumida City, Honjo, 2-chōme−14−１２ 丸昌ビル"
35.74484,139.86122,172900.0,Shared room,1,,1.0,4.14,"1-chōme-21-10 Takasago, Katsushika City, Tokyo 125-0054, Japan"
35.71914,139.79806,631400.0,Entire home apt,3,1.0,2.0,4.47,"Japan, 〒111-0032 Tokyo, Taito City, Asakusa, 5-chōme−4−１ 中野ビル"
35.74417,139.86182,172900.0,Shared room,1,,1.0,4.64,"1-chōme-14-4 Takasago, Katsushika City, Tokyo 125-0054, Japan"
35.63392,139.72032,3000000.0,Entire home apt,6,1.0,4.0,4.73,"1-chōme-1-12-11 Kamiōsaki, Shinagawa City, Tokyo 141-0021, Japan"
35.76634,139.86534,532200.0,Private room,3,,3.0,4.74,"4-chōme-21-1 Kanamachi, Katsushika City, Tokyo 125-0042, Japan"
35.72677,139.87879,2000000.0,Entire home apt,6,3.0,3.0,4.93,"5-chōme-7-12 Minamikoiwa, Edogawa City, Tokyo 133-0056, Japan"
35.71849,139.82499,935700.0,Entire home apt,3,1.0,1.0,4.49,"3-chōme-1-13 Yahiro, Sumida City, Tokyo 131-0041, Japan"
35.71674,139.82546,962900.0,Entire home apt,3,1.0,1.0,4.5,"Japan, 〒131-0041 Tokyo, Sumida City, Yahiro, 2-chōme−13−１１ 日新産業 ファルコン・トーイ"
35.61633,139.65982,500000.0,Entire home apt,2,1.0,2.0,4.93,"3-chōme-2-2 Fukasawa, Setagaya City, Tokyo 158-0081, Japan"
35.75799,139.68876,880000.0,Entire home apt,3,5.0,2.0,4.78,"1-chōme-30-16 Minamitokiwadai, Itabashi City, Tokyo 174-0072, Japan"
35.7051,139.77962,1551400.0,Hotel room,2,1.0,1.0,4.8,"3-chōme-34-1 Taitō, Taito City, Tokyo 110-0016, Japan"
35.68279,139.61608,964100.0,Entire home apt,7,1.0,5.0,4.48,"2-chōme-29-14 Takaidohigashi, Suginami City, Tokyo 168-0072, Japan"
35.68246,139.61409,891300.0,Entire home apt,6,1.0,4.0,4.41,"Japan, 〒168-0071 Tokyo, Suginami City, Takaidonishi, 1-chōme−27−１８ 高井戸教会"
35.568062303426004,139.74052666240365,742900.0,Private room,2,1.0,,4.93,"5-chōme-21-1 Ōmorihigashi, Ota City, Tokyo 143-0012, Japan"
35.74557,139.80342,1400000.0,Entire home apt,3,1.0,1.0,4.69,"45-9 Senjunakachō, Adachi City, Tokyo 120-0036, Japan"
35.72639,139.70041,2642900.0,Entire home apt,10,4.0,4.0,4.87,"4-chōme-36-9 Mejiro, Toshima City, Tokyo 171-0031, Japan"
35.55874,139.73718,900000.0,Entire home apt,2,1.0,2.0,4.88,"Japan, 〒144-0034 Tokyo, Ota City, Nishikōjiya, 2-chōme−12−２０ グランドイーグル西糀谷２"
35.56056,139.72934,900000.0,Entire home apt,2,1.0,2.0,4.8,"1-chōme-2-10 Nishikōjiya, Ota City, Tokyo 144-0034, Japan"
35.65824,139.75506,2377100.0,Entire home apt,5,2.0,4.0,4.49,"1-chōme-18-18 Hamamatsuchō, Minato City, Tokyo 105-0013, Japan"
35.71934,139.75124,900000.0,Entire home apt,4,2.0,6.0,4.76,"2-chōme-39-1 Hakusan, Bunkyo City, Tokyo 113-0001, Japan"
35.56864992610374,139.74005546306054,400000.0,Shared room,1,,1.0,5.0,"4-chōme-12-4 Ōmorihigashi, Ota City, Tokyo 143-0012, Japan"
35.568567647745816,139.74001516654343,400000.0,Shared room,1,,1.0,5.0,"Japan, 〒143-0012 Tokyo, Ota City, Ōmorihigashi, 4-chōme−12−６ エクセレント大豊第２"
35.72853,139.76418,1928600.0,Entire home apt,8,2.0,4.0,4.68,"3-chōme-43-8 Sendagi, Bunkyo City, Tokyo 113-0022, Japan"
35.70107,139.69759,2614300.0,Entire home apt,5,2.0,4.0,4.65,"1-chōme-17-17 Hyakuninchō, Shinjuku City, Tokyo 169-0073, Japan"
35.7002,139.69566,2614300.0,Entire home apt,5,2.0,4.0,4.61,"Japan, 〒169-0074 Tokyo, Shinjuku City, Kitashinjuku, 1-chōme−6−１９ ヒルズ北新宿"
35.69972,139.69657,2614300.0,Entire home apt,5,2.0,4.0,4.79,"Welt Shinjuku, 1-chōme-21-3 Hyakuninchō, Shinjuku City, Tokyo 169-0073, Japan"
35.70131,139.67234,680000.0,Private room,2,,2.0,4.28,"Japan, 〒164-0011 Tokyo, Nakano City, Chūō, 3-chōme−45−１３ セントラルハイツ"
35.67323,139.73593,1200000.0,Private room,2,1.0,1.0,4.28,"5-chōme-3-1 Akasaka, Minato City, Tokyo 107-0052, Japan"
35.69932,139.69758,600000.0,Entire home apt,4,2.0,2.0,4.78,"Japan, 〒169-0073 Tokyo, Shinjuku City, Hyakuninchō, 1-chōme−23−２４ アミューズ大久保ビル"
35.69872,139.70668,800000.0,Private room,4,,2.0,4.67,"Japan, 〒169-0072 Tokyo, Shinjuku City, Ōkubo, 1-chōme−1−４２ マンションガーネット"
35.70012,139.70405,700000.0,Private room,2,1.0,2.0,4.75,"1-chōme-14-24 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
35.63229751586914,139.6429901123047,1790000.0,Entire home apt,2,1.0,2.0,4.55,"2-chōme-11-14 Sakurashinmachi, Setagaya City, Tokyo 154-0015, Japan"
35.63229751586914,139.6429901123047,1714300.0,Entire home apt,1,1.0,1.0,4.69,"2-chōme-11-14 Sakurashinmachi, Setagaya City, Tokyo 154-0015, Japan"
35.73244,139.71979,4202000.0,Entire home apt,12,4.0,10.0,4.44,"2-chōme-50-13 Higashiikebukuro, Toshima City, Tokyo 170-0013, Japan"
35.7045,139.78599,9902900.0,Entire home apt,16,7.0,11.0,4.93,"Japan, 〒111-0055 Tokyo, Taito City, Misuji, 1-chōme−13−５ ナカヤマビル 2Ｆ"
35.65724,139.75256,2500000.0,Entire home apt,4,2.0,3.0,4.92,"Japan, 〒105-0011 Tokyo, Minato City, Shibakōen, 1-chōme−7−１３ 芝大門フロントビル"
35.69846725463867,139.70431518554688,598000.0,Shared room,8,,8.0,4.94,"Japan, 〒169-0072 Tokyo, Shinjuku City, Ōkubo, 1-chōme−11−１ ŌMORI BLD"
35.698516845703125,139.70433044433594,598000.0,Shared room,8,,8.0,5.0,"Japan, 〒169-0072 Tokyo, Shinjuku City, Ōkubo, 1-chōme−11−１ ŌMORI BLD"
35.69314,139.62926,550000.0,Private room,2,,1.0,5.0,"4-chōme-7-2 Naritanishi, Suginami City, Tokyo 166-0016, Japan"
35.76074,139.73553,2187400.0,Entire home apt,12,4.0,9.0,4.44,"3-chōme-8-6 Ōji, Kita City, Tokyo 114-0002, Japan"
