,年,19,20,21,22,23,24,25,26
0,年少人口,1461387.0,1471628.0,1482232.0,1489947.0,1501531.0,1504180.0,1509428.0,1516430.0
1,構成比(%),11.84,11.84,11.84,11.83,11.87,11.86,11.85,11.49
