,年,平成１４（２００２）年度,平成１５（２００３）年度,平成１６（２００４）年度,平成１７（２００５）年度,平成１８（２００６）年度,平成１９（２００７）年度,平成２０（２００８）年度,平成２１（２００９）年度,平成２２（２０１０）年度,平成２３（２０１１）年度,平成２４（２０１２）年度,平成２５（２０１３）年度,平成２６（２０１４）年度,平成２７（２０１５）年度
0,相談件数（件）,35943,43225,49329,52145,58258,62078,68196,72792,77334,82099,89490,99961,102963,111630
