,村名,農家戸数総数（戸）,農家戸数販売農家（戸）,農家戸数販売農家主業（戸）,農家戸数販売農家準主業（戸）,農家戸数販売農家副業（戸）,農家戸数自給的農家（戸）,農家人口総数（人）,農家人口男（人）,農家人口女（人）
0,三宅村,-,-,-,-,-,-,-,-,-
1,御蔵島村,41,22,-,1,21,19,44,19,25
