,”N“x,‚æ‚­‚ ‚é(%),‚Æ‚«‚Ç‚«‚ ‚é(%),‚Ù‚Æ‚ñ‚Ç‚È‚¢(%),‚Ü‚Á‚½‚­‚È‚¢(%),–³‰ñ“š(%)
0,24,89.5,9.3,0.4,0.3,0.5
1,19,89.2,9.7,0.5,0.3,0.3
2,14,87.3,11.4,0.5,0.3,0.5
