,科目年度区分,29決算額（円）,29構成比（％）,29指数（％）,30決算額（円）,30構成比（％）,30指数（％）,01決算額（円）,01構成比（％）,01指数（％）
0,返還金,"50,200",100,100,"51,850",100,103.29,"127,250",100,253.29
