,区分,刑法犯凶悪犯,刑法犯粗暴犯,刑法犯侵入,刑法犯非侵入,刑法犯知能犯,刑法犯風俗犯,刑法犯その他,特別法犯,合計
0,発生,0,0,0,6,0,0,2,0,8
