,科目年度区分,２５決算額（円）,２５構成比（％）,２５指数（％）,２６決算額（円）,２６構成比（％）,２６指数（％）,２７決算額（円）,２７構成比（％）,２７指数（％）
0,返還金,124432,100.0,100.0,35000,100.0,8.13,70000,100.0,56.3
