,合同庁舎（ｍ２）,車庫（ｍ２）,牛舎（ｍ２）,豚舎（ｍ２）,収納舎（ｍ２）,職員公舎（ｍ２）,他（ｍ２）,計（ｍ２）
0,385.87,123.49,511.56,244.7,113.4,240.29,25.12,1644.43
