,科目,２５決算額（円）,２５構成比（％）,２５指数（％）,２６決算額（円）,２６構成比（％）,２６指数（％）,２７決算額（円）,２７構成比（％）,２７指数（％）
0,貸付金,36020,100.0,100.0,67945,100.0,188.63,100483,100.0,278.96
