,性別,平成１４（２００２）年度,平成１５（２００３）年度,平成１６（２００４）年度,平成１７（２００５）年度,平成１８（２００６）年度,平成１９（２００７）年度,平成２０（２００８）年度,平成２１（２００９）年度,平成２２（２０１０）年度,平成２３（２０１１）年度,平成２４（２０１２）年度,平成２５（２０１３）年度,平成２６（２０１４）年度,平成２７（２０１５）年度
0,女性（人）,3974,4296,4535,4438,4565,4549,4666,4681,4579,4312,4373,4366,4143,3722
