,科目,29決算額（円）,29構成比（％）,29指数（％）,30決算額（円）,30構成比（％）,30指数（％）,01決算額（円）,01構成比（％）,01指数（％）
0,貸付金,"110,310",100,100,"108,850",100,98.68,"80,767",100,73.22
