,合同庁舎（ｍ２）,車庫（ｍ２）,牛舎（旧牛舎）（ｍ２）,収納舎（ｍ２）,職員公舎（ｍ２）,旧豚舎（閉鎖）（ｍ２）,他（ｍ２）,計（ｍ２）
0,385.87,123.49,511.56,113.4,240.29,244.7,25.12,1644.43
