,科目,１５決算額（円）,１５構成比（％）,１５指数,１６決算額（円）,１６構成比（％）,１６指数,１７決算額（円）,１７構成比（％）,１７指数
0,貸付金,-,-,100.0,216000,-,-,290560,-,-
