,区分,刑法犯凶悪犯（件）,刑法犯粗暴犯（件）,刑法犯侵入（件）,刑法犯非侵入（件）,刑法犯知能犯（件）,刑法犯風俗犯（件）,刑法犯その他（件）,特別法犯（件）,合計（件）
0,発生,1,0,0,3,0,0,3,0,7
