,電柱（本）,電柱御蔵島再掲（本）,配電線延長（ｋｍ）,配電線延長御蔵島再掲（ｋｍ）,配電用変圧器（台）,配電用変圧器（ＫＶＡ）,配電用変圧器御蔵島再掲（台）,配電用変圧器御蔵島再掲（ＫＶＡ）
0,2731,255,238.0,22.4,644,21060,55,1090
