,総数（人）,20歳未満（％）,20歳代 （％）,30歳代 （％）,40歳代（％） ,50歳代（％）,60歳以上 （％）,不明（％）
0,7130,0.3,5.8,22.1,24.6,10.8,5.4,33.1
